,id_left,lat,lon
126445,010061f872fce770b16e98e4d922096d59655f67,-34.5917338,-58.407106000000006
126446,16c89921fa0bdb27b50943343b3389fbfc450414,-34.5917338,-58.407106000000006
126980,7589dc1fdac3733497af3be1955a1c98007833c6,-34.5917338,-58.407106000000006
177606,b9ba3d138c51382c3df56c4843bc8089a3002f2d,-34.591823,-58.407003
179593,e985a66ccfd7397b57d628d6f00e0c80d5130866,-34.59202929999999,-58.40715079999999
179594,98083d19107cfcd6ea9e97b71956871f2cac7fce,-34.59202929999999,-58.40715079999999
179704,c3001d772e9d2efb88aa5a3999e37389d217d5d6,-34.59202929999999,-58.40715079999999
179713,1e554be2e5ffe6350b37a2d40867c10e81fcc343,-34.59202929999999,-58.40715079999999
179766,d5a9229525f38bbe4405f1e216879f09085e801b,-34.59202929999999,-58.40715079999999
180403,a73d05e4b96758a16983797f7e0b20ec2d28049c,-34.59202929999999,-58.40715079999999
181653,d5c61ba7ab45453a9c34265e240a31b733bd1435,-34.59202929999999,-58.40715079999999
181654,2a6d11f8165f26ca0fc69505c3418121c89208de,-34.59202929999999,-58.40715079999999
182182,64152add74523b7dc0c821fec77c16803ed6129b,-34.59202929999999,-58.40715079999999
182183,be4538b4286d4bd0f5e5be2a7af2aacdd16765f2,-34.59202929999999,-58.40715079999999
182184,040e2f3c98b0f260990de014ef4c182a91907d20,-34.59202929999999,-58.40715079999999
182185,c7c20ef96119f3dbfa44b4d4c3c9f1fd9c3ff95e,-34.59202929999999,-58.40715079999999
182186,6a258a85123d9edbf4e0bf8996ea9f6d7bd5d456,-34.59202929999999,-58.40715079999999
182188,469dbfd5f9f67a7c34525e85b4ce9a4d13165e34,-34.59202929999999,-58.40715079999999
182189,d6fbaf537d2d4de8d68142b270979f20c3006d25,-34.59202929999999,-58.40715079999999
182191,68ac77fe783b655e66fa2e536e0da6d643cc4835,-34.59202929999999,-58.40715079999999
182199,09611e9ea7009d26960600c6116dcd5ad6ec5c1a,-34.591817224,-58.4071244529
182292,f9072715b1beccd149cb2cc8a0196ab88dd2fd88,-34.59202929999999,-58.40715079999999
182293,26b289c66028370e3b1364cb405a200b9b96b1f6,-34.59202929999999,-58.40715079999999
183805,7c597dfb2b8e8d34fd89831f959bd3c3f3d8b2bb,-34.59173231,-58.407092532200004
186923,b200bc494cf04a1526db4dfd06ca8f814a950ebc,-34.59202929999999,-58.40715079999999
186924,50a9767ac0f0746a6c7c35ecb1fd13848e5b6914,-34.59202929999999,-58.40715079999999
191800,47b5b7695f4d9a8216cabb069b4537007b7886d9,-34.5918739371,-58.4071474288
191801,ce9e750142cb2310fd96494e99d8d50678839f7d,-34.5918739371,-58.4071474288
192900,79281166cb19d51387aa1c37bad4d7863c3e12d2,-34.592029,-58.40715
208071,1913284d6a28b14a877d429a8c2288cd94858df9,-34.5921020651,-58.4071389729
208080,9fb7f45255bb3262b0d004148b98a33737b4659c,-34.5925841923,-58.4069337218
208089,3f0225b731c4f6cb12869c97f3d4fb74d6aae562,-34.591823,-58.407003
231922,f00dbbc02809aff3c2973145b7d437e2496ce946,-34.591817224,-58.4071244529
245240,25454aced2cef08a997e03e2ede2065ce1fb284f,-34.5932437,-58.40762539999999
251535,cae7058fccaa42445d20db20d3f79ff32fbb77ef,-34.5932437,-58.40762539999999
248,44a2b9d9d3d2dfa0ae4497ef54ae27520fec3d58,-34.5969686,-58.3855512
274,5d9f5f5a434b864bc1a6bb7c17701704a6ff223b,-34.5969686,-58.3855512
14611,03fe7f50fcb354dd9c99e318c59f8bc39783fb0f,-34.597006,-58.385038
84185,cfc898614be0a0ea399fea0a7e0d4a6698f4fcc9,-34.5980438,-58.3852066
90375,72b49e70e8ac302127b5860f7a67d3594eb2c5db,-34.5976248829,-58.38554484229999
96811,2cf7e1c9d1f2bafd130aa25d0b9e8bae8326ab43,-34.5972176307,-58.385611973
157971,6904450d278051ef01562390b2a75428ebfc9ad8,-34.5980599037,-58.384338793000005
157974,8aa4c524ea4cf66e84de96c68ba64807f0341eeb,-34.5980694028,-58.384358364300006
161853,a56090e30fb1802e29df704af92328eb8c7ea18c,-34.5969968328,-58.385404093999995
172361,1fcd7b22d351273805a61088b3673ba5847cdc06,-34.5969938,-58.385583
178287,4ed108d4485c64948d4ac56d7e47a782cd4db59d,-34.5969938,-58.385583
189147,31c4de4280fa8fa473a440aa906d4ca6065ee42b,-34.5970001167,-58.3843817084
199430,c33693b36b2b31caf49e832e4985423178c8a437,-34.5976013,-58.3841873
202619,f89d9db8db4743a3c1b09fd252fb809cb5ac7097,-34.5969726,-58.384192799999994
220354,c78025241dc6c6fc6bfead9b4f9ea2a67e5d9c14,-34.5969971,-58.384231400000004
252335,4e644e01743461b959276476996d189c8922aa6b,-34.597465,-58.384255
256182,49e3160aff8e63616c774bc6b6d7148cc6be75bd,-34.597665,-58.384136
250,85a8ab26cab4f343893dd7966266c9408339cab5,-34.5888837221,-58.3848941639
256,6f2f45b627858498e1fdec3b3f5e36b3d17cc7ca,-34.59085464,-58.38422394
284,756189326ada01bc9eaefd852c1b43534a5d4b76,-34.589345,-58.384381999999995
2221,81a729ad86bef48a12267207ab83f83bf64cb862,-34.589475,-58.3844
25627,2f7b56095689504b432030ff270f3f758107e9b5,-34.590878700000005,-58.384217500000005
35017,5cd0ff9c43651eeb7d69de5797c8bf4c3ab7be76,-34.5901441173,-58.385108989799996
63695,fff695fc7c570e312557b9b68a171fcac9245183,-34.5891335,-58.384401399999994
71358,0f30eece22cb71307d12899b18553851f0f34994,-34.5904684,-58.38402610000001
75264,5e3cc47dabc6dc7820c0f82472f9f27dc0e35724,-34.590002,-58.38531700000001
75303,534ad969dff991c4811754ab54111420b4659907,-34.5896521,-58.3836848
75493,5be97913ea46c1115c6fc623e53e01d3c63ba657,-34.589652,-58.383683999999995
84760,0adaaecb9c80b37d7340c6d44abed019ea159f64,-34.5892909626,-58.3842903725
89055,7f23864d0c2a9ba6c5b8d7d5c475659e9303e578,-34.5904513,-58.3849
95096,36ec7b3a3701b99b9fac722b4a8e5c52d8e2946b,-34.5895644,-58.3836879
102881,d9b440ff197e7221a6843f98fbadaa8628850a1f,-34.5901509,-58.383913199999995
102895,54b5bd8b30406bf72aac3c8a8fdf8553b6fccdeb,-34.589960999999995,-58.385647
102931,13846ba7296a39f64fcf89e5f43b1bb39fdc7cea,-34.5896235371,-58.383562301000005
107330,b1c93ced393116f602b70b3db2107eb310a817e7,-34.5901360423,-58.3838951043
107389,228e445610cb49ecf5739a22d99bb862fe99a175,-34.5902945,-58.3851489
111043,d7346eb147de62e773978d5ad1215f4a5b71e794,-34.590869,-58.3841902
111319,b378d73f6492ebfdecc2e732ae6e6e93d22bcfac,-34.5902524,-58.385212
117996,69c95df72025d9ee924fc4b733ba2d4fc3c1de81,-34.589569399999995,-58.3836701
126123,395d3659365cec5974c38d741cfa62d62cfb3c90,-34.590216600000005,-58.383866299999994
126126,3953ffe106e5020eb14a43707a65bc5c7e28fa16,-34.589774,-58.3837221
137210,9f6769a509d20753fd41cd04676362de435c0ddf,-34.5899875192,-58.3853473036
148957,1c9a2611f9962a3c7a24e9e07878b6eee31ebaae,-34.5898991955,-58.3852400153
150628,f7a466821d2828013225f5f384c996c90ea2fefc,-34.5904513,-58.3849
153571,9c9d0369f3f901b8f981fd7ebb75068b6b969981,-34.5901696,-58.3851304
154606,45a6cb13f185679a4e846bf0cfa68b8df9db6141,-34.590683,-58.384094
158550,6caa99ca58218f4da6c3ac0fcc68b902c464918d,-34.5896235371,-58.383562301000005
164878,c710aa44c0becbb4b11072fb9ece663d1c8ceca2,-34.5898289,-58.385846400000005
165209,6d897ffa55e2ac8c9cf90a549ed586c9cd9e601f,-34.590869,-58.3841902
167263,3fd35104e7160e7b92deea0ec103eb986c699222,-34.5888832376,-58.3848979067
168223,ec86c0fc34ad3a953d3f2dd2030168f102a27a23,-34.5888832376,-58.3848979067
175663,b0c860e3e32412eee099b3a51a867d01be0b84c4,-34.589908,-58.38555
177535,6b9c2f4b391c2dd1bd216f11fe671b7e33ac91b8,-34.58965,-58.383683999999995
178430,4c1a7ad5873a6278585a7766087ea1d9262513da,-34.5904513,-58.3849
196326,1d24ab5d5bfd4c617745d29069c0f21455ed7dde,-34.589774,-58.3837221
201201,e959b909d579199148e3a762f2d632c84e16246c,-34.5902171602,-58.3852614729
203719,aafd337aa04fcd7cc5b616d2564925fd8cef996c,-34.590433399999995,-58.3846662
225881,773de99704b815545ed1744b92754b9412843e10,-34.590694104899995,-58.3844460814
228516,4a4ba40a1cb98299e40b42bcc66c7f3494be0157,-34.590706393699996,-58.384239469300006
229303,4b7ffa06ac36b298e39e3997d684187f069ecf27,-34.590098299999994,-58.385060200000005
230808,27d3f09820a48397a0bb7fc19d86e0eeb8f41987,-34.590878700000005,-58.384217500000005
231970,2b1cef97c09873249368b52e37c622b96ddd739a,-34.5905254,-58.384728
246468,41a2b23bd1381c74c2fb1253b1630cb9f1046787,-34.590644,-58.38408670000001
247591,88f8a836eb0dc48ec418dbfeaf1f3786355d8796,-34.5888532,-58.3849402
251,2befc2fa6c66a14468cb79fd1273ce1379ef26d9,-34.591455200000006,-58.3800892
9070,6aee7263d13080b1ee8aa9be5d816a8139a5c7e4,-34.5919687,-58.3790685
9383,45049db71754ac939cbbd2a2f14a00960bb4ab15,-34.5914751356,-58.3800262595
22371,30f13727da929a26538ec141dd5575b7cc785955,-34.5914751356,-58.3800262595
59151,412f7cdc0324c080b95482e7162990b5c01dcba7,-34.592550731100005,-58.378641188500005
79564,cb83c397ea0772ef0891c4d30bd4e80787c5e8c2,-34.5927150467,-58.3793031624
84360,8ee35fd3406a1f6a73c829c54206d6acc13d3336,-34.5927150467,-58.3793031624
90374,e63f2ee9616b04b3003bd8fefacd084084136d57,-34.592490999999995,-58.38000400000001
102443,b4374b455c9eee8187b3c6a7a662de240677e116,-34.5916352,-58.3793272
102444,0b82f92c8133384769ac43076aafe4365eb715d3,-34.592850399999996,-58.3794368
111834,39b8d0e37e6bda0397acf8439280b0088c727caa,-34.5924075505,-58.3786095946
116189,38951f23a7df04346622cf7ee0bd06e5ed17f543,-34.5928407,-58.379048899999994
128626,572da8046515ec028707be0813efaef740e93562,-34.592849,-58.379043
149949,f1d5e8bdab2424a3bbd9f9e0af0b1e2215f7eca9,-34.591836,-58.380115
150017,a6aec55283ad6d38f42d26200d5b3281b704d405,-34.59155429999999,-58.379779299999996
151979,b62e0e6bdd5f640d6a439074c2fee76d58c8f56a,-34.5921884,-58.3790738
164215,4bf4ecfb5df31b0f218d436992b87b7929e3d3c9,-34.5919,-58.379205000000006
171295,05e2de593f205c75326e3f6b21048f631bdd1cad,-34.5921884,-58.3790738
182070,a73e585eb60da0d7f148b51ae9e6287dd08c3d3d,-34.5928008,-58.3790167
184911,e7b8654a1cb3abaf4c79f7b3d897ae79b202b5ef,-34.5928432962,-58.3793011609
190645,21bcbbcf79c243be019adadb19d6833b15bacff5,-34.5926272,-58.3788196
191809,4011b188694afc97faced15f0b4338c43adcfd22,-34.5916352,-58.3793272
191860,d47b720491cba427731ad4a4e5d6d1a87d736217,-34.591524335500004,-58.3794249861
208988,0d473c28c9e72a55f9888029a178c095012151b8,-34.5917515,-58.3801193
243055,e2a6a8f2fc49aa643106cd9b1e752a187d54a1d8,-34.592846,-58.38006600000001
243078,ca8d02eef906b9038ba55105e3a7b0386b16e0c1,-34.592628000000005,-58.37881899999999
255013,b74b13fb589420fc007fccc29801ed70c13f143f,-34.591826,-58.37998399999999
252,01826b4482a57f3e0b106d36acce52f9081ec8d5,-34.590703000000005,-58.39069
2224,f7da5c2b800d0501d7203282711a88b3f57815a9,-34.590422100000005,-58.3895005
9478,f4651c4485ddd2a0be55602e3b94ac0a1452445d,-34.590422100000005,-58.3895005
111991,ffdcd36c1b78583feea404752d3add48ca0e618f,-34.5915650362,-58.389809274099996
127127,23152edab5ae07883ffa7d86aed8320f4cfc944f,-34.591562720700004,-58.389747281000005
142071,32503ba34664d0f2de028d8beb131c50b7012a9d,-34.591291999999996,-58.390306
151550,b578dd30db90230460430df8af55174e81d5a975,-34.5914743987,-58.389704365600004
152197,d45a4f222ee1fcb89916cba33829f2e76fb8a8ba,-34.590892600000004,-58.390923
158381,c3df83d5178b37ba976539029985401c30bc8b19,-34.590892600000004,-58.390923
179843,a4b2d06bba38e6c4851b05be3b02ff559a294901,-34.5917132,-58.38993120000001
200717,821258dbcc605b3cc8a965bbb43c5eeae9aa0f7f,-34.591562720700004,-58.389747281000005
230069,5e5e715b701a694c8e1376c83fd2f4c764c90e7b,-34.5912735,-58.3896929
238376,55499a049d5790cedc895982761f3abda99510bc,-34.5914882344,-58.389682334899994
253,bbb5bc6396c8361811903d9f0d5f785dbb423202,-34.6214006,-58.40995989999999
19000,86feac437272bb834980e8d28ed3e7c31ce8643d,-34.6214069,-58.4100211
54216,7ab2469138f119e7ce8234f15991e3191ec3e03b,-34.62140656,-58.40998459
54217,cad10bc316285bdb141999212982bc059a162071,-34.62140656,-58.40998459
116496,e5f9e2d983a7d815b63c6175a30da1166f170a41,-34.6203316,-58.410798
254,019c046793689a76c9adb86c105a709ce7316555,-34.5938083696,-58.4007751953
15663,a70066159722e211d2eb6b573a39cf25ac48f74d,-34.5946899,-58.401453599999996
35025,04159dcc972fe76094c7a25d8e60116c5ff20428,-34.59362720000001,-58.4010924
96469,e2d05139694f1b95d65b5ddc50e8fc5538d09aad,-34.5936440356,-58.401225981
96818,9936000e740f78b37e91cd1663fceb8a363f8ef4,-34.5936440356,-58.4010972349
147895,b8dd5715272f3e4be4a38ca66c4b6f9c3d0a1be8,-34.594706,-58.4014056
213110,1bca05b71e75dc2e3fd6d9fb27ae8a108722239e,-34.5934915,-58.401435899999996
255,5fb0baeb22e0d1a637f96fa464ff92b3a0cafdf0,-34.5918964581,-58.3961492033
402,c2c5ec8c259494c1601171963ccc1d5dd63e9349,-34.5918964581,-58.3961492033
6249,a8677c6549fb03ea8c90fc5f8bdcc4ff960d9320,-34.5918964581,-58.3961492033
49918,870edbfe7f83dbb8e2b9d443ebf301410b6a13b8,-34.5929098,-58.397154500000006
67308,9b05f9f67e30eb7e2cae06b6baa3760d75232c38,-34.59239960000001,-58.39663696
71131,c181bbf23b7151e6dd53bfe659ff4cd5cf0e3a65,-34.59239960000001,-58.39663696
71138,86f2de3686a9748b63b61bdd9452e8d7f1883fa2,-34.5924008,-58.3966372
71345,84e81d9a761c3c7d44c06cade9581477f0507a58,-34.5924008,-58.3966372
126264,4167141854078830f6cf254527923ea82c4b3cf5,-34.592951299999996,-58.397198100000004
151316,73fc656fb67c913cd0bb8eb4b729bd212d7b379e,-34.5922106,-58.3966082
152204,86ef51bc923d20dd44ec84d033e7914febc8ba53,-34.5918949052,-58.3961513338
152860,a7715df61d3f94134527605d36b6653884bb735c,-34.592161683600004,-58.3970734669
154759,cd5608685708c775d4081e406c98a795f45db7be,-34.5922106,-58.3966082
161851,abd29722d502d2c203bbcaa8610a6052c45b555a,-34.5913516,-58.39671460000001
173683,d76f6a746753f65cde6e8f2421202f62fa301bdd,-34.5912036,-58.3967598
186240,ea226d42362f92d55ff3f40d7aac625632a26d0a,-34.5921974242,-58.396502777799995
188621,bdc21845c537b854c057bd9311b42f75391abcc6,-34.5920401,-58.396394799999996
194207,6dff0383aeb18af4231bafadc1e16b7ba0eebad7,-34.59208889999999,-58.3971218
201844,4c6b0ec2ca865e8ad2b561c1ba202f51fb3b3704,-34.591502,-58.396637
236568,7ec1e3a505382522dbb0ea2db72de5146e581103,-34.5928864158,-58.397281339799996
257,bd2f10bc9879e83d838fd1dc0193534fff31bb58,-34.592963,-58.382841799999994
404,d2632c024990e307654d1b8ff97b8985218bc97a,-34.592963,-58.382841799999994
885,acb3568bf3562e89e1800edaa63bfa8e4b7c53d4,-34.592963,-58.382841799999994
34903,14ad37379093293d74edf6261838f5ebac60a5e2,-34.592921399999994,-58.3828129
48902,6d30282857bb42bd1d018c4030767106a67c31ab,-34.592904,-58.383072399999996
63165,326f04fd140a46a686743b60da793a960d2e5590,-34.593733865,-58.382910446000004
63177,e31010df62a970c0a09c29e6ea321e617d0b93d2,-34.593733865,-58.382910446000004
89543,a85ef7a672a5ba84437c38c0c4ac82c34f63c24d,-34.5935388,-58.3816132
90114,932de7ad82a7f0afc70e73320896ae9de2f503c8,-34.5928710728,-58.382732052
95992,472bcf5ba6ddf698f7d3143c99d854568bc213f7,-34.5929623443,-58.3830797127
130707,ef4f51b932eba355b04f5cd3be8e818abd5fadca,-34.594357601999995,-58.383948214600004
133761,bc3e4767f7fc222ef4b60e039b6b8d48bb915e41,-34.593378200000004,-58.381625799999995
135164,7da8c73a579b1b9c898a1146b4c9b7187c8cee2c,-34.593378200000004,-58.381625799999995
135219,8f73298e2c0bb4823092b2e27c8167ffc6e2a8b8,-34.5944205,-58.3844062
136899,818847034dcae3a7e8552a0a0194fb0a7f2ea5ac,-34.594263299999994,-58.3829779
148050,5f8a017e0829372d47c6bad094c17c584f76cc7a,-34.5928710728,-58.382732052
152969,a242556d0ff92fd0a9c86b07b503898ce6ce1e59,-34.5935353816,-58.381744033800004
158409,b6dac71c4d54ef27f79ea48be9edc85e427f028d,-34.5937298,-58.381621200000005
158411,62f3ee790664581c1101d1853fb102034b7d8419,-34.5935353816,-58.381744033800004
176240,7230b4d775c5ba9edf592e28af77df06d590a0e4,-34.594324799999995,-58.383984
211963,e67826b59bee7dbc00e20785fea214b57a2030d0,-34.594263299999994,-58.3829779
227629,30e8873a88d6c4b4c805fd28f732b5625076bd10,-34.5930330006,-58.384109681000005
250431,1dadb5af28444c86800aa9d746c19c7a87da7492,-34.5942654,-58.38317610000001
256784,7112293bfec23797d010f26cdeb72637e6873636,-34.594263299999994,-58.3829779
258,75e9fe8e1d38006d55cfe7c5dc59a1f82c2debe9,-34.587128026,-58.4009014076
412,22c5904dba12009ff3e9cac8c4cfa71ae3b4d957,-34.587128026,-58.4009014076
127532,3ffc569c14eea0c47cc8230824de99e9b3777b0a,-34.5876218,-58.401619
138359,3f02ee799a6ae6fc29aa26db488b6746729d8a40,-34.5876218,-58.401619
176703,73438f16214d71ae615aa7cf4de0ade75d2c31ed,-34.588439915900004,-58.400870862
180032,29445f045f98d06cbb2015982f5fdcd172fd1eca,-34.5876218,-58.401619
180034,c490cfbf24b94e03fe1fc99c737bb5db6d78eaad,-34.5876218,-58.401619
249071,3a553c7dc824e7a7a25f14b61171082850e9c960,-34.5882718,-58.400643200000005
260,665b9401f553f94d66bb0e4b2644bd1b7e4b09be,-34.587599375799996,-58.387293571899995
264,8bc350af751d5251a773177139402f6e0e38cc10,-34.5872345891,-58.38787339100001
84772,af831ce7c35c6d2f84e19905ccda23b7604c9220,-34.5879256,-58.3887616
102887,e56513e31e0c814655c6509d68b8a14915520b16,-34.588174,-58.388343000000006
102939,8d2800fbaa17e825e57e242753c9e081c8c8037e,-34.587804999999996,-58.388887
107437,e9275a5ee336d8c2149658bcf776a7ac4c6974b7,-34.5869278,-58.38816020000001
110502,135b8feb2ec9aa83873f770539d7a7c78d74f5ed,-34.588320200000005,-58.3881684
113978,1459252faac98e035a642f233272dab05b9ad586,-34.588111700000006,-58.3884784
132682,0990f4a176813f31f09e8450d7afbc9fff8efa46,-34.58747929999999,-58.38743589999999
135266,cead611faf6c69ecda37f6ae5c44d10e0c9ba12f,-34.587527,-58.38734399999999
146843,10bba505c9ac6f2d17fab880af24145e83c7c582,-34.587406200000004,-58.387522100000005
148028,10a6bd1c5e10d89bb0a639bb7d5a17e9459dbbb0,-34.5883387,-58.388126799999995
150256,9ace083745c1f491d398e1956a4c1efda0bbde82,-34.5883387,-58.388126799999995
153952,a454def7ac639da313cc3d2f6f69809baaaebb66,-34.5879914,-58.38768149999999
165634,2650357ae1334c954114c5d04f7af5b3536f9c71,-34.5876568,-58.388814
176008,3cb8ed75c8a23fdef44d15248989ad6c3bb86cca,-34.587597627600005,-58.3872955445
176413,5f9035cb17a05522a3ad7c293b75081129044862,-34.5875429,-58.3872
178210,eacd33596ad9f1e67607aa91c55896ec50ff866f,-34.5879914,-58.38768149999999
178211,fdac9220bbcf60a783a30e34ba66aaff3bc61e2d,-34.5879914,-58.38768149999999
182313,e9ac4fd67f4b32d3b233823695af71cacd6540d9,-34.5881211114,-58.388364315
182596,afd620540d658cf0eebd7a5a6a1038cd2e124e65,-34.5876568,-58.388814
186789,ac702b8c2678becc95a50b4ed215a7baeeb5c25f,-34.58747929999999,-58.38743589999999
187262,f5ef85e4451308a9f0305a0f14ec231581c1efb4,-34.587406,-58.387522
193922,f572041186e4f747763b0e6544cd463644dae40d,-34.5881189,-58.38822710000001
202779,819249d37dac466e3d247e86f233fbdcf0c0ea2f,-34.588150899999995,-58.388417700000005
238369,d429402d60fa423e4d83cdc8bd85899d90d55411,-34.5877037,-58.3887702
245839,08798ce342935ea85f8019809871566dfdd4696d,-34.5877196,-58.388748
246419,a7c15b12fa22e7b6ac2f35d592c585c392c6c4a7,-34.5881189,-58.38822710000001
259879,b673bdde26f65b243a6ec068362dfff5176026c2,-34.5879272,-58.3887642
261,ecddee097b44158e889cfbc592a143b9c01be241,-34.5899539,-58.3880203
62931,42395b9a139016ea2cee5ca7c4b08b204c07a132,-34.58952360000001,-58.3885328
85039,716ae4d305ad3ed996c2a3205c3eb5edde77110b,-34.5895955402,-58.388483603100006
172085,928d86a46bb96da417034e7442c34b8a2bf074ca,-34.5907222,-58.3889046
189576,0e326343c3acad2a8fee319c95d351f59f525a02,-34.58931679999999,-58.388930200000004
235891,7e0bd201645921e2f7d3b39b38631dbc72c1b1f4,-34.5905863,-58.388735
246296,a9900a1dc80c1039e1a6edf7f7bd09495cd4cd2d,-34.5899691,-58.3879839
262,20bf80c8a6b8818741eeaa41c5b130294b1bc594,-34.590842718299996,-58.410620039099996
71363,e13b62100fd0d2776fe68af052d2428149e859f3,-34.5915338,-58.41127410000001
90372,50f94cd54c396756a94b6716c635a1119566476f,-34.5912731,-58.41191479999999
138708,da3d2b731f045adfc81561ad11714582a5f7496b,-34.590709999999994,-58.41064300000001
139332,6547b72dfd6a04f7e95262f2a664c9127894a114,-34.590799,-58.411556000000004
144845,be1bfd8ae6f8b28ad2e2dc49eca65b30be4c22b6,-34.5907883,-58.410514
151055,9d24d0aff2ac227dd4b3632c520370c4ce094be6,-34.5904421579,-58.4111430658
208088,ae5df75857857f6c8f9e0065af71198dfebd7b4a,-34.591066999999995,-58.410911
208803,d76d7447e8b2e94a9089f602d2435d28cd6bc97b,-34.591337700000004,-58.410948600000005
235325,6530f724eb20c9c5149af888cf4ecef68d8deaec,-34.591179,-58.410838
251716,acbf7dafeeaf4a2696e9ece8dd2de87039c8866f,-34.5905216,-58.411100899999994
263,42d17d052a745506a23bc273865dc03b0049f9b1,-34.58935579999999,-58.3886807
408,6c8b0c3c6a9955b2f4d7bd7b378c0ee63c681aca,-34.5892257259,-58.388749212
6170,64837c656ddb8b71b3bc223ffe2809b245e01850,-34.58872279999999,-58.38757710000001
6178,b2bff0f622c88ea6ac4a89312eb6b25801b433af,-34.5883763,-58.3881328
9374,03713e7f0424c83175e9400cb898e5544d5307a7,-34.5884921284,-58.387996363199996
37589,a82030fa69569742e9e95ded4dac696591fd81ce,-34.589002177,-58.388543148000004
39631,3412cca6bbc336b7ce674ea4011ba676049c4d34,-34.5883763,-58.3881328
152056,14107769f2832c2fa48eba82f49d6bc94f603dfe,-34.58850220000001,-58.388095299999996
172086,a7fd8908e9ac0dfdceb37ca17287d920152ca83c,-34.5889602,-58.38859059999999
181010,9adfe590cab9f3532bef6995378c56bf66cc1efd,-34.58903370000001,-58.387114600000004
185445,f5e3ab7c7ac4a9782291aced6f5428d13d267f97,-34.58866629999999,-58.3882566
190158,1858e29fca1b2af2b7f2fd989be5cc7b6fb615f4,-34.58850220000001,-58.388095299999996
196484,4314d5e7f599bdbb5afefa7cb41274c0f28f694c,-34.5889602,-58.38859059999999
246907,3d0a0f157ce56df54c8a515cfbe19638bcf3c8a8,-34.5892051,-58.388880500000006
252552,14c886c92275d46d984fb166d5304b386cc6b72a,-34.589361700000005,-58.3885833
256200,37d9784362b5051ecaf220aae360e90e7458e20d,-34.5894347,-58.3874473
265,382bb6bd2aefe5c663c2c93368cd907cb134a15f,-34.587767,-58.383734
277,265fb63dcb0b426c56e90b9fd5b59712e33912c3,-34.5879416,-58.3834288
15338,305b087ae44a94982b1817871affbf41eb4a137c,-34.5879819052,-58.3836234721
18627,c7d7100944de3ac396ea7a57b5c8ef2aa8fbd58b,-34.587860799999994,-58.384006799999995
34995,5e132af58b19fa2f58de2e268a69ef6cf73a64d4,-34.587765999999995,-58.383738
39782,4527b47da3d7507f15a95e8dbc5b398ab352168b,-34.587853100000004,-58.383585200000006
49787,61e21c77ee2934006afd1bfc868e7fe8e8f2545f,-34.5879331,-58.383443799999995
55208,22b89af05f6d551cc2c6c8ffacaaac38b2777516,-34.588335,-58.384378000000005
59486,d327f247b88bc29eab3b17b1be6efe2d5a870c8a,-34.5882414,-58.38289939999999
67553,4a157a463ac8ac19b4bf5cf4490b291af281d703,-34.588793700000004,-58.384922700000004
80103,a45059ac1e3bf85e3c822a2626c3b876088152e3,-34.589216,-58.383444999999995
84755,a326785d84ed91a729daa38cdcc10b5d23514a41,-34.5882414,-58.38289939999999
90405,51d820073037b017abfe830c64e816264893a262,-34.5879052,-58.38346
110572,e0fd305316ebeb4ff87e96170bb2befa6c0fb7b4,-34.5888843,-58.3832929
114033,90f326e98e0bff63bc22e9f080df26f3fcaee104,-34.587965000000004,-58.38351
130050,1a137359f7763e0bc6cf1c6ff4660f1b39b18eb3,-34.5879179,-58.383470700000004
130405,e2fcf8ca35fce0f69648520b8147dea07ebea82b,-34.587965000000004,-58.38351
151066,590fed1a777c5e561e9dafcecd215e1aaa302170,-34.5884997,-58.3830264
151980,136a51131416b31f7403839b2c1328a93e0da087,-34.588761,-58.384762
155561,e06fdbe9ca567a75cdd469a7bb75484daca3703f,-34.5888244513,-58.3846761978
155856,6ce07011b42ef7f38a664ea3888a61281a5e141b,-34.587965000000004,-58.38351
156423,39816df4659a69190826bfb044f61126f3bfeb0e,-34.588987,-58.383607999999995
162298,c9699a33b5dfd0ab9936c92ccdcc5c62ea66e2cd,-34.588936734899995,-58.3845715683
170896,4e7e39a7c30dd0373876d6479bb2cce263097157,-34.5878436,-58.3835906
171651,e6cd123274106a72cbe50526f758300bbef78384,-34.588474,-58.383336
197227,24cca39bca6ff0a2489912a57cbd78ad0a567b1c,-34.5882986,-58.382881999999995
205152,efa11ffd6f9a94dce851ae89f841111044dfe0e0,-34.5880485,-58.3833125
222667,0e7fff613a9a858b3264e18fc019d0fe33598cd7,-34.587953999999996,-58.383686
236570,5d0c4780c1423b42e782e3cf780f0ce4efaa0abd,-34.588884,-58.383292000000004
245154,72c372324ba911c4bb5b995b81fb3032b9cb45d9,-34.587915100000004,-58.383558799999996
267,e8fc5cb28daa2edc9d4f6114b6c441680bd0d47a,-34.5908621271,-58.399240591499996
108649,77e3f771326bc4f6edab8d56246e0b72294683ac,-34.591565700000004,-58.4010096
170920,1fe985b50145f71fa50994799844f8c28752e45e,-34.5913060605,-58.3995762921
177534,ec73a797bda2512729be2488ce1c00001b3db34b,-34.5906911254,-58.4005705349
268,5363219b7dbc16a0b3e2df3512e433a5346039f4,-34.591827,-58.395977
5195,49c792cc77d99e299dadf0779de817085057f566,-34.592385,-58.395255000000006
59510,ed54a609f17a09af4af2ea36eb4e8b0c42ef68f1,-34.5918382619,-58.3940050514
63688,63be6b4f84d2aeab234616a5fd7996828ba9a932,-34.592246188400004,-58.3954515878
67340,eabd52a113d93823d9a15d2ed9f67a43a1213206,-34.5922367,-58.3954606
