,id_left,lat,lon
229960,92e8ff8bc7e0acaa88d2bb4d754a3f64c9d2e2ee,-34.580704,-58.432106999999995
229967,b693230d1c9ea509b2aa72d7e7795c560e7cd907,-34.5804909,-58.431925
229968,699594120759227ed798e5fb459dd71afb78e67b,-34.5804909,-58.431925
232705,dcf0a4af472f51684f2c692bf18d5bec9d42c292,-34.581686499999996,-58.4308266
237150,fcb2c382c26f6bbc4b303c268636e263a2e63f16,-34.581686499999996,-58.4308266
239759,4e2303eaa6cc9ee3954c9ef061433c82cbe60b08,-34.581686499999996,-58.4308266
243126,a7e0ebf01d8ae3a2f7dfa0f661986f3a848ce3de,-34.580158000000004,-58.430061
245425,5d26c2addf917657336fe911aa280df51611f2da,-34.581686499999996,-58.4308266
247501,eb88ffb6574a5b3f7d06f9309d899d7ef9d8e10d,-34.5808465,-58.4322904
249820,9eaa05f7f10d54229453ea7418f96307bb0aeb41,-34.5819959321,-58.432882434899994
249937,d7a1cdf5906343c1411bd68b0aa3529f4c0edb3d,-34.5804909,-58.431925
249938,bc425b94c11951ff74cccf4bbaad641c2e70362b,-34.5804909,-58.431925
253191,fd29afd014dc7d0781c492f57f68edf483c6e592,-34.581686499999996,-58.4308266
253192,f73c56e8ce156c0983eccfc2ab61cf77338dcc9a,-34.581686499999996,-58.4308266
253902,2897eade90b634105f7722c9ffc9ebb1fd77a8c9,-34.581686499999996,-58.4308266
3,0127fd9d7382e8e8e98654b0f74c09a82d54f049,-34.596975,-58.408896999999996
6248,3efe30334324b6c88c97ac4d33e80298b5403dfd,-34.5970325176,-58.4089681763
115189,fe7a4f68e55a564924ea59d4d2c4825a263c506b,-34.596975,-58.408897100000004
133260,673ac1d963b4e4477b99983af631a4058ac74bd9,-34.597390000000004,-58.410267000000005
177312,a7e771b9badc229e2105c9d12fae97244ead3854,-34.5969965397,-58.410124101499996
183273,5f286f8b3f37bbdd50aa353ed20ae6a4564bbcdf,-34.5971581,-58.409137699999995
187742,9e73a048a3e0dbc7da8b20582f35e287e655b9fa,-34.5970319645,-58.40897085140001
187770,5029d05d8fb26351eedb9a8bd59e9a6fe7b28322,-34.5970319645,-58.40897085140001
187772,f883f34e78cd110f7b2c639d99211d121bcf0691,-34.5970319645,-58.40897085140001
187776,1571c6efbc057ef6a8a50a6326772249cc684820,-34.5970319645,-58.40897085140001
187796,9a9063acd0a18c68202fbd55c274e1b697e6e6a1,-34.5970319645,-58.40897085140001
4,c7fc7d25b11f8cb7fa5ca9d8ea913422f99cde64,-34.558106,-58.455842000000004
70515,166ed9048601d92075815ae6f31e51f1ca95ec2e,-34.558907083499996,-58.4562626306
96294,e20f16888d8c02725b4c7ca5eaf405b34a7925f8,-34.5589751,-58.45638639999999
157370,e19b96375d2e90756d90a388d0c752612149a5a1,-34.5586157827,-58.457991093400004
164717,b4f06a66f3f16e429e8d6c0d1a28fbb9edecb778,-34.559006700000005,-58.4563885
165812,2cfc2d9e3bbd439306127e0297c45fb5a55a4d1c,-34.559006700000005,-58.4563885
166937,36b8fd8e4c26695fb4d910cd0d7fe7727dbdfb5a,-34.5586157827,-58.457991093400004
172696,eff4e422ddff0a48fa9007338d31f6ad57cef9cc,-34.5586157827,-58.457991093400004
187253,567dc724d454bce8ed09b0aabdd72fe66c1fa638,-34.5585269,-58.4556696
229929,4ccd998c55160dfdcc11a16aaee15dabe7c8f55c,-34.55905070000001,-58.456462300000005
247857,35fffcce35215575c483394c56181fd22e1f1be7,-34.55822372,-58.4570694
249759,971d870a21d196bee13867c800c52cd8c576d3cc,-34.5588804,-58.457897700000004
5,356ec84cc967b6c2f26fabd548dfb2534ad7dd6a,-34.54273,-58.462001
47,8b707cc398b0cf8fb85f3c3a9006756e77157123,-34.5433325,-58.461333700000004
508,9f156f3ceffdb180740cbdf42ce206fe7c07dab9,-34.543028,-58.461792
9045,e4bf1163f1263ef3f9e174b1d714b7e25085c305,-34.5429344,-58.46177420000001
9049,1aaf81d756f3ba62af6c277a91190b939805a6bc,-34.5429344,-58.46177420000001
9056,2d7b2a3090df9490f06733fb8474f6936f8f31db,-34.542996681300004,-58.4617413958
9057,c6b69ce43b2ce0173741d74847b5b0654d5ffaf3,-34.5429344,-58.46177420000001
15330,93d4de0d52c49fba2d3de06541a4cdb8db90500c,-34.543427676,-58.4612624483
17874,11b449e5ba1803a214a7806eebfd7b77784678ad,-34.5429344,-58.46177420000001
18516,8635e17873cbdb28010c87f285a88558d0faab0a,-34.5429344,-58.46177420000001
18517,ff18e6f1c73b06afa37431780ce7c5c7c2bb8750,-34.5429344,-58.46177420000001
18524,2c268411ad259ddfef2fe159b47340f4855ff476,-34.5429344,-58.46177420000001
102402,207fd9c2ee493edd5f3fa747b4f5b46a627f7050,-34.544391299999994,-58.46174839999999
102414,66a04da1a0d8020ee08853f5a93097fa21b818d1,-34.5429344,-58.46177420000001
116460,9eddedca30ede547426c7039c711d2a617ff7109,-34.5432969,-58.46141
130686,10fe254b8e141f2ebec55ef11af33447f456d1e7,-34.5436376,-58.4619547
133546,7e6678e0be751376ed526a8d66f5d9bf5bc04f01,-34.5444758,-58.4621254
144079,938c65149fd9a8cf8d3859c069f752a27511e394,-34.543726,-58.462132
149031,4c12b1ad59a069c411a636811e0a316688501dbe,-34.5427888917,-58.4619521337
151052,70804bca0ccc33e2ac4bc204e539c912c6dffca7,-34.543428600300004,-58.4612632997
152392,9d7a0d9258970003629e1e58723628434b023755,-34.543428600300004,-58.4612632997
153985,6b94032092c8a2e3d826d6cbbda0afdd77f00f19,-34.543428600300004,-58.4612632997
154703,032b091723361d6c4a01f7e6f141ba3dcd24d06d,-34.543726,-58.462132
156397,4c6ca916430fa6e72299d205ff47753ffa200f30,-34.543428600300004,-58.4612632997
157682,b00e08370e2161aa2de6404373da3aad1f34ee5b,-34.543598700000004,-58.461877199999996
159498,e5f2df470884d97121f3c2a2febf5f375586262c,-34.543428600300004,-58.4612632997
160006,aea9af1b4b74bf44cc1fead69b44c332208d0e54,-34.543956099999996,-58.4625887
172349,ac039807b3f5d12b4a61767223676c28e93aac1d,-34.5434908,-58.46166289999999
176989,f0cdceaf2fb073fd0af8cdc0a44b218dc420079d,-34.543428600300004,-58.4612632997
183788,c09b33d5cc8a3a2dce7810a2c1a8116c2b29a4f0,-34.5432969,-58.46141
183794,9c2231efcf296b97506021d291f6321d7ec6345e,-34.5432969,-58.46141
193831,1edcfaace14e363cd52ce31cf317fddbba74b03e,-34.5444758,-58.4621254
193832,b61456926bb2da13f59600f5e704587e7005e0c6,-34.5444758,-58.4621254
239497,c1728446e319735982e67628ea57e4b27425154a,-34.5437047314,-58.462205136499996
242843,59e1b07c1175bcc42cb769f5de3d823da791a460,-34.544376555999996,-58.461564628299996
250890,c1ea1e144292d5d8d5cafe12b3d4ade3b3a6a67a,-34.5444497,-58.461654700000004
251502,9f440dfd3a0bbfb3cd8dc55a8a48188fc7637df5,-34.5444497,-58.461654700000004
253070,caa7ff73446bfb8b9384a2d35948afe667b217ea,-34.5439622,-58.4607174
258809,5c161e82a2f1dc7ad8b34602f275c8df19e9526c,-34.5439445424,-58.462426628
259011,86da62a36e9af55c4c4117a352b3b5cc8492329e,-34.543068100000006,-58.461844299999996
259313,b636253b3a13324e8d34deb46f8a39e35d3de9f7,-34.544391299999994,-58.46174839999999
6,c2597be2d6ce8f88750da147139eed110c37c9eb,-34.586187,-58.387763
12549,9592ac76e6a1a2b14aed881bce9298a3377192cb,-34.5865791149,-58.3882936116
67306,1c904871ca743d612bf78ba83f34cc1ff61ca2e7,-34.586249,-58.388064
71130,0e7659b83c55cd4a0593413af2638e2d98233c72,-34.5856340519,-58.3889370992
79967,ccfa682ba18a6b947bf9a5de2fa969f155589f92,-34.5853603,-58.388560399999996
108757,39833408a833e4612c9714b84e85c3ece5db7d4b,-34.5859117034,-58.3876331058
109104,185843d385d57130180af4251f6d7ac2ee978833,-34.5856362,-58.388000500000004
149892,75612b3cb0c5f798d0a0c240cbcd88458b5a9cf5,-34.586357,-58.388018
163887,a407ff218f1f450723b70a7653831982dbdd10a2,-34.5860005,-58.3880289
166892,3a32b62133973595d1ab35a13a8413e6f6367398,-34.5860005,-58.3880289
183850,504023530fe46dacc5709a9d810d9a421d24d6f1,-34.5856362,-58.388000500000004
185694,844204eac313c4d7a1f1dbcc56d5f081a3dd1c03,-34.5859117034,-58.3876331058
200682,90362d69369f23f8df759517b08209121b6ef0cb,-34.5859117034,-58.3876331058
200683,8e780251452398378cd2436d00e8793f3af08f22,-34.5859117034,-58.3876331058
200694,cccc170e1e497e763092b78ac31ed2d04da27510,-34.5859117034,-58.3876331058
200696,c0ece00570f189531dcea8d1b8cc165b7afbaaf2,-34.5859117034,-58.3876331058
200713,11568e09d5038512843d87134872fc758eec8e13,-34.5859117034,-58.3876331058
200736,6930255e4fd78d70fe721bfc8d67f75c115f14dd,-34.5859117034,-58.3876331058
200737,039b5990176d39bf5e8349e2263ea70e4cb33537,-34.5859117034,-58.3876331058
229566,b45f7448ed1fd59fcf0ceab5e97718d7543f3058,-34.5857253,-58.3882106
251309,6b2c83b0d05e289da5bb221f6b5b5261dc053050,-34.5856842557,-58.388078659799994
7,592b9083c6dc8ae47bd29489c5890ffe8b82d619,-34.5950345359,-58.438251176899996
118,a812f3d62955014659cf78e7dbb8d70101f39ab4,-34.5942768583,-58.4388965379
130,06de7bfded17f57ec70d2f09d743c48abafd18da,-34.5942768583,-58.4388965379
135,496b614d5f2ce6666589e4752d211e4c9ef9fcc0,-34.5942768583,-58.4388965379
424,8fc2cf07dda7146dfdc18314f615233334c274dc,-34.5942768583,-58.4388965379
429,002d1eb3d0172ffb5eb6f3ad5b8498c5298a7eeb,-34.5942768583,-58.4388965379
35057,ac4f5c67d09f1839c06d773af769ca0f6854b657,-34.5942086,-58.438879299999996
67589,882f40446e38ced04e5a566051fbe821ef36c80c,-34.5952528,-58.439460200000006
71454,cb1e15c454b9db3e8bedf5c809f9f755b12b7a64,-34.5956455,-58.439272100000004
90556,2f4774b5c64cdff89dcc65e7b6648c5024303565,-34.5950131,-58.4381368
126623,bc8308652b5122e7603e7f918821279916fb839c,-34.595858,-58.440635
128658,f63f5989ae857fdf6666ae218065b37982ce66f4,-34.595858,-58.440635
128963,3aa2d515de4d4c193951ed195e1b2cf91332e2cb,-34.595245500000004,-58.4394924
132360,ddd8f75198a152ac28a736d6ec705762b17706ea,-34.595858,-58.440635
153313,610f2d44fb9c5575f97983a979d7088b87a6da9b,-34.595716416799995,-58.439336888999996
157216,807a54455047fd04ff68efbf76c3237e828da6eb,-34.5942765151,-58.43889796770001
158170,5f6f44ad53c0b9a3428c27289422ca82ca4a4221,-34.5942765151,-58.43889796770001
192409,7449b828990d4e91d10939e12acee9893bf23176,-34.594951200000004,-58.438336
192411,548dabc421f9d512576cde4ff2835f8ad5ac0cf1,-34.594951200000004,-58.438336
192412,6498632c877a77e5ad023f4b75a1604409628749,-34.594951200000004,-58.438336
192414,1de9e18ed4bd9815b76935a917d9cdaab8a407b1,-34.594951200000004,-58.438336
204724,da168a239bb747506ceeb9e75d7686eb044a5fd1,-34.5949778,-58.438225100000004
219327,a99c8b79013e1f5da20faeb66029c66bae7f432d,-34.5957151,-58.4393437
248412,ad0e8eff70ff3310997a9fea80308f0c4f027750,-34.59502620000001,-58.4382596
8,2a07484bec751cdfe11ed4d66965a8db29aec855,-34.602282,-58.3761509
287,3d5fd1cffebd842b5ca2b57273a99dac8081913f,-34.603119,-58.3736
880,69dcf691c7e7c3ce3590c88579daa15871180fe5,-34.602342129899995,-58.376591244
5247,e737d8680d94b52101f36ff476e45a6775581cfd,-34.6023157414,-58.375321557
12261,b427b8a0911a532fbc9dec31fa2f957f48a14e53,-34.6023157414,-58.375321557
35032,47ffa69cd54082dd31c94379322026422175d2b3,-34.603010999999995,-58.375189
49509,a881049fb9269c2e9ff148709ecc804fbe3e74dd,-34.6020618941,-58.3724153956
54805,164e1ebaa1d54cb6b4347837aefe3b0f27cf5f31,-34.6030903,-58.3722189
60345,8f7d719b3005aec164ab2dfa74b6cda76032bdf8,-34.6022483244,-58.3750130417
63748,d90f9b5757458a45abf3b68ffe4b13387ebd3624,-34.602918599999995,-58.375206299999995
64344,d011799bb548608f6d428f023417251eecb093d3,-34.602764,-58.373966
67572,7f58f42de2430f521bf1ca00d5d529644cfab743,-34.603277,-58.375221999999994
70723,8d894499d582b196ffce69b90df7f78fbf63961f,-34.6020618941,-58.3724153956
75564,fb2663d0a6a8dfaaeec72f0adb6ffec0e8d763d7,-34.6022514,-58.37528670000001
84187,df57700df5715fcb6ee72a0b4c8492debd2b0d69,-34.6031786629,-58.37502964270001
91421,00639dbb9e3c79cf1dc22ed717778f03eb55d35a,-34.6027668556,-58.375201238100004
109614,de030316b46a325d680f639bdc22c4687854098f,-34.6032790521,-58.3751368651
131165,3ac2e05c22af69197ce4336cf0c0d5f96c3a2b02,-34.6020618941,-58.3724153956
132644,5eb2e30d81f283897adf00683649ca291cff3575,-34.6020618941,-58.3724153956
151024,85d4c63df5e40650a27a490af1b9ee2963ac47dd,-34.602314904,-58.3753256112
153937,c75a7f45c87eb2c9f5248321d313e4ec03274f73,-34.6023412964,-58.3765952374
159990,2fb588194c90995cddcb7cc9ac29d0b400723cd6,-34.6022483244,-58.3750130417
165359,fa8124601f3f8a87d2bffd4ee86cb827fd1ac813,-34.60209274,-58.37327957
168489,b33cf6972a7075e3c907b83adb04259f7ddb00b6,-34.6023128,-58.3765689
171470,41ca0f0a44a992adc244eb643a55ad362ebcea62,-34.602301000000004,-58.3751429
178465,68c01eca6b13311175fbe97f9feba707ec6559a0,-34.602841,-58.375257999999995
178495,6e3fb4784e7842e61036386f14f555dc7a816be2,-34.602869399999996,-58.3752179
181267,88966396348db800e2ac624286d41bb37b764df2,-34.6022830577,-58.3752816534
182024,c5fe82d743172546eb9105b7f372676151e05443,-34.6023183819,-58.375260195699994
187554,af544baa69b84f90c69232f48800aa6572a9e434,-34.603084771,-58.375244153400004
198635,66e001a919d5a1e0802d0023652c86534d24722e,-34.6021224,-58.3724083
251010,86da41ac73b94ed41f676ca7e48aeec0f5a95057,-34.6031195,-58.3733628
260272,e8624108f7123e4bf12f20d369edc340f226137d,-34.6029644,-58.374587
9,3841d25dac27c9b70305321b085a2cd2dc8d7cd7,-34.570033,-58.434673
63203,96899b9ea416467867da814bef6144d6135a26d2,-34.5702896,-58.4342042
63287,3a68d3a5fc7ae9343c69388ea310ef972d572b98,-34.5702896,-58.4342042
63735,d4429d954814e59c98538209d9db3a98a1a90752,-34.571094180100005,-58.433394997600004
75544,88c94407e4a5b0f44564b57086a995d8ee225548,-34.57060623,-58.43432236
79685,450c91bf3622a0661dd1e4f9daf667219f738fcc,-34.570806898899995,-58.434606869300005
89697,dc00bd28d6778a7b85f1fe35e5c2f2d1cca983d1,-34.570521,-58.43459
96840,c563a237b518ff9ecda362c695886621bdfa3387,-34.570521,-58.43459
102639,36e2e6a3a0bf3fa1a42f5def576c20e099978045,-34.571530672399994,-58.434440335299996
109051,dcf3ca47c3aa055d56a9c265060b4e2a356123dd,-34.5712171232,-58.433499375299995
112441,91c083a816402ce3a6311b8e14b42889c4db4346,-34.5705909,-58.4336534
114266,4859fe72298abdebbf7c6dd9773aa83aa6fdf375,-34.5707341971,-58.434491711099994
116959,4c390b9eaeced7ae3ff7cf20e41f429e524353da,-34.571244799999995,-58.4334623
116960,936db847d4fbcdec2a83aba74f8e3fadc5b2ac39,-34.571244799999995,-58.4334623
135274,32f977c1328c7163b43ce08bd37e7664a4454c74,-34.570057,-58.434585
149504,859e0f6f00f0b3cda83edf384ac321c514cfadad,-34.5704844,-58.434183600000004
154050,b762857b89608327ef67737af70de01e1afd48d9,-34.5707341971,-58.434491711099994
154808,796655592f399e62a8b6e97c7ba057fc72df68e2,-34.5705928465,-58.4346204571
157537,8074ac0b99fb95e7fbd7de8ded61bd5436b9e560,-34.5704844,-58.434183600000004
166301,4a0d8b6a8a735807289db5e63e4e132eb8330814,-34.570569299999995,-58.4347003
170926,86843a816613c83f75f0cf8f45a2df1cabd6018c,-34.5705841989,-58.435141235
176423,c597f1f01c00c296524c1158d8d873e39faf62a0,-34.570057,-58.43458520000001
188922,54cefb4139111421a7b23b1edf4265804d334b29,-34.570598499999996,-58.434505200000004
196291,05a17225a78aa3bf203d86751cabf172d9c2c19e,-34.571318606999995,-58.4336096866
199153,8953803e47a4e4d6c3845da2fc235a87e32570b2,-34.5706536,-58.434400100000005
242382,824366e448e8a5331e352bca3cd7b77fed4e4b71,-34.570057,-58.43458520000001
245359,faacff15b95ba42437e8d32c8aadf7f95a733d4e,-34.5706104,-58.43536329999999
245800,1705b6031cbeb73607db8a5914797e8fd55d7b31,-34.570896000000005,-58.433189
253093,b10a70373c2d8d49c2152d3fbb86236c0c737482,-34.570569299999995,-58.4347003
10,a106a661039feacc2f8c58bf31e37f227c850afd,-34.5941909,-58.4229017
79644,d0ffdda9301f5bf79f35997c000200687c6cd94c,-34.5927733,-58.422712100000005
79698,5e82cd98d403f51740c73d0d93f075c3122746a7,-34.5927733,-58.422712100000005
89635,72b496ac126fb050eafb983d108b3769465350d9,-34.594573700000005,-58.4239019
152652,1ac325f6f011521d0faf787be56c6aad07eef915,-34.5936516,-58.4228887
152654,9db8589440aab60c4ce814c417df5564a77a6a5b,-34.5936516,-58.4228887
189308,d8a04bef5b0dbcbd06922c5d8c7edb0423667e05,-34.5929273,-58.422735499999995
198768,6cc25823079bf025ff3a12c6c37aa35bbb25f7b0,-34.594162,-58.42375500000001
221188,63274950f9efd5c0604f470a575adedc8cc01173,-34.593635,-58.422862
12,4d5da3e2ba6632e876a38adcf132c59166a37202,-34.583051,-58.433896999999995
96,5abe492a98072f683f3d6b2dda722492de4ea682,-34.5821658384,-58.4321939331
5927,7c90174ddffa127e069c8756e910004fa827f034,-34.5824485,-58.4325909
5947,5ec62a857ae7eaf43c8a41f719453202daad3175,-34.5824732164,-58.432721878500004
18600,d00bf15572cb03dce6e7af681894371cd6703fe0,-34.583023,-58.431737
18614,4dbbc34bdec6dddff8e7e7270083985220139139,-34.5829996,-58.431822100000005
20292,9d91f43491bc34e458bbc643982b65808c227094,-34.583023,-58.431737
20293,1921bd3b494ae47abf1485284c3dd3d389c94be4,-34.583023,-58.431737
20295,9336f82aa0889793127c951c84e1d0879cbfd8ec,-34.583023,-58.431737
20300,144bb5de7960a499cf918f6281dbcb3beee9d422,-34.583023,-58.431737
30353,adb88a682c8f90909b71ece6659c6467212e1c6a,-34.5820305,-58.43202049999999
39516,206697940f91c300b25f66b195f570832bf99e45,-34.582945,-58.43310400000001
51807,df0f2a895613623ccaaab0dfbe2165b526335a29,-34.5829346,-58.43313440000001
56894,dd2472b1f9e8c34db75ddbf3e78cb61db7852ca3,-34.582632335300005,-58.431289068599995
63263,f7812e28c4e60c45042271b0344c09f33eda23b6,-34.583065000000005,-58.432342000000006
69004,8e61fe6c2f789cbc207b1730457c3d07e0d344b0,-34.5833988,-58.4337161
70824,d53d1f22d167ed3b736482ab46d5e288169c539f,-34.58169937,-58.43350983
71334,abaa09f919475a279787c5093067a905f8b5b59a,-34.58169937,-58.43350983
73011,8594a1ec119f93e67b17a7a65b9bd6d3d9d0b090,-34.582049724,-58.4338266845
81934,c5a9aa4bba6a2cdafcfb66204bd341cf6b6dcc49,-34.5829794,-58.433189799999994
84454,aaf66ab23f28f4964fecf9de4987e37f8a4b94d9,-34.5829346,-58.43313440000001
92688,06ecf4530c679f8d436178115ab538559688c5c6,-34.5811619,-58.43487679999999
96108,e05101eecc9b602ba0daeafa4e18b20aba8dcf19,-34.5829045,-58.434355000000004
96125,b4db76f70b210bb8ee2b2a47f911dffa5f358e92,-34.581373,-58.43496999999999
101744,07aea1efac8e58340834fecd2f703fd3f681b928,-34.5830713,-58.4341125
102499,09e589047ba919dd47885335c7a4328e81ed9f3b,-34.5829896,-58.43320229999999
102641,f79503fc751e9399fd10bfe71cb2a347c14694ac,-34.5828698147,-58.4332810889
126903,bd9adbcb4c9a3fd9d8cea338d37ed6a88884c8d6,-34.58205074,-58.4321450391
127773,aca3c349c801068bd3840ba51e601024e7f25821,-34.5829339,-58.4331926
127836,06832d98b171b714ac20dab380f3343ffb3a705f,-34.5833962,-58.433728
127838,3d55dcd7894d3dcc3a358066b43446cd55ecd4eb,-34.5833856,-58.4337417
128937,332a6e8e3928488bb1ae6ff1083624bd6826c03b,-34.581997740700004,-58.43205920850001
129142,d4ffdc0dd799767105e1b7c4eb5a16bfbcbe01c0,-34.582739726999996,-58.4318446317
133556,756e324d51a46e743b7592acff7506f10b9eca52,-34.583139,-58.433876
