,id,created_on,property_type,lat,lon,local price,usd price,barrio,commune
12329,7a1e411ce3aa8e63eeae3f8d31751b18c08106c1,7/12/2015,store,-34.5987267,-58.4478616,22168.02,1283.28,6,15
15806,7a1e411ce3aa8e63eeae3f8d31751b18c08106c1,7/12/2015,store,-34.5987267,-58.4478616,22168.02,1283.28,6,15
19417,7a1e411ce3aa8e63eeae3f8d31751b18c08106c1,7/12/2015,store,-34.5987267,-58.4478616,21985.79,1283.28,6,15
23951,7a1e411ce3aa8e63eeae3f8d31751b18c08106c1,7/12/2015,store,-34.5987267,-58.4478616,21985.79,1283.28,6,15
28327,7a1e411ce3aa8e63eeae3f8d31751b18c08106c1,7/12/2015,store,-34.5987267,-58.4478616,21985.79,1283.28,6,15
32986,7a1e411ce3aa8e63eeae3f8d31751b18c08106c1,7/12/2015,store,-34.5987267,-58.4478616,20492.05,1283.28,6,15
47402,7a1e411ce3aa8e63eeae3f8d31751b18c08106c1,7/12/2015,store,-34.5987267,-58.4478616,21985.79,1283.28,6,15
28231,dfefa56fff7f8fc1470ab56fbededce40e4daded,12/10/2015,store,-34.5833034,-58.4589552,21986.47,1283.32,26,15
19303,8a53efbf4eef16516597bce9351a32f386cf2dd6,9/16/2015,store,-34.591246,-58.386216,22100.06,1289.95,35,1
23801,8a53efbf4eef16516597bce9351a32f386cf2dd6,9/16/2015,store,-34.591246,-58.386216,22100.06,1289.95,35,1
28176,8a53efbf4eef16516597bce9351a32f386cf2dd6,9/16/2015,store,-34.591246,-58.386216,22100.06,1289.95,35,1
47240,8a53efbf4eef16516597bce9351a32f386cf2dd6,9/16/2015,store,-34.591246,-58.386216,22100.06,1289.95,35,1
23778,421200c5e269cb966c9f0e7641f05b99be9aedc6,10/10/2015,store,-34.6367716,-58.4772843,22137.75,1292.15,8,10
28163,421200c5e269cb966c9f0e7641f05b99be9aedc6,10/10/2015,store,-34.6367716,-58.4772843,22137.75,1292.15,8,10
32838,421200c5e269cb966c9f0e7641f05b99be9aedc6,10/10/2015,store,-34.6367716,-58.4772843,20633.69,1292.15,8,10
37035,421200c5e269cb966c9f0e7641f05b99be9aedc6,10/10/2015,store,-34.6367716,-58.4772843,20633.69,1292.15,8,10
40786,421200c5e269cb966c9f0e7641f05b99be9aedc6,10/10/2015,store,-34.6367716,-58.4772843,21771.43,1292.15,8,10
44124,421200c5e269cb966c9f0e7641f05b99be9aedc6,10/10/2015,store,-34.6367716,-58.4772843,20633.69,1292.15,8,10
47226,421200c5e269cb966c9f0e7641f05b99be9aedc6,10/10/2015,store,-34.6367716,-58.4772843,22137.75,1292.15,8,10
15403,da4ed59e058bd34f12ec41e399281984a67ef68e,8/25/2015,apartment,-34.57354689,-58.41793273,22332.64,1292.81,0,14
19085,da4ed59e058bd34f12ec41e399281984a67ef68e,8/25/2015,apartment,-34.57354689,-58.41793273,22149.06,1292.81,0,14
23640,da4ed59e058bd34f12ec41e399281984a67ef68e,8/25/2015,apartment,-34.57354689,-58.41793273,22149.06,1292.81,0,14
28062,da4ed59e058bd34f12ec41e399281984a67ef68e,8/25/2015,apartment,-34.57354689,-58.41793273,22149.06,1292.81,0,14
47103,da4ed59e058bd34f12ec41e399281984a67ef68e,8/25/2015,apartment,-34.57354689,-58.41793273,22149.06,1292.81,0,14
6513,d5b44a39cf39ffbaff19a6243effa4d2ad287854,5/8/2015,PH,-34.619364,-58.370118,22358.55,1294.31,41,1
9176,d5b44a39cf39ffbaff19a6243effa4d2ad287854,5/8/2015,PH,-34.619364,-58.370118,22358.55,1294.31,41,1
12242,d5b44a39cf39ffbaff19a6243effa4d2ad287854,5/8/2015,PH,-34.619364,-58.370118,22358.55,1294.31,41,1
1880,63013d1ee1a7f443febf5849801f4f0fad8bf18a,3/7/2015,apartment,-34.61350887,-58.37753964,22383.43,1295.75,36,1
4072,63013d1ee1a7f443febf5849801f4f0fad8bf18a,3/7/2015,apartment,-34.61350887,-58.37753964,22383.43,1295.75,36,1
6499,63013d1ee1a7f443febf5849801f4f0fad8bf18a,3/7/2015,apartment,-34.61350887,-58.37753964,22383.43,1295.75,36,1
9164,63013d1ee1a7f443febf5849801f4f0fad8bf18a,3/7/2015,apartment,-34.61350887,-58.37753964,22383.43,1295.75,36,1
12221,63013d1ee1a7f443febf5849801f4f0fad8bf18a,3/7/2015,apartment,-34.61350887,-58.37753964,22383.43,1295.75,36,1
15721,63013d1ee1a7f443febf5849801f4f0fad8bf18a,3/7/2015,apartment,-34.61350887,-58.37753964,22383.43,1295.75,36,1
19344,63013d1ee1a7f443febf5849801f4f0fad8bf18a,3/7/2015,apartment,-34.61350887,-58.37753964,22199.43,1295.75,36,1
1243,59ead92941954eac43ad8ebcbbe4c24b6d211ce4,2/6/2015,store,-34.6620102,-58.5185242,22467.73,1300.63,18,9
3098,59ead92941954eac43ad8ebcbbe4c24b6d211ce4,2/6/2015,store,-34.6620102,-58.5185242,22467.73,1300.63,18,9
5420,59ead92941954eac43ad8ebcbbe4c24b6d211ce4,2/6/2015,store,-34.6620102,-58.5185242,22467.73,1300.63,18,9
7834,59ead92941954eac43ad8ebcbbe4c24b6d211ce4,2/6/2015,store,-34.6620102,-58.5185242,22467.73,1300.63,18,9
10730,59ead92941954eac43ad8ebcbbe4c24b6d211ce4,2/6/2015,store,-34.6620102,-58.5185242,22467.73,1300.63,18,9
14027,59ead92941954eac43ad8ebcbbe4c24b6d211ce4,2/6/2015,store,-34.6620102,-58.5185242,22467.73,1300.63,18,9
17635,59ead92941954eac43ad8ebcbbe4c24b6d211ce4,2/6/2015,store,-34.6620102,-58.5185242,22467.73,1300.63,18,9
19679,f03a14ca04fea4fd8ae056c209a4cfd71dce2db5,9/23/2015,store,-34.573864,-58.48031,22418.39,1308.53,14,12
8801,bab068a38e7b78f66097fd36c8abeb526e70ec32,6/1/2015,store,-34.6248969,-58.4740987,22643.41,1310.8,19,7
11784,bab068a38e7b78f66097fd36c8abeb526e70ec32,6/1/2015,store,-34.6248969,-58.4740987,22643.41,1310.8,19,7
15282,bab068a38e7b78f66097fd36c8abeb526e70ec32,6/1/2015,store,-34.6248969,-58.4740987,22643.41,1310.8,19,7
19002,bab068a38e7b78f66097fd36c8abeb526e70ec32,6/1/2015,store,-34.6248969,-58.4740987,22457.28,1310.8,19,7
23555,bab068a38e7b78f66097fd36c8abeb526e70ec32,6/1/2015,store,-34.6248969,-58.4740987,22457.28,1310.8,19,7
27945,bab068a38e7b78f66097fd36c8abeb526e70ec32,6/1/2015,store,-34.6248969,-58.4740987,22457.28,1310.8,19,7
47026,bab068a38e7b78f66097fd36c8abeb526e70ec32,6/1/2015,store,-34.6248969,-58.4740987,22457.28,1310.8,19,7
96,102ad67021525d8d4952f708ac5624191e508e5e,1/11/2015,apartment,-34.60105089,-58.42984534,22696.96,1313.9,12,5
99,694d1af57e96894c5bbd348d1295a001768921ed,1/11/2015,apartment,-34.60105089,-58.42984534,22696.96,1313.9,12,5
772,694d1af57e96894c5bbd348d1295a001768921ed,1/11/2015,apartment,-34.60105089,-58.42984534,22696.96,1313.9,12,5
773,102ad67021525d8d4952f708ac5624191e508e5e,1/11/2015,apartment,-34.60105089,-58.42984534,22696.96,1313.9,12,5
20,ce35f18d6a5dec123f3b0cea101c422834f9e2f0,1/11/2015,store,-34.60403083,-58.43231817,22775.91,1318.47,11,6
594,ce35f18d6a5dec123f3b0cea101c422834f9e2f0,1/11/2015,store,-34.60403083,-58.43231817,22775.91,1318.47,11,6
1640,fd4e90291182bbc61e0f31a4f3aa456361c6b0e8,3/26/2015,store,-34.653289,-58.5291909,22785.92,1319.05,21,9
3730,fd4e90291182bbc61e0f31a4f3aa456361c6b0e8,3/26/2015,store,-34.653289,-58.5291909,22785.92,1319.05,21,9
6189,fd4e90291182bbc61e0f31a4f3aa456361c6b0e8,3/26/2015,store,-34.653289,-58.5291909,22785.92,1319.05,21,9
8789,fd4e90291182bbc61e0f31a4f3aa456361c6b0e8,3/26/2015,store,-34.653289,-58.5291909,22785.92,1319.05,21,9
11766,fd4e90291182bbc61e0f31a4f3aa456361c6b0e8,3/26/2015,store,-34.653289,-58.5291909,22785.92,1319.05,21,9
15269,fd4e90291182bbc61e0f31a4f3aa456361c6b0e8,3/26/2015,store,-34.653289,-58.5291909,22785.92,1319.05,21,9
18978,fd4e90291182bbc61e0f31a4f3aa456361c6b0e8,3/26/2015,store,-34.653289,-58.5291909,22598.62,1319.05,21,9
102,88c03e6a89343ba5fafe2ef9d5592f676d8c6d0e,1/5/2015,apartment,-34.5780745,-58.4380852,22792.32,1319.42,0,14
653,10942a2efb2d683d31d3d3871e7be6cf59374b79,2/20/2015,apartment,-34.56884043,-58.44692918,22792.32,1319.42,0,14
666,a8b3773fdc523a4c91144888f7f57d3c54c8a10c,2/20/2015,store,-34.56884043,-58.44692918,22792.32,1319.42,0,14
790,88c03e6a89343ba5fafe2ef9d5592f676d8c6d0e,1/5/2015,apartment,-34.5780745,-58.4380852,22792.32,1319.42,0,14
12844,0bf8318861006ba414cda35d1bb854455aa112c4,7/22/2015,apartment,-34.5937999,-58.4268914,22802.34,1320,0,14
16345,0bf8318861006ba414cda35d1bb854455aa112c4,7/22/2015,apartment,-34.5937999,-58.4268914,22802.34,1320,0,14
19880,0bf8318861006ba414cda35d1bb854455aa112c4,7/22/2015,apartment,-34.5937999,-58.4268914,22614.9,1320,0,14
24354,0bf8318861006ba414cda35d1bb854455aa112c4,7/22/2015,apartment,-34.5937999,-58.4268914,22614.9,1320,0,14
28720,0bf8318861006ba414cda35d1bb854455aa112c4,7/22/2015,apartment,-34.5937999,-58.4268914,22614.9,1320,0,14
33301,0bf8318861006ba414cda35d1bb854455aa112c4,7/22/2015,apartment,-34.5937999,-58.4268914,21078.42,1320,0,14
47787,0bf8318861006ba414cda35d1bb854455aa112c4,7/22/2015,apartment,-34.5937999,-58.4268914,22614.9,1320,0,14
12195,06478058e0b6f2c5bd7f702e917c32f27c11ba85,7/14/2015,store,-34.6149784,-58.4030024,22928.61,1327.31,4,3
15682,06478058e0b6f2c5bd7f702e917c32f27c11ba85,7/14/2015,store,-34.6149784,-58.4030024,22928.61,1327.31,4,3
19319,06478058e0b6f2c5bd7f702e917c32f27c11ba85,7/14/2015,store,-34.6149784,-58.4030024,22740.13,1327.31,4,3
23851,06478058e0b6f2c5bd7f702e917c32f27c11ba85,7/14/2015,store,-34.6149784,-58.4030024,22740.13,1327.31,4,3
28207,06478058e0b6f2c5bd7f702e917c32f27c11ba85,7/14/2015,store,-34.6149784,-58.4030024,22740.13,1327.31,4,3
32887,06478058e0b6f2c5bd7f702e917c32f27c11ba85,7/14/2015,store,-34.6149784,-58.4030024,21195.14,1327.31,4,3
47292,06478058e0b6f2c5bd7f702e917c32f27c11ba85,7/14/2015,store,-34.6149784,-58.4030024,22740.13,1327.31,4,3
9205,063b52ac1f87280f2b8ed03bc75bb6451ac3c8a7,6/22/2015,apartment,-34.59470148,-58.41064362,22990.63,1330.9,44,2
12271,063b52ac1f87280f2b8ed03bc75bb6451ac3c8a7,6/22/2015,apartment,-34.59470148,-58.41064362,22990.63,1330.9,44,2
15773,063b52ac1f87280f2b8ed03bc75bb6451ac3c8a7,6/22/2015,apartment,-34.59470148,-58.41064362,22990.63,1330.9,44,2
8866,9f68cd5bf8318d6b2d8938bd678852561e29e29e,6/26/2015,apartment,-34.5818979,-58.4300013,23009.63,1332,0,14
11873,9f68cd5bf8318d6b2d8938bd678852561e29e29e,6/26/2015,apartment,-34.5818979,-58.4300013,23009.63,1332,0,14
15360,9f68cd5bf8318d6b2d8938bd678852561e29e29e,6/26/2015,apartment,-34.5818979,-58.4300013,23009.63,1332,0,14
19097,9f68cd5bf8318d6b2d8938bd678852561e29e29e,6/26/2015,apartment,-34.5818979,-58.4300013,22820.49,1332,0,14
23623,9f68cd5bf8318d6b2d8938bd678852561e29e29e,6/26/2015,apartment,-34.5818979,-58.4300013,22820.49,1332,0,14
28017,9f68cd5bf8318d6b2d8938bd678852561e29e29e,6/26/2015,apartment,-34.5818979,-58.4300013,22820.49,1332,0,14
47086,9f68cd5bf8318d6b2d8938bd678852561e29e29e,6/26/2015,apartment,-34.5818979,-58.4300013,22820.49,1332,0,14
40819,dfefa56fff7f8fc1470ab56fbededce40e4daded,12/10/2015,store,-34.5833034,-58.4589552,22477.57,1334.06,26,15
3811,25608c61574e06345e2e42b0062b4d8ef98fd49c,4/22/2015,apartment,-34.5689064,-58.4462533,23069.74,1335.48,0,14
6239,25608c61574e06345e2e42b0062b4d8ef98fd49c,4/22/2015,apartment,-34.5689064,-58.4462533,23069.74,1335.48,0,14
8892,25608c61574e06345e2e42b0062b4d8ef98fd49c,4/22/2015,apartment,-34.5689064,-58.4462533,23069.74,1335.48,0,14
11874,25608c61574e06345e2e42b0062b4d8ef98fd49c,4/22/2015,apartment,-34.5689064,-58.4462533,23069.74,1335.48,0,14
15370,25608c61574e06345e2e42b0062b4d8ef98fd49c,4/22/2015,apartment,-34.5689064,-58.4462533,23069.74,1335.48,0,14
19077,25608c61574e06345e2e42b0062b4d8ef98fd49c,4/22/2015,apartment,-34.5689064,-58.4462533,22880.11,1335.48,0,14
23645,25608c61574e06345e2e42b0062b4d8ef98fd49c,4/22/2015,apartment,-34.5689064,-58.4462533,22880.11,1335.48,0,14
2186,f7d26bdcf5f83a75aed0fd4f1e742c42c611c701,3/26/2015,store,-34.60769847,-58.45782806,23113.45,1338.01,11,6
17,6c0a6dd4cbed2d64c8cb440340d7c505b463db9c,1/11/2015,apartment,-34.60294336,-58.43373096,23167,1341.11,11,6
28050,8e91d7809e62af6e8a1dcec72debbd7c822b6132,11/6/2015,apartment,-34.5695167,-58.4354759,22984.27,1341.56,0,14
32737,8e91d7809e62af6e8a1dcec72debbd7c822b6132,11/6/2015,apartment,-34.5695167,-58.4354759,21422.7,1341.56,0,14
36973,8e91d7809e62af6e8a1dcec72debbd7c822b6132,11/6/2015,apartment,-34.5695167,-58.4354759,21422.7,1341.56,0,14
47069,8e91d7809e62af6e8a1dcec72debbd7c822b6132,11/6/2015,apartment,-34.5695167,-58.4354759,22984.27,1341.56,0,14
27970,11a3341953780b5e227f5a9ba1eeebb8ae4f6650,11/17/2015,store,-34.5900908,-58.371117,22987.36,1341.74,35,1
32687,11a3341953780b5e227f5a9ba1eeebb8ae4f6650,11/17/2015,store,-34.5900908,-58.371117,21425.57,1341.74,35,1
36910,11a3341953780b5e227f5a9ba1eeebb8ae4f6650,11/17/2015,store,-34.5900908,-58.371117,21425.57,1341.74,35,1
40685,11a3341953780b5e227f5a9ba1eeebb8ae4f6650,11/17/2015,store,-34.5900908,-58.371117,22606.97,1341.74,35,1
44044,11a3341953780b5e227f5a9ba1eeebb8ae4f6650,11/17/2015,store,-34.5900908,-58.371117,21425.57,1341.74,35,1
45598,11a3341953780b5e227f5a9ba1eeebb8ae4f6650,11/17/2015,store,-34.5900908,-58.371117,21425.57,1341.74,35,1
47041,11a3341953780b5e227f5a9ba1eeebb8ae4f6650,11/17/2015,store,-34.5900908,-58.371117,22987.36,1341.74,35,1
24,06de7bfded17f57ec70d2f09d743c48abafd18da,1/21/2015,store,-34.59427686,-58.43889654,23207.08,1343.43,6,15
93,8fc2cf07dda7146dfdc18314f615233334c274dc,1/21/2015,store,-34.59427686,-58.43889654,23207.08,1343.43,6,15
607,06de7bfded17f57ec70d2f09d743c48abafd18da,1/21/2015,store,-34.59427686,-58.43889654,23207.08,1343.43,6,15
762,8fc2cf07dda7146dfdc18314f615233334c274dc,1/21/2015,store,-34.59427686,-58.43889654,23207.08,1343.43,6,15
1682,06de7bfded17f57ec70d2f09d743c48abafd18da,1/21/2015,store,-34.59427686,-58.43889654,23207.08,1343.43,6,15
1927,8fc2cf07dda7146dfdc18314f615233334c274dc,1/21/2015,store,-34.59427686,-58.43889654,23207.08,1343.43,6,15
3784,06de7bfded17f57ec70d2f09d743c48abafd18da,1/21/2015,store,-34.59427686,-58.43889654,23207.08,1343.43,6,15
4128,8fc2cf07dda7146dfdc18314f615233334c274dc,1/21/2015,store,-34.59427686,-58.43889654,23207.08,1343.43,6,15
699,08ca4c67ded59848be110a1e20c2b45080fa1a44,2/23/2015,store,-34.61230922,-58.44315319,23320.57,1350,11,6
5052,fddc589d18dc92d64800fb3ff0f0cae13fd5e604,4/24/2015,apartment,-34.58357572,-58.43124194,23320.57,1350,0,14
7474,fddc589d18dc92d64800fb3ff0f0cae13fd5e604,4/24/2015,apartment,-34.58357572,-58.43124194,23320.57,1350,0,14
10331,fddc589d18dc92d64800fb3ff0f0cae13fd5e604,4/24/2015,apartment,-34.58357572,-58.43124194,23320.57,1350,0,14
13574,fddc589d18dc92d64800fb3ff0f0cae13fd5e604,4/24/2015,apartment,-34.58357572,-58.43124194,23320.57,1350,0,14
15575,beef9462987b45d5c30186a0d98ea98ca58c7048,8/21/2015,apartment,-34.6265009,-58.35958675,23320.57,1350,24,4
17205,fddc589d18dc92d64800fb3ff0f0cae13fd5e604,4/24/2015,apartment,-34.58357572,-58.43124194,23320.57,1350,0,14
21120,fddc589d18dc92d64800fb3ff0f0cae13fd5e604,4/24/2015,apartment,-34.58357572,-58.43124194,23128.87,1350,0,14
25480,fddc589d18dc92d64800fb3ff0f0cae13fd5e604,4/24/2015,apartment,-34.58357572,-58.43124194,23128.87,1350,0,14
9212,8a30f12a8ce2504815c05698fa31514f0d01b370,6/23/2015,apartment,-34.5951978,-58.3997512,23518.71,1361.47,44,2
23631,adb88a682c8f90909b71ece6659c6467212e1c6a,10/19/2015,apartment,-34.5820305,-58.4320205,23328.12,1361.63,0,14
28290,362589cf0488e9b8937d0ad2c7ce667dd6def70d,11/2/2015,apartment,-34.590039,-58.408922,23430.23,1367.59,44,2
47375,362589cf0488e9b8937d0ad2c7ce667dd6def70d,11/2/2015,apartment,-34.590039,-58.408922,23430.23,1367.59,44,2
12856,7f8cb7e95b6456aa6196fa037530fea7440c953b,7/22/2015,apartment,-34.5873921,-58.4230743,23752.43,1375,0,14
16342,7f8cb7e95b6456aa6196fa037530fea7440c953b,7/22/2015,apartment,-34.5873921,-58.4230743,23752.43,1375,0,14
19875,7f8cb7e95b6456aa6196fa037530fea7440c953b,7/22/2015,apartment,-34.5873921,-58.4230743,23557.18,1375,0,14
24357,7f8cb7e95b6456aa6196fa037530fea7440c953b,7/22/2015,apartment,-34.5873921,-58.4230743,23557.18,1375,0,14
28728,7f8cb7e95b6456aa6196fa037530fea7440c953b,7/22/2015,apartment,-34.5873921,-58.4230743,23557.18,1375,0,14
33308,7f8cb7e95b6456aa6196fa037530fea7440c953b,7/22/2015,apartment,-34.5873921,-58.4230743,21956.68,1375,0,14
47800,7f8cb7e95b6456aa6196fa037530fea7440c953b,7/22/2015,apartment,-34.5873921,-58.4230743,23557.18,1375,0,14
1670,7c90174ddffa127e069c8756e910004fa827f034,3/19/2015,apartment,-34.5824485,-58.4325909,23753.3,1375.05,0,14
3806,7c90174ddffa127e069c8756e910004fa827f034,3/19/2015,apartment,-34.5824485,-58.4325909,23753.3,1375.05,0,14
32901,dfefa56fff7f8fc1470ab56fbededce40e4daded,12/10/2015,store,-34.5833034,-58.4589552,22128.82,1385.78,26,15
37079,dfefa56fff7f8fc1470ab56fbededce40e4daded,12/10/2015,store,-34.5833034,-58.4589552,22128.82,1385.78,26,15
44144,dfefa56fff7f8fc1470ab56fbededce40e4daded,12/10/2015,store,-34.5833034,-58.4589552,22128.82,1385.78,26,15
45654,dfefa56fff7f8fc1470ab56fbededce40e4daded,12/10/2015,store,-34.5833034,-58.4589552,22128.82,1385.78,26,15
46550,dfefa56fff7f8fc1470ab56fbededce40e4daded,12/10/2015,store,-34.5833034,-58.4589552,22128.82,1385.78,26,15
26,2729d02416212094c68e89607708a1aca4c042ca,1/14/2015,apartment,-34.5807991,-58.4135857,23996.35,1389.12,0,14
623,2729d02416212094c68e89607708a1aca4c042ca,1/14/2015,apartment,-34.5807991,-58.4135857,23996.35,1389.12,0,14
1668,2729d02416212094c68e89607708a1aca4c042ca,1/14/2015,apartment,-34.5807991,-58.4135857,23996.35,1389.12,0,14
19088,3a3e0f8f3958bfbffed307901f304e0c31286d03,9/22/2015,store,-34.5866059,-58.4269441,23816.74,1390.15,0,14
23666,3a3e0f8f3958bfbffed307901f304e0c31286d03,9/22/2015,store,-34.5866059,-58.4269441,23816.74,1390.15,0,14
710,7738822e5a6a579d61edafa799f82d8db894395c,2/16/2015,store,-34.5995,-58.370242,24067.35,1393.23,43,1
28371,c538cb8fb22dd989f6dc3dd766783e4ae14005d5,12/1/2015,apartment,-34.6191653,-58.3604664,23886.13,1394.2,48,1
33016,c538cb8fb22dd989f6dc3dd766783e4ae14005d5,12/1/2015,apartment,-34.6191653,-58.3604664,22263.28,1394.2,48,1
37172,c538cb8fb22dd989f6dc3dd766783e4ae14005d5,12/1/2015,apartment,-34.6191653,-58.3604664,22263.28,1394.2,48,1
40886,c538cb8fb22dd989f6dc3dd766783e4ae14005d5,12/1/2015,apartment,-34.6191653,-58.3604664,23490.87,1394.2,48,1
44202,c538cb8fb22dd989f6dc3dd766783e4ae14005d5,12/1/2015,apartment,-34.6191653,-58.3604664,22263.28,1394.2,48,1
45683,c538cb8fb22dd989f6dc3dd766783e4ae14005d5,12/1/2015,apartment,-34.6191653,-58.3604664,22263.28,1394.2,48,1
46560,c538cb8fb22dd989f6dc3dd766783e4ae14005d5,12/1/2015,apartment,-34.6191653,-58.3604664,22263.28,1394.2,48,1
807,b5323c9a4f0833b2098346baf39f467e202eff1c,2/23/2015,store,-34.65501816,-58.47270257,24097.06,1394.95,10,9
1951,b5323c9a4f0833b2098346baf39f467e202eff1c,2/23/2015,store,-34.65501816,-58.47270257,24097.06,1394.95,10,9
105,5afb0674bc6d1808312ccf9965ad21779d23361e,1/30/2015,apartment,-34.6161772,-58.3628564,24124.7,1396.55,48,1
800,5afb0674bc6d1808312ccf9965ad21779d23361e,1/30/2015,apartment,-34.6161772,-58.3628564,24124.7,1396.55,48,1
1944,5afb0674bc6d1808312ccf9965ad21779d23361e,1/30/2015,apartment,-34.6161772,-58.3628564,24124.7,1396.55,48,1
4173,5afb0674bc6d1808312ccf9965ad21779d23361e,1/30/2015,apartment,-34.6161772,-58.3628564,24124.7,1396.55,48,1
6618,5afb0674bc6d1808312ccf9965ad21779d23361e,1/30/2015,apartment,-34.6161772,-58.3628564,24124.7,1396.55,48,1
9300,5afb0674bc6d1808312ccf9965ad21779d23361e,1/30/2015,apartment,-34.6161772,-58.3628564,24124.7,1396.55,48,1
12401,5afb0674bc6d1808312ccf9965ad21779d23361e,1/30/2015,apartment,-34.6161772,-58.3628564,24124.7,1396.55,48,1
11878,d00bf15572cb03dce6e7af681894371cd6703fe0,7/28/2015,apartment,-34.583023,-58.431737,24184.3,1400,0,14
12155,d073ce435f28031af5b0f4e3433e7a4baca8cf2b,7/22/2015,apartment,-34.5901544,-58.4002907,24184.3,1400,44,2
12167,382b075a1c1fdfffa304740d52f28880c6539137,7/22/2015,apartment,-34.5912022,-58.3966821,24184.3,1400,44,2
13570,9d91f43491bc34e458bbc643982b65808c227094,7/28/2015,apartment,-34.583023,-58.431737,24184.3,1400,0,14
13571,1921bd3b494ae47abf1485284c3dd3d389c94be4,7/28/2015,apartment,-34.583023,-58.431737,24184.3,1400,0,14
13573,9336f82aa0889793127c951c84e1d0879cbfd8ec,7/28/2015,apartment,-34.583023,-58.431737,24184.3,1400,0,14
13578,144bb5de7960a499cf918f6281dbcb3beee9d422,7/28/2015,apartment,-34.583023,-58.431737,24184.3,1400,0,14
15365,d00bf15572cb03dce6e7af681894371cd6703fe0,7/28/2015,apartment,-34.583023,-58.431737,24184.3,1400,0,14
15620,d073ce435f28031af5b0f4e3433e7a4baca8cf2b,7/22/2015,apartment,-34.5901544,-58.4002907,24184.3,1400,44,2
15655,382b075a1c1fdfffa304740d52f28880c6539137,7/22/2015,apartment,-34.5912022,-58.3966821,24184.3,1400,44,2
17191,9336f82aa0889793127c951c84e1d0879cbfd8ec,7/28/2015,apartment,-34.583023,-58.431737,24184.3,1400,0,14
17194,9d91f43491bc34e458bbc643982b65808c227094,7/28/2015,apartment,-34.583023,-58.431737,24184.3,1400,0,14
17196,1921bd3b494ae47abf1485284c3dd3d389c94be4,7/28/2015,apartment,-34.583023,-58.431737,24184.3,1400,0,14
17199,144bb5de7960a499cf918f6281dbcb3beee9d422,7/28/2015,apartment,-34.583023,-58.431737,24184.3,1400,0,14
19078,d00bf15572cb03dce6e7af681894371cd6703fe0,7/28/2015,apartment,-34.583023,-58.431737,23985.5,1400,0,14
19269,d073ce435f28031af5b0f4e3433e7a4baca8cf2b,7/22/2015,apartment,-34.5901544,-58.4002907,23985.5,1400,44,2
19291,382b075a1c1fdfffa304740d52f28880c6539137,7/22/2015,apartment,-34.5912022,-58.3966821,23985.5,1400,44,2
21115,9d91f43491bc34e458bbc643982b65808c227094,7/28/2015,apartment,-34.583023,-58.431737,23985.5,1400,0,14
21116,144bb5de7960a499cf918f6281dbcb3beee9d422,7/28/2015,apartment,-34.583023,-58.431737,23985.5,1400,0,14
21119,9336f82aa0889793127c951c84e1d0879cbfd8ec,7/28/2015,apartment,-34.583023,-58.431737,23985.5,1400,0,14
21122,1921bd3b494ae47abf1485284c3dd3d389c94be4,7/28/2015,apartment,-34.583023,-58.431737,23985.5,1400,0,14
23620,d00bf15572cb03dce6e7af681894371cd6703fe0,7/28/2015,apartment,-34.583023,-58.431737,23985.5,1400,0,14
23812,382b075a1c1fdfffa304740d52f28880c6539137,7/22/2015,apartment,-34.5912022,-58.3966821,23985.5,1400,44,2
23818,d073ce435f28031af5b0f4e3433e7a4baca8cf2b,7/22/2015,apartment,-34.5901544,-58.4002907,23985.5,1400,44,2
25477,144bb5de7960a499cf918f6281dbcb3beee9d422,7/28/2015,apartment,-34.583023,-58.431737,23985.5,1400,0,14
25479,9336f82aa0889793127c951c84e1d0879cbfd8ec,7/28/2015,apartment,-34.583023,-58.431737,23985.5,1400,0,14
25484,9d91f43491bc34e458bbc643982b65808c227094,7/28/2015,apartment,-34.583023,-58.431737,23985.5,1400,0,14
25485,1921bd3b494ae47abf1485284c3dd3d389c94be4,7/28/2015,apartment,-34.583023,-58.431737,23985.5,1400,0,14
28016,d00bf15572cb03dce6e7af681894371cd6703fe0,7/28/2015,apartment,-34.583023,-58.431737,23985.5,1400,0,14
28167,d073ce435f28031af5b0f4e3433e7a4baca8cf2b,7/22/2015,apartment,-34.5901544,-58.4002907,23985.5,1400,44,2
28188,382b075a1c1fdfffa304740d52f28880c6539137,7/22/2015,apartment,-34.5912022,-58.3966821,23985.5,1400,44,2
29969,9336f82aa0889793127c951c84e1d0879cbfd8ec,7/28/2015,apartment,-34.583023,-58.431737,23985.5,1400,0,14
29971,1921bd3b494ae47abf1485284c3dd3d389c94be4,7/28/2015,apartment,-34.583023,-58.431737,23985.5,1400,0,14
29972,9d91f43491bc34e458bbc643982b65808c227094,7/28/2015,apartment,-34.583023,-58.431737,23985.5,1400,0,14
29973,144bb5de7960a499cf918f6281dbcb3beee9d422,7/28/2015,apartment,-34.583023,-58.431737,23985.5,1400,0,14
32751,d00bf15572cb03dce6e7af681894371cd6703fe0,7/28/2015,apartment,-34.583023,-58.431737,22355.9,1400,0,14
32849,382b075a1c1fdfffa304740d52f28880c6539137,7/22/2015,apartment,-34.5912022,-58.3966821,22355.9,1400,44,2
32852,d073ce435f28031af5b0f4e3433e7a4baca8cf2b,7/22/2015,apartment,-34.5901544,-58.4002907,22355.9,1400,44,2
34431,9d91f43491bc34e458bbc643982b65808c227094,7/28/2015,apartment,-34.583023,-58.431737,22355.9,1400,0,14
