,id,created_on,property_type,lat,lon,local price,usd price,barrio,commune
12144,62b697b17a3ab66cbb49518f5d613c8f75efaec6,7/7/2015,apartment,-34.59087658,-58.38686276,5350.08,309.71,35,1
11837,35d0b021c082edc1414577624a3c67814a58f0e7,7/12/2015,store,-34.6032239,-58.4205331,5364.42,310.54,12,5
15335,35d0b021c082edc1414577624a3c67814a58f0e7,7/12/2015,store,-34.6032239,-58.4205331,5364.42,310.54,12,5
19047,35d0b021c082edc1414577624a3c67814a58f0e7,7/12/2015,store,-34.6032239,-58.4205331,5320.32,310.54,12,5
23598,35d0b021c082edc1414577624a3c67814a58f0e7,7/12/2015,store,-34.6032239,-58.4205331,5320.32,310.54,12,5
27982,35d0b021c082edc1414577624a3c67814a58f0e7,7/12/2015,store,-34.6032239,-58.4205331,5320.32,310.54,12,5
32696,35d0b021c082edc1414577624a3c67814a58f0e7,7/12/2015,store,-34.6032239,-58.4205331,4958.85,310.54,12,5
47051,35d0b021c082edc1414577624a3c67814a58f0e7,7/12/2015,store,-34.6032239,-58.4205331,5320.32,310.54,12,5
15826,d3de493d78b5ed12450aae986ade105c0daefd1d,8/27/2015,apartment,-34.6034534,-58.4383341,5368.22,310.76,6,15
3339,bfc94d2ad103c1f3f41b7235c432fd3b5d2ac3ec,3/7/2015,house,-34.5842094,-58.5167008,5382.04,311.56,23,11
5705,bfc94d2ad103c1f3f41b7235c432fd3b5d2ac3ec,3/7/2015,house,-34.5842094,-58.5167008,5382.04,311.56,23,11
8136,bfc94d2ad103c1f3f41b7235c432fd3b5d2ac3ec,3/7/2015,house,-34.5842094,-58.5167008,5382.04,311.56,23,11
11063,bfc94d2ad103c1f3f41b7235c432fd3b5d2ac3ec,3/7/2015,house,-34.5842094,-58.5167008,5382.04,311.56,23,11
14497,bfc94d2ad103c1f3f41b7235c432fd3b5d2ac3ec,3/7/2015,house,-34.5842094,-58.5167008,5382.04,311.56,23,11
18109,bfc94d2ad103c1f3f41b7235c432fd3b5d2ac3ec,3/7/2015,house,-34.5842094,-58.5167008,5382.04,311.56,23,11
21892,bfc94d2ad103c1f3f41b7235c432fd3b5d2ac3ec,3/7/2015,house,-34.5842094,-58.5167008,5337.8,311.56,23,11
6435,b89b80ae229050f0f2a6004f224deaea999ac633,5/1/2015,store,-34.6221686,-58.4809435,5409.16,313.13,31,11
9087,b89b80ae229050f0f2a6004f224deaea999ac633,5/1/2015,store,-34.6221686,-58.4809435,5409.16,313.13,31,11
12117,b89b80ae229050f0f2a6004f224deaea999ac633,5/1/2015,store,-34.6221686,-58.4809435,5409.16,313.13,31,11
15605,b89b80ae229050f0f2a6004f224deaea999ac633,5/1/2015,store,-34.6221686,-58.4809435,5409.16,313.13,31,11
19256,b89b80ae229050f0f2a6004f224deaea999ac633,5/1/2015,store,-34.6221686,-58.4809435,5364.69,313.13,31,11
23780,b89b80ae229050f0f2a6004f224deaea999ac633,5/1/2015,store,-34.6221686,-58.4809435,5364.69,313.13,31,11
47228,b89b80ae229050f0f2a6004f224deaea999ac633,5/1/2015,store,-34.6221686,-58.4809435,5364.69,313.13,31,11
9257,dafa02c0ccf5d637341476566c06d4a06dcb2457,6/11/2015,apartment,-34.5839487,-58.514595,5427.82,314.21,23,11
12335,dafa02c0ccf5d637341476566c06d4a06dcb2457,6/11/2015,apartment,-34.5839487,-58.514595,5427.82,314.21,23,11
15831,dafa02c0ccf5d637341476566c06d4a06dcb2457,6/11/2015,apartment,-34.5839487,-58.514595,5427.82,314.21,23,11
19438,dafa02c0ccf5d637341476566c06d4a06dcb2457,6/11/2015,apartment,-34.5839487,-58.514595,5383.2,314.21,23,11
23974,dafa02c0ccf5d637341476566c06d4a06dcb2457,6/11/2015,apartment,-34.5839487,-58.514595,5383.2,314.21,23,11
28348,dafa02c0ccf5d637341476566c06d4a06dcb2457,6/11/2015,apartment,-34.5839487,-58.514595,5383.2,314.21,23,11
47424,dafa02c0ccf5d637341476566c06d4a06dcb2457,6/11/2015,apartment,-34.5839487,-58.514595,5383.2,314.21,23,11
32663,de82766294b7c17c25a10fdd1817fdb0fa2e1fca,8/1/2015,apartment,-34.625843,-58.4660777,5032.47,315.15,19,7
36901,de82766294b7c17c25a10fdd1817fdb0fa2e1fca,8/1/2015,apartment,-34.625843,-58.4660777,5032.47,315.15,19,7
40782,0036fa09b20c6aefee5161ddfaf0b50702917248,10/19/2015,apartment,-34.60897695,-58.38853149,5312.82,315.32,43,1
28278,c6cdb290908e5db8ca01b105f84d336345f1fdb8,11/26/2015,apartment,-34.5995169,-58.3905384,5418.32,316.26,43,1
32946,c6cdb290908e5db8ca01b105f84d336345f1fdb8,11/26/2015,apartment,-34.5995169,-58.3905384,5050.19,316.26,43,1
37127,c6cdb290908e5db8ca01b105f84d336345f1fdb8,11/26/2015,apartment,-34.5995169,-58.3905384,5050.19,316.26,43,1
40844,c6cdb290908e5db8ca01b105f84d336345f1fdb8,11/26/2015,apartment,-34.5995169,-58.3905384,5328.66,316.26,43,1
44163,c6cdb290908e5db8ca01b105f84d336345f1fdb8,11/26/2015,apartment,-34.5995169,-58.3905384,5050.19,316.26,43,1
45666,c6cdb290908e5db8ca01b105f84d336345f1fdb8,11/26/2015,apartment,-34.5995169,-58.3905384,5050.19,316.26,43,1
47353,c6cdb290908e5db8ca01b105f84d336345f1fdb8,11/26/2015,apartment,-34.5995169,-58.3905384,5418.32,316.26,43,1
40670,1f313b391fa18a3faa706969213d1286d17db707,10/28/2015,PH,-34.58510452,-58.42054834,5339.61,316.91,0,14
15589,f3395ba8a4f045e60c54d86c8fe30ea1f8ade8f6,8/3/2015,apartment,-34.55686194,-58.455039,5478.95,317.17,1,13
19199,f3395ba8a4f045e60c54d86c8fe30ea1f8ade8f6,8/3/2015,apartment,-34.55686194,-58.455039,5433.91,317.17,1,13
23745,f3395ba8a4f045e60c54d86c8fe30ea1f8ade8f6,8/3/2015,apartment,-34.55686194,-58.455039,5433.91,317.17,1,13
28116,f3395ba8a4f045e60c54d86c8fe30ea1f8ade8f6,8/3/2015,apartment,-34.55686194,-58.455039,5433.91,317.17,1,13
47212,f3395ba8a4f045e60c54d86c8fe30ea1f8ade8f6,8/3/2015,apartment,-34.55686194,-58.455039,5433.91,317.17,1,13
723,693df68404512c1072e9450004763189b7e62d60,2/21/2015,apartment,-34.60182364,-58.38941535,5485.17,317.53,43,1
769,7e6919564582497b0e0eef68d0d2174fbcdc2dc8,2/23/2015,store,-34.59998521,-58.43869991,5487.07,317.64,6,15
777,d24d46c068712fe290afcbef2761e95f2983dfee,2/23/2015,store,-34.59998521,-58.43869991,5487.07,317.64,6,15
1924,7e6919564582497b0e0eef68d0d2174fbcdc2dc8,2/23/2015,store,-34.59998521,-58.43869991,5487.07,317.64,6,15
1925,d24d46c068712fe290afcbef2761e95f2983dfee,2/23/2015,store,-34.59998521,-58.43869991,5487.07,317.64,6,15
15718,be9d2291e97ecc9bdc33488e7ccde4c0319062e4,5/9/2015,store,-34.6125,-58.383333,5499.85,318.38,36,1
19343,be9d2291e97ecc9bdc33488e7ccde4c0319062e4,5/9/2015,store,-34.6125,-58.383333,5454.64,318.38,36,1
23874,be9d2291e97ecc9bdc33488e7ccde4c0319062e4,5/9/2015,store,-34.6125,-58.383333,5454.64,318.38,36,1
47319,be9d2291e97ecc9bdc33488e7ccde4c0319062e4,5/9/2015,store,-34.6125,-58.383333,5454.64,318.38,36,1
28228,524ac3e5764148f7e17438a3e41069c953d535e6,12/29/2015,apartment,-34.6295929,-58.44445801,5457.55,318.55,9,7
28229,13028d3ff7542d05004f83db6d9f4b55d9121061,12/29/2015,apartment,-34.6295929,-58.44445801,5457.55,318.55,9,7
32894,524ac3e5764148f7e17438a3e41069c953d535e6,12/29/2015,apartment,-34.6295929,-58.44445801,5086.76,318.55,9,7
32896,13028d3ff7542d05004f83db6d9f4b55d9121061,12/29/2015,apartment,-34.6295929,-58.44445801,5086.76,318.55,9,7
37072,524ac3e5764148f7e17438a3e41069c953d535e6,12/29/2015,apartment,-34.6295929,-58.44445801,5086.76,318.55,9,7
37075,13028d3ff7542d05004f83db6d9f4b55d9121061,12/29/2015,apartment,-34.6295929,-58.44445801,5086.76,318.55,9,7
40814,524ac3e5764148f7e17438a3e41069c953d535e6,12/29/2015,apartment,-34.6295929,-58.44445801,5367.24,318.55,9,7
40817,13028d3ff7542d05004f83db6d9f4b55d9121061,12/29/2015,apartment,-34.6295929,-58.44445801,5367.24,318.55,9,7
6497,be9d2291e97ecc9bdc33488e7ccde4c0319062e4,5/9/2015,store,-34.6125,-58.383333,5511.25,319.04,36,1
9165,be9d2291e97ecc9bdc33488e7ccde4c0319062e4,5/9/2015,store,-34.6125,-58.383333,5511.25,319.04,36,1
12222,be9d2291e97ecc9bdc33488e7ccde4c0319062e4,5/9/2015,store,-34.6125,-58.383333,5511.25,319.04,36,1
28206,79006c6535e9d20ead45944d18fe88c84b5512cb,12/22/2015,apartment,-34.6097155,-58.3993904,5467.83,319.15,4,3
32882,79006c6535e9d20ead45944d18fe88c84b5512cb,12/22/2015,apartment,-34.6097155,-58.3993904,5096.34,319.15,4,3
37070,79006c6535e9d20ead45944d18fe88c84b5512cb,12/22/2015,apartment,-34.6097155,-58.3993904,5096.34,319.15,4,3
3778,700192ca01f6aff284825c75751c821193764641,4/1/2015,apartment,-34.59026675,-58.42242314,5515.22,319.27,0,14
32659,1f313b391fa18a3faa706969213d1286d17db707,10/28/2015,PH,-34.58510452,-58.42054834,5100.01,319.38,0,14
36890,1f313b391fa18a3faa706969213d1286d17db707,10/28/2015,PH,-34.58510452,-58.42054834,5100.01,319.38,0,14
44029,1f313b391fa18a3faa706969213d1286d17db707,10/28/2015,PH,-34.58510452,-58.42054834,5100.01,319.38,0,14
851,02ee4f7c6935de7d5ab61cbd26646a066bfacdc4,2/11/2015,apartment,-34.6,-58.4833333,5526.8,319.94,29,11
2063,02ee4f7c6935de7d5ab61cbd26646a066bfacdc4,2/11/2015,apartment,-34.6,-58.4833333,5526.8,319.94,29,11
4355,02ee4f7c6935de7d5ab61cbd26646a066bfacdc4,2/11/2015,apartment,-34.6,-58.4833333,5526.8,319.94,29,11
6793,02ee4f7c6935de7d5ab61cbd26646a066bfacdc4,2/11/2015,apartment,-34.6,-58.4833333,5526.8,319.94,29,11
9513,02ee4f7c6935de7d5ab61cbd26646a066bfacdc4,2/11/2015,apartment,-34.6,-58.4833333,5526.8,319.94,29,11
12594,02ee4f7c6935de7d5ab61cbd26646a066bfacdc4,2/11/2015,apartment,-34.6,-58.4833333,5526.8,319.94,29,11
16088,02ee4f7c6935de7d5ab61cbd26646a066bfacdc4,2/11/2015,apartment,-34.6,-58.4833333,5526.8,319.94,29,11
12599,ee99e48474d89d215efe459ad692468ea0b1b229,7/21/2015,apartment,-34.61042023,-58.48071289,5538.03,320.59,31,11
16089,ee99e48474d89d215efe459ad692468ea0b1b229,7/21/2015,apartment,-34.61042023,-58.48071289,5538.03,320.59,31,11
1644,d992c89791a2a836f790ed0bb3f89cbe57d424ed,3/10/2015,apartment,-34.6232655,-58.4658022,5575.86,322.78,19,7
3736,d992c89791a2a836f790ed0bb3f89cbe57d424ed,3/10/2015,apartment,-34.6232655,-58.4658022,5575.86,322.78,19,7
6196,d992c89791a2a836f790ed0bb3f89cbe57d424ed,3/10/2015,apartment,-34.6232655,-58.4658022,5575.86,322.78,19,7
8800,d992c89791a2a836f790ed0bb3f89cbe57d424ed,3/10/2015,apartment,-34.6232655,-58.4658022,5575.86,322.78,19,7
11788,d992c89791a2a836f790ed0bb3f89cbe57d424ed,3/10/2015,apartment,-34.6232655,-58.4658022,5575.86,322.78,19,7
15288,d992c89791a2a836f790ed0bb3f89cbe57d424ed,3/10/2015,apartment,-34.6232655,-58.4658022,5575.86,322.78,19,7
19000,d992c89791a2a836f790ed0bb3f89cbe57d424ed,3/10/2015,apartment,-34.6232655,-58.4658022,5530.02,322.78,19,7
23975,945fc7d799cc9b826f6f68fcc3a89243b5f93511,10/16/2015,apartment,-34.6213972,-58.5052431,5549.21,323.9,33,10
28345,945fc7d799cc9b826f6f68fcc3a89243b5f93511,10/16/2015,apartment,-34.6213972,-58.5052431,5549.21,323.9,33,10
47422,945fc7d799cc9b826f6f68fcc3a89243b5f93511,10/16/2015,apartment,-34.6213972,-58.5052431,5549.21,323.9,33,10
739,8dfc2a3092efee37fbb8fd714b4de171d4703513,2/23/2015,apartment,-34.6033776,-58.4046883,5599.7,324.16,4,3
1911,8dfc2a3092efee37fbb8fd714b4de171d4703513,2/23/2015,apartment,-34.6033776,-58.4046883,5599.7,324.16,4,3
4106,8dfc2a3092efee37fbb8fd714b4de171d4703513,2/23/2015,apartment,-34.6033776,-58.4046883,5599.7,324.16,4,3
6533,8dfc2a3092efee37fbb8fd714b4de171d4703513,2/23/2015,apartment,-34.6033776,-58.4046883,5599.7,324.16,4,3
9201,8dfc2a3092efee37fbb8fd714b4de171d4703513,2/23/2015,apartment,-34.6033776,-58.4046883,5599.7,324.16,4,3
9081,834b352dadeaa27203e672cafcdfbd4e6eece250,6/22/2015,apartment,-34.60868254,-58.38774964,5624.57,325.6,43,1
12108,4f41de62fe425726e64034ca627a9ed411c0ceed,7/29/2015,apartment,-34.60897695,-58.38853149,5642.88,326.66,43,1
15599,4f41de62fe425726e64034ca627a9ed411c0ceed,7/29/2015,apartment,-34.60897695,-58.38853149,5642.88,326.66,43,1
19244,4f41de62fe425726e64034ca627a9ed411c0ceed,7/29/2015,apartment,-34.60897695,-58.38853149,5596.5,326.66,43,1
23769,4f41de62fe425726e64034ca627a9ed411c0ceed,7/29/2015,apartment,-34.60897695,-58.38853149,5596.5,326.66,43,1
28151,4f41de62fe425726e64034ca627a9ed411c0ceed,7/29/2015,apartment,-34.60897695,-58.38853149,5596.5,326.66,43,1
47217,4f41de62fe425726e64034ca627a9ed411c0ceed,7/29/2015,apartment,-34.60897695,-58.38853149,5596.5,326.66,43,1
19312,3975d7fc888bd5c87c7428f45925531b81c41f91,9/11/2015,store,-34.5671493,-58.5004094,5600.95,326.92,14,12
23826,3975d7fc888bd5c87c7428f45925531b81c41f91,9/11/2015,store,-34.5671493,-58.5004094,5600.95,326.92,14,12
28202,3975d7fc888bd5c87c7428f45925531b81c41f91,9/11/2015,store,-34.5671493,-58.5004094,5600.95,326.92,14,12
32873,3975d7fc888bd5c87c7428f45925531b81c41f91,9/11/2015,store,-34.5671493,-58.5004094,5220.42,326.92,14,12
37060,3975d7fc888bd5c87c7428f45925531b81c41f91,9/11/2015,store,-34.5671493,-58.5004094,5220.42,326.92,14,12
40805,3975d7fc888bd5c87c7428f45925531b81c41f91,9/11/2015,store,-34.5671493,-58.5004094,5508.27,326.92,14,12
47268,3975d7fc888bd5c87c7428f45925531b81c41f91,9/11/2015,store,-34.5671493,-58.5004094,5600.95,326.92,14,12
32830,0036fa09b20c6aefee5161ddfaf0b50702917248,10/19/2015,apartment,-34.60897695,-58.38853149,5230.32,327.54,43,1
37031,0036fa09b20c6aefee5161ddfaf0b50702917248,10/19/2015,apartment,-34.60897695,-58.38853149,5230.32,327.54,43,1
44123,0036fa09b20c6aefee5161ddfaf0b50702917248,10/19/2015,apartment,-34.60897695,-58.38853149,5230.32,327.54,43,1
32699,7a07c9bdcdd9982ccb1aa4fcbe8545254e342211,8/18/2015,apartment,-34.6463353,-58.5202395,5233.83,327.76,21,9
36922,7a07c9bdcdd9982ccb1aa4fcbe8545254e342211,8/18/2015,apartment,-34.6463353,-58.5202395,5233.83,327.76,21,9
853,4ca099fd169605bbbea5f2a53503164c71f09faf,2/10/2015,apartment,-34.6111119,-58.4871105,5674.32,328.48,31,11
27977,7694078fd4c5b360d8bdeaa9d561d2e352543aee,12/5/2015,apartment,-34.5956991,-58.381454,5644.13,329.44,35,1
32680,7694078fd4c5b360d8bdeaa9d561d2e352543aee,12/5/2015,apartment,-34.5956991,-58.381454,5260.66,329.44,35,1
36908,7694078fd4c5b360d8bdeaa9d561d2e352543aee,12/5/2015,apartment,-34.5956991,-58.381454,5260.66,329.44,35,1
40684,7694078fd4c5b360d8bdeaa9d561d2e352543aee,12/5/2015,apartment,-34.5956991,-58.381454,5550.73,329.44,35,1
44045,7694078fd4c5b360d8bdeaa9d561d2e352543aee,12/5/2015,apartment,-34.5956991,-58.381454,5260.66,329.44,35,1
45599,7694078fd4c5b360d8bdeaa9d561d2e352543aee,12/5/2015,apartment,-34.5956991,-58.381454,5260.66,329.44,35,1
46530,7694078fd4c5b360d8bdeaa9d561d2e352543aee,12/5/2015,apartment,-34.5956991,-58.381454,5260.66,329.44,35,1
751,ad2583b6535ffcc883504182663bb325cd91bcf0,2/21/2015,apartment,-34.60074442,-58.38944678,5704.55,330.23,43,1
19036,4b66291349a43d23b4455dec1857edc780643f0e,9/22/2015,apartment,-34.5998095,-58.3741914,5659.89,330.36,43,1
23581,4b66291349a43d23b4455dec1857edc780643f0e,9/22/2015,apartment,-34.5998095,-58.3741914,5659.89,330.36,43,1
27972,4b66291349a43d23b4455dec1857edc780643f0e,9/22/2015,apartment,-34.5998095,-58.3741914,5659.89,330.36,43,1
28414,71dd3cf8c20bec63a33510311744f07ac273f9a1,12/2/2015,apartment,-34.6524745,-58.5114767,5659.89,330.36,18,9
32684,4b66291349a43d23b4455dec1857edc780643f0e,9/22/2015,apartment,-34.5998095,-58.3741914,5275.35,330.36,43,1
33062,71dd3cf8c20bec63a33510311744f07ac273f9a1,12/2/2015,apartment,-34.6524745,-58.5114767,5275.35,330.36,18,9
36907,4b66291349a43d23b4455dec1857edc780643f0e,9/22/2015,apartment,-34.5998095,-58.3741914,5275.35,330.36,43,1
37209,71dd3cf8c20bec63a33510311744f07ac273f9a1,12/2/2015,apartment,-34.6524745,-58.5114767,5275.35,330.36,18,9
40680,4b66291349a43d23b4455dec1857edc780643f0e,9/22/2015,apartment,-34.5998095,-58.3741914,5566.23,330.36,43,1
40919,71dd3cf8c20bec63a33510311744f07ac273f9a1,12/2/2015,apartment,-34.6524745,-58.5114767,5566.23,330.36,18,9
44223,71dd3cf8c20bec63a33510311744f07ac273f9a1,12/2/2015,apartment,-34.6524745,-58.5114767,5275.35,330.36,18,9
45692,71dd3cf8c20bec63a33510311744f07ac273f9a1,12/2/2015,apartment,-34.6524745,-58.5114767,5275.35,330.36,18,9
47044,4b66291349a43d23b4455dec1857edc780643f0e,9/22/2015,apartment,-34.5998095,-58.3741914,5659.89,330.36,43,1
1,2a07484bec751cdfe11ed4d66965a8db29aec855,1/8/2015,store,-34.602282,-58.3761509,5732.02,331.82,43,1
4,63c85f1bec3242055bf83e3f93ff4fa1208a4e39,1/10/2015,store,-34.6032291,-58.3955202,5732.02,331.82,4,3
558,2a07484bec751cdfe11ed4d66965a8db29aec855,1/8/2015,store,-34.602282,-58.3761509,5732.02,331.82,43,1
560,63c85f1bec3242055bf83e3f93ff4fa1208a4e39,1/10/2015,store,-34.6032291,-58.3955202,5732.02,331.82,4,3
1616,698a2a3bd875939db7aab6578d8ea9f940e50868,3/13/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
1619,2f137cc2198055f3dca2ab0e6a3ad79fbb515eb2,3/1/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
1623,63c85f1bec3242055bf83e3f93ff4fa1208a4e39,1/10/2015,store,-34.6032291,-58.3955202,5732.02,331.82,4,3
1628,0779f00c6e6f3bf19974f11a9e2ad64aa2ee8d07,3/1/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
1633,2a07484bec751cdfe11ed4d66965a8db29aec855,1/8/2015,store,-34.602282,-58.3761509,5732.02,331.82,43,1
1635,4b525a188c4fb7cedd4a79c4c9f586fc5c03b558,3/10/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
3705,0779f00c6e6f3bf19974f11a9e2ad64aa2ee8d07,3/1/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
3707,2a07484bec751cdfe11ed4d66965a8db29aec855,1/8/2015,store,-34.602282,-58.3761509,5732.02,331.82,43,1
3708,698a2a3bd875939db7aab6578d8ea9f940e50868,3/13/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
3714,4b525a188c4fb7cedd4a79c4c9f586fc5c03b558,3/10/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
3715,63c85f1bec3242055bf83e3f93ff4fa1208a4e39,1/10/2015,store,-34.6032291,-58.3955202,5732.02,331.82,4,3
3716,2f137cc2198055f3dca2ab0e6a3ad79fbb515eb2,3/1/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
6153,4b525a188c4fb7cedd4a79c4c9f586fc5c03b558,3/10/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
6155,2a07484bec751cdfe11ed4d66965a8db29aec855,1/8/2015,store,-34.602282,-58.3761509,5732.02,331.82,43,1
6163,2f137cc2198055f3dca2ab0e6a3ad79fbb515eb2,3/1/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
6172,0779f00c6e6f3bf19974f11a9e2ad64aa2ee8d07,3/1/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
6174,63c85f1bec3242055bf83e3f93ff4fa1208a4e39,1/10/2015,store,-34.6032291,-58.3955202,5732.02,331.82,4,3
6177,698a2a3bd875939db7aab6578d8ea9f940e50868,3/13/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
8745,2a07484bec751cdfe11ed4d66965a8db29aec855,1/8/2015,store,-34.602282,-58.3761509,5732.02,331.82,43,1
8748,63c85f1bec3242055bf83e3f93ff4fa1208a4e39,1/10/2015,store,-34.6032291,-58.3955202,5732.02,331.82,4,3
8755,0779f00c6e6f3bf19974f11a9e2ad64aa2ee8d07,3/1/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
8757,698a2a3bd875939db7aab6578d8ea9f940e50868,3/13/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
8767,4b525a188c4fb7cedd4a79c4c9f586fc5c03b558,3/10/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
8772,2f137cc2198055f3dca2ab0e6a3ad79fbb515eb2,3/1/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
11732,2f137cc2198055f3dca2ab0e6a3ad79fbb515eb2,3/1/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
11733,4b525a188c4fb7cedd4a79c4c9f586fc5c03b558,3/10/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
11741,698a2a3bd875939db7aab6578d8ea9f940e50868,3/13/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
11742,2a07484bec751cdfe11ed4d66965a8db29aec855,1/8/2015,store,-34.602282,-58.3761509,5732.02,331.82,43,1
11744,0779f00c6e6f3bf19974f11a9e2ad64aa2ee8d07,3/1/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
11753,63c85f1bec3242055bf83e3f93ff4fa1208a4e39,1/10/2015,store,-34.6032291,-58.3955202,5732.02,331.82,4,3
15236,0779f00c6e6f3bf19974f11a9e2ad64aa2ee8d07,3/1/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
15240,4b525a188c4fb7cedd4a79c4c9f586fc5c03b558,3/10/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
15242,2f137cc2198055f3dca2ab0e6a3ad79fbb515eb2,3/1/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
15246,698a2a3bd875939db7aab6578d8ea9f940e50868,3/13/2015,store,-34.6022591,-58.3762665,5732.02,331.82,43,1
18935,0779f00c6e6f3bf19974f11a9e2ad64aa2ee8d07,3/1/2015,store,-34.6022591,-58.3762665,5684.9,331.82,43,1
18938,4b525a188c4fb7cedd4a79c4c9f586fc5c03b558,3/10/2015,store,-34.6022591,-58.3762665,5684.9,331.82,43,1
18940,2f137cc2198055f3dca2ab0e6a3ad79fbb515eb2,3/1/2015,store,-34.6022591,-58.3762665,5684.9,331.82,43,1
18948,698a2a3bd875939db7aab6578d8ea9f940e50868,3/13/2015,store,-34.6022591,-58.3762665,5684.9,331.82,43,1
28351,9f65eca5f486d4f9a3c74964da811c9a3586da82,12/1/2015,apartment,-34.6729217,-58.4963303,5684.9,331.82,30,8
32999,9f65eca5f486d4f9a3c74964da811c9a3586da82,12/1/2015,apartment,-34.6729217,-58.4963303,5298.66,331.82,30,8
37159,9f65eca5f486d4f9a3c74964da811c9a3586da82,12/1/2015,apartment,-34.6729217,-58.4963303,5298.66,331.82,30,8
40874,9f65eca5f486d4f9a3c74964da811c9a3586da82,12/1/2015,apartment,-34.6729217,-58.4963303,5590.83,331.82,30,8
44185,9f65eca5f486d4f9a3c74964da811c9a3586da82,12/1/2015,apartment,-34.6729217,-58.4963303,5298.66,331.82,30,8
5,ba00d391aeb59a821abea6f86cf0d8af472f5ccc,1/1/2015,apartment,-34.635331,-58.360708,5735.99,332.05,24,4
564,ba00d391aeb59a821abea6f86cf0d8af472f5ccc,1/1/2015,apartment,-34.635331,-58.360708,5735.99,332.05,24,4
598,f218c6d16f6abcec1d1c74ba495c9e3d405ae637,2/23/2015,apartment,-34.60150257,-58.42530184,5735.99,332.05,12,5
11890,6b1def8db13e88f689c7f3892b35274357f7433f,7/21/2015,apartment,-34.5754776,-58.43996811,5768.81,333.95,0,14
15257,6b22d73879950ac1d293b2897dc8386abf8ee1cc,8/14/2015,apartment,-34.60649872,-58.40579605,5768.81,333.95,4,3
15372,6b1def8db13e88f689c7f3892b35274357f7433f,7/21/2015,apartment,-34.5754776,-58.43996811,5768.81,333.95,0,14
771,c9729e094d9e9eb092992d1aca63f9cb9ffe62ea,2/23/2015,apartment,-34.59443262,-58.44475895,5769.85,334.01,6,15
1917,c9729e094d9e9eb092992d1aca63f9cb9ffe62ea,2/23/2015,apartment,-34.59443262,-58.44475895,5769.85,334.01,6,15
4140,c9729e094d9e9eb092992d1aca63f9cb9ffe62ea,2/23/2015,apartment,-34.59443262,-58.44475895,5769.85,334.01,6,15
6558,c9729e094d9e9eb092992d1aca63f9cb9ffe62ea,2/23/2015,apartment,-34.59443262,-58.44475895,5769.85,334.01,6,15
9242,c9729e094d9e9eb092992d1aca63f9cb9ffe62ea,2/23/2015,apartment,-34.59443262,-58.44475895,5769.85,334.01,6,15
12333,c9729e094d9e9eb092992d1aca63f9cb9ffe62ea,2/23/2015,apartment,-34.59443262,-58.44475895,5769.85,334.01,6,15
566,b6c23dcc94763a94c281eecf8104743393dc20c2,2/11/2015,apartment,-34.6171773,-58.4787074,5799.22,335.71,31,11
15596,88fd1c63b56bde518117e7e669ee331e7458ff91,7/24/2015,apartment,-34.6036844,-58.3815591,5799.91,335.75,43,1
19245,88fd1c63b56bde518117e7e669ee331e7458ff91,7/24/2015,apartment,-34.6036844,-58.3815591,5752.23,335.75,43,1
23770,88fd1c63b56bde518117e7e669ee331e7458ff91,7/24/2015,apartment,-34.6036844,-58.3815591,5752.23,335.75,43,1
28150,88fd1c63b56bde518117e7e669ee331e7458ff91,7/24/2015,apartment,-34.6036844,-58.3815591,5752.23,335.75,43,1
47223,88fd1c63b56bde518117e7e669ee331e7458ff91,7/24/2015,apartment,-34.6036844,-58.3815591,5752.23,335.75,43,1
12107,88fd1c63b56bde518117e7e669ee331e7458ff91,7/24/2015,apartment,-34.6036844,-58.3815591,5812,336.45,43,1
4102,8da74880885de168b7f7f312b96bf27d386aad9a,4/1/2015,PH,-34.58976921,-58.48025548,5839.99,338.07,47,15
19477,9cb2fdc9bf20707b2e7e29cde5e97ea2085a4574,9/2/2015,store,-34.61442,-58.383107,5834.3,340.54,36,1
24003,9cb2fdc9bf20707b2e7e29cde5e97ea2085a4574,9/2/2015,store,-34.61442,-58.383107,5834.3,340.54,36,1
