,barrio_,month_,year_,price_aprox_local_currency_min,price_aprox_local_currency_max,price_aprox_local_currency_mean,price_aprox_local_currency_std,price_aprox_usd_min,price_aprox_usd_max,price_aprox_usd_mean,price_aprox_usd_std,created_on_count
41,ALMAGRO,8,2016,0.0,15087.83,4419.725918367346,5427.863027744712,0.0,944.85,276.77795918367343,339.91082018535633,70
42,ALMAGRO,8,2017,6376.78,451605.0,44826.191153846165,108293.93577759217,368.6,23000.0,2511.415000000001,6021.552378596932,83
43,ALMAGRO,9,2014,32922.6,147530.44,78765.73599999999,62773.29923494287,1905.85,8540.36,4559.6539999999995,3633.8707849935995,5
44,ALMAGRO,9,2015,5024.44,326946.75,143837.8281249999,160836.87579359973,293.27,20156.84,8590.808124999998,9619.399798769997,16
45,ALMAGRO,9,2016,0.0,51328.02,9394.806400000003,16027.251724037842,0.0,3214.33,588.3339999999998,1003.6793423906197,25
46,ALMAGRO,9,2017,5499.88,451605.0,48019.851839080475,109760.22848018994,316.54,23000.0,2699.3780459770105,6125.796261450586,88
47,ALMAGRO,10,2014,7159.41,28880.89,11503.706,9714.141170380426,414.45,1671.88,665.936,562.3397913895121,5
48,ALMAGRO,10,2016,1399.95,878267.5,94523.09523809525,260808.3856676834,87.67,55000.0,5919.347619047617,16332.67891413558,21
49,ALMAGRO,10,2017,1358.77,79870.7,13371.374666666672,10770.064938192842,71.38,4536.69,750.1120000000003,598.8083781926664,140
50,ALMAGRO,11,2014,5732.02,6646.36,6189.1900000000005,481.899492633059,331.82,384.75,358.28499999999997,27.896559425452065,10
51,ALMAGRO,11,2015,4247.31,12443.33,6091.3855555555565,3601.3185853417326,247.91,726.3,364.10333333333324,205.50808505993137,9
52,ALMAGRO,11,2016,5160.38,35108.82,13579.083396226415,11838.871376065168,323.16,2198.63,850.3671698113204,741.3890242007212,53
53,ALMAGRO,11,2017,6198.31,121781.01,16641.06065573771,20019.124402097,351.5,6962.57,932.4240163934427,1104.4703478734364,126
54,ALMAGRO,12,2015,0.0,4801.96,1157.462558139535,1920.7100711679932,0.0,296.05,71.07186046511629,118.04896248622987,43
55,ALMAGRO,12,2016,6346.04,367275.5,58350.93342857139,101086.836060246,397.41,23000.0,3654.1277142857166,6330.390093950667,42
56,ALMAGRO,12,2017,5823.22,28415.51,11405.376,5956.752877885737,300.56,1527.88,602.1436000000001,312.4918874098647,50
57,BALVANERA,1,2015,5732.02,34657.13,10029.317272727272,8648.910462715046,331.82,2006.26,580.5854545454546,500.67508882235467,11
58,BALVANERA,1,2016,6718.26,64799.56,23188.34709677418,21955.202393967313,420.72,3845.9,1441.6296774193545,1363.5718234609276,31
59,BALVANERA,1,2017,3164.79,61797.45,17385.066744186042,12942.26405929789,198.19,3869.96,1088.7103488372093,810.4871393913048,98
60,BALVANERA,1,2018,4654.87,250063.51,31675.5847368421,55209.008936903956,237.07,12735.6,1613.2205263157887,2811.7651442217507,104
61,BALVANERA,2,2015,5134.15,24720.15,14140.994166666671,5675.301202698154,297.21,1431.02,818.6054166666669,328.5364633853173,24
62,BALVANERA,2,2016,6922.02,7303.7,7049.246666666667,220.3630507442959,433.48,433.48,433.48,0.0,3
63,BALVANERA,2,2017,3988.13,132333.75,32411.545074626865,33605.1504501118,249.75,7500.0,2004.6149253731337,2068.2829369847686,67
64,BALVANERA,2,2018,7501.75,18004.51,12753.13,7426.572817174822,382.06,916.96,649.51,378.2314172566844,2
65,BALVANERA,3,2015,2578.61,44391.14,12737.538,16533.7148641437,150.51,2569.75,737.532,957.0201460212456,20
66,BALVANERA,3,2016,3712.83,148002.12,40322.322258064516,51575.501349003716,232.51,8784.03,2502.6974193548385,3199.5008648808202,31
67,BALVANERA,3,2017,0.0,80468.62,19089.419270833336,18330.60250714636,0.0,5039.21,1171.989791666667,1116.2448055681384,96
68,BALVANERA,4,2015,5147.62,40578.31,35469.131428571425,13371.107635660343,297.99,2349.03,2056.024285714286,775.2202527208455,14
69,BALVANERA,4,2016,0.0,60351.34,35172.01695652173,21474.68595191164,0.0,3779.4,2202.5878260869567,1344.8156254126995,23
