barrio,date,count,mean,count 10th percentile,count 90th percentile,min,max,std
4,2016-11-30,237,162803.37071729958,55.0,7.0,45000.0,1546237.0,163611.83258524782
4,2016-12-31,174,205700.48586206895,36.0,15.0,50000.0,1700000.0,243561.5163711383
4,2017-01-31,202,151765.197029703,24.0,0.0,52000.0,450000.0,77224.53978521198
4,2017-02-28,256,154074.609375,45.0,4.0,54000.0,1500000.0,164701.06473650076
4,2017-03-31,472,156840.1283898305,73.0,6.0,21000.0,680000.0,109021.13895877585
4,2017-04-30,544,169539.9000367647,124.0,21.0,40000.0,1250000.0,167300.09030628955
4,2017-05-31,747,165326.83899598394,142.0,22.0,19000.0,1800000.0,172163.98302982058
4,2017-06-30,964,168164.22258298754,141.0,27.0,7290.87,3000000.0,257919.2420948842
4,2017-07-31,1009,174108.67703666998,156.0,31.0,7571.29,5000000.0,290751.33880702656
4,2017-08-31,78,215530.76923076922,13.0,6.0,33500.0,1200000.0,229967.94881573712
4,2017-09-30,831,167387.06993983153,96.0,26.0,42000.0,2500000.0,218852.2958600256
4,2017-10-31,784,138765.91377551018,140.0,8.0,7542.24,2100000.0,147617.59641966646
4,2017-11-30,269,182943.12267657992,34.0,13.0,50000.0,1700000.0,172549.31589860964
4,2017-12-31,111,199848.52369369369,8.0,7.0,50000.0,2500000.0,268050.73021797003
4,2018-01-31,92,184221.25489130433,16.0,3.0,13754.45,3000000.0,318507.731814875
4,2018-02-28,2,155500.0,0.0,0.0,132000.0,179000.0,33234.018715767736
5,2014-07-31,6,44949.48333333334,5.0,0.0,14932.3,81900.0,33174.67238200954
5,2014-08-31,11,15276.812727272727,11.0,0.0,2754.18,36368.46,7846.5405896982265
5,2014-09-30,6,50969.16,4.0,0.0,10950.35,110000.0,42991.23521830235
5,2014-10-31,6,104588.36333333334,2.0,0.0,5790.2,240000.0,80899.36099740953
5,2014-11-30,15,132003.7873333333,6.0,1.0,9092.11,540000.0,151592.54528452744
5,2014-12-31,6,100891.05333333334,4.0,0.0,26546.32,200000.0,77778.81363107222
5,2015-01-31,7,100265.08285714287,4.0,0.0,31855.58,190000.0,54324.90235408979
5,2015-02-28,14,174985.25285714286,3.0,1.0,2893.54,500000.0,139228.98696006477
5,2015-03-31,16,65178.119999999995,13.0,0.0,27409.07,185000.0,50477.443249014104
5,2015-04-30,168,83457.26285714291,67.0,0.0,20626.49,235000.0,37852.46459796038
5,2015-05-31,88,112226.05329545452,42.0,2.0,24788.82,650000.0,111112.71054233136
5,2015-06-30,97,117364.1572164949,28.0,0.0,31556.94,350000.0,56525.23132458499
5,2015-07-31,68,106502.11235294117,29.0,0.0,37723.12,370594.63,86974.47616005682
5,2015-08-31,48,56924.07083333331,38.0,0.0,9200.23,215000.0,40178.67255689673
5,2015-09-30,151,105002.91258278152,72.0,3.0,3496.41,1370000.0,188358.8407461927
