lat,long,id,object,name,comune
-34.5844277590145,-58.4026946692434,1268,public WiFi location,HOSPITAL RAMON CARRILLO,2
-34.6228328424835,-58.3944660060865,1267,public WiFi location,HOSPITAL SANTA LUCIA,3
-34.6737584669302,-58.4590247254215,1266,public WiFi location,HOSPITAL CECILIA GRIERSON,8
-34.6253304355219,-58.4022558602816,1265,public WiFi location,CESAC Nº 45,3
-34.660583839361,-58.467459400591,1264,public WiFi location,CESAC Nº 44,8
-34.6777278133414,-58.466531198788,1263,public WiFi location,CESAC Nº 43,8
-34.6313128366299,-58.3578287818444,1262,public WiFi location,CESAC Nº 41,4
-34.6450900570133,-58.445473021812,1261,public WiFi location,CESAC Nº 40,7
-34.6310096347237,-58.409825072463,1260,public WiFi location,CESAC Nº 39,4
-34.6625599604733,-58.5001656497841,1259,public WiFi location,CESAC Nº 37,9
-34.6065389146236,-58.478147869199,1257,public WiFi location,CESAC Nº 34,11
-34.5864529319586,-58.441724197515,1256,public WiFi location,CESAC Nº 33,14
-34.649796469603,-58.4050474814826,1253,public WiFi location,CESAC Nº 30,4
-34.6847872309211,-58.4867261316979,1252,public WiFi location,CESAC Nº 29,8
-34.6888704527395,-58.4632403942264,1251,public WiFi location,CESAC Nº 28,8
-34.5477427134101,-58.4866156740038,1250,public WiFi location,CESAC Nº 27,12
-34.5871370726218,-58.4257145429811,1249,public WiFi location,CESAC Nº 26,14
-34.6583326404398,-58.4559503950996,1247,public WiFi location,CESAC Nº 24,8
-34.592225905953,-58.4491545891361,1245,public WiFi location,CESAC Nº 22,15
-34.5842106750709,-58.3732771327423,1244,public WiFi location,CESAC Nº 21,1
-34.6429178035657,-58.4422573378036,1242,public WiFi location,CESAC Nº 19,7
-34.6736273001173,-58.4679688106035,1241,public WiFi location,CESAC Nº 18,8
-34.5927265568355,-58.4199467803627,1240,public WiFi location,CESAC Nº 17,14
-34.6485245600106,-58.3801210059809,1239,public WiFi location,CESAC Nº 16,4
-34.6600748671364,-58.474216369751,1237,public WiFi location,CESAC Nº 14,9
-34.5698179518119,-58.4742856116622,1236,public WiFi location,CESAC Nº 12,12
-34.5990220777975,-58.4105671138291,1235,public WiFi location,CESAC Nº 11,3
-34.6333577179954,-58.3837041872688,1234,public WiFi location,CESAC Nº 10,4
-34.6401424327896,-58.3660674201704,1233,public WiFi location,CESAC Nº 9,4
-34.6561352592007,-58.3972922295765,1232,public WiFi location,CESAC Nº 8,4
-34.6781848250694,-58.491104487459,1231,public WiFi location,CESAC Nº 7,8
-34.6667711112011,-58.4409479109958,1230,public WiFi location,CESAC Nº 6,8
-34.6705441659847,-58.4952684878643,1229,public WiFi location,CESAC Nº 5,8
-34.6550483255204,-58.5063444616941,1228,public WiFi location,CESAC Nº 4,9
-34.6845440291771,-58.4641470831964,1227,public WiFi location,CESAC Nº 3,8
-34.5764380800728,-58.5093944366392,1226,public WiFi location,CESAC Nº 2,12
-34.6490190529913,-58.3892876434263,1225,public WiFi location,CESAC Nº 1,4
-34.6066149036341,-58.4214257036031,1223,public WiFi location,CESAC Nº 38,5
-34.643250461187,-58.4821018798985,1222,public WiFi location,CESAC Nº 13,9
-34.6219408053394,-58.491802763223,1221,public WiFi location,CESAC Nº 36,10
-34.5814083653125,-58.3828095724783,1217,public WiFi location,ParquesyPlazas_Barrio Mugica_Plaza Primavera,
-34.5786669948217,-58.3880052819133,1199,public WiFi location,EspacioPúblico_Barrio Mugica_Cancha Comunicaciones,
-34.5857015209241,-58.3787671368584,1198,public WiFi location,EspacioPúblico_Barrio Mugica_Cedel,
-34.580607147205,-58.3837095069286,1197,public WiFi location,EspacioPúblico_Barrio Mugica_Cancha 7,
-34.5791617298999,-58.3851766497903,1196,public WiFi location,EspacioPúblico_Barrio Mugica_Cancha 9,
-34.5831108750705,-58.3802466006935,1195,public WiFi location,EspacioPúblico_Barrio Mugica_Cancha del Cartel,
-34.5844200478813,-58.3796458351096,1194,public WiFi location,EspacioPúblico_Barrio Mugica_Galpón,
-34.5830575527138,-58.3813858845836,1193,public WiFi location,EspacioPúblico_Barrio Mugica_Playón,
-34.5853889078365,-58.3764512803521,1192,public WiFi location,EspacioPúblico_Barrio Mugica_Feria,
-34.5999075832572,-58.5112061467509,1190,public WiFi location,Hospital Zubizarreta - Guardia,11
-34.5999075832572,-58.5112061467509,1189,public WiFi location,Hospital Zubizarreta - CE,11
-34.6252307396971,-58.5075003264535,1188,public WiFi location,Hospital V. Sarsfield - Guardia,10
-34.6252307396971,-58.5075003264535,1187,public WiFi location,Hospital V. Sarsfield - CE,10
-34.5873101456198,-58.4708925513627,1186,public WiFi location,Hospital Tornu - Guardia,15
-34.5873101456198,-58.4708925513627,1185,public WiFi location,Hospital Tornu - CE,15
-34.6348269548735,-58.4025372999919,1184,public WiFi location,Hospital Sarda - Guardia,4
-34.6348269548735,-58.4025372999919,1183,public WiFi location,Hospital Sarda - CE,4
-34.6493579182983,-58.515802290081,1182,public WiFi location,Hospital Santojanni - Guardia,9
-34.6493579182983,-58.515802290081,1181,public WiFi location,Hospital Santojanni - CE,9
-34.5843581999009,-58.4008087191107,1180,public WiFi location,Hospital Rivadavia - Guardia,2
-34.5843581999009,-58.4008087191107,1179,public WiFi location,Hospital Rivadavia - CE,2
-34.6176245204943,-58.4093983130713,1178,public WiFi location,Hospital Ramos Mejia - Guardia,3
-34.6176245204943,-58.4093983130713,1177,public WiFi location,Hospital Ramos Mejia - CE,3
-34.5651077473183,-58.4709860832213,1176,public WiFi location,Hospital Pirovano - Guardia,12
-34.5651077473183,-58.4709860832213,1175,public WiFi location,Hospital Pirovano - CE,12
-34.643352443674,-58.4544312225038,1174,public WiFi location,Hospital Piñero - Guardia,7
-34.643352443674,-58.4544312225038,1173,public WiFi location,Hospital Piñero - CE,7
-34.6430565960056,-58.4114106022984,1172,public WiFi location,Hospital Penna - Guardia.,4
-34.6430565960056,-58.4114106022984,1171,public WiFi location,Hospital Penna - CE,4
-34.5945260288865,-58.4107297732303,1170,public WiFi location,Hospital Gutierrez - Guardia,2
-34.5945260288865,-58.4107297732303,1169,public WiFi location,Hospital Gutierrez - CE,2
-34.5810452388456,-58.4067587715293,1168,public WiFi location,Hospital Fernandez - Guardia,14
-34.5810452388456,-58.4067587715293,1167,public WiFi location,Hospital Fernandez - CE,14
-34.6289107083515,-58.3776089749903,1166,public WiFi location,Hospital Elizalde - Guardia,4
-34.6289107083515,-58.3776089749903,1165,public WiFi location,Hospital Elizalde - CE,4
-34.6088751186439,-58.4378872409768,1164,public WiFi location,Hospital Durand - Guardia,6
-34.6088751186439,-58.4378872409768,1163,public WiFi location,Hospital Durand - CE,6
-34.6277858547459,-58.366023345923,1162,public WiFi location,Hospital Argerich - Guardia,4
-34.6277858547459,-58.366023345923,1161,public WiFi location,Hospital Argerich - CE,4
-34.6242960974224,-58.4694218564536,1160,public WiFi location,Hospital Alvarez - Guardia,7
-34.6242960974224,-58.4694218564536,1159,public WiFi location,Hospital Alvarez - CE,7
-34.5985821325455,-58.4036664853862,1156,public WiFi location,Estación Córdoba - Línea H,3
-34.5943829841057,-58.402222442725,1153,public WiFi location,Estación Santa Fe - Línea H,2
-34.5874735182596,-58.3972466023343,1150,public WiFi location,Estación Las Heras - Línea H,2
-34.6642926581946,-58.4359154983254,1148,public WiFi location,"Metrobus Sur Roca, Estación La Fuente",8
-34.5950680443597,-58.3739459746051,1147,public WiFi location,"Espacio Público, Ricardo Rojas 460",1
-34.630621399177,-58.4688637998626,1138,public WiFi location,Estación San Pedrito  - Linea A,7
-34.6290852654106,-58.463545095146,1135,public WiFi location,Estación San Jose de Flores - Linea A,7
-34.5697774971687,-58.4115616974312,1134,public WiFi location,Planetario - Espacios Comunes,14
-34.5695948991741,-58.4117895684103,1120,public WiFi location,Planetario - Oficina,14
-34.5698802754878,-58.4118329848965,1119,public WiFi location,Planetario - Frente,14
-34.5703649897348,-58.4124037275788,1118,public WiFi location,Planetario - Torre Frontal Av Roldan,14
-34.56979781131,-58.4110418697021,1117,public WiFi location,Planetario - Torre Der Av Sarmiento,14
-34.5692720420839,-58.4112198245465,1116,public WiFi location,Planetario - Torre Trasera Av Casares,14
-34.6266648153041,-58.4567125371735,1115,public WiFi location,Estación Carabobo - Linea A,7
-34.6235265353764,-58.448645990708,1112,public WiFi location,Estación Puan - Linea A,6
-34.620404288793,-58.4411769431515,1108,public WiFi location,Estación Primera Junta - Linea A,6
-34.6182822314694,-58.4364317136441,1104,public WiFi location,Estación Acoyte - Linea A,6
-34.6042447576408,-58.3805714184651,1100,public WiFi location,Estación 9 de Julio - Línea D,1
-34.6152069345248,-58.429501022945,1098,public WiFi location,Estación Rio de Janeiro - Linea A,6
-34.6117721580187,-58.421813360345,1094,public WiFi location,Estación Castro Barros - Linea A,5
-34.5751745030618,-58.4350086939463,1090,public WiFi location,Estación Ministro Carranza - Línea D,14
-34.6107801788425,-58.4151864911537,1089,public WiFi location,Estación Loria - Linea A,5
-34.6098149174944,-58.406710384828,1085,public WiFi location,Estación Plaza Miserere - Linea A,3
-34.5944263187465,-58.4023988152792,1084,public WiFi location,Estación Pueyrredón  - Línea D,2
-34.6098297074511,-58.4012074748445,1082,public WiFi location,Estación Alberti - Linea A,3
-34.607801978988,-58.3739629798376,1080,public WiFi location,Estación Catedral - Línea D,1
-34.6280168240834,-58.4338151087653,1077,public WiFi location,Estación Jose Maria Moreno - Línea E,6
-34.6433115390632,-58.4616524516703,1076,public WiFi location,Estación Pza. de los Virreyes - Linea E,7
-34.640136822936,-58.4578839589404,1073,public WiFi location,Estación Varela - Linea E,7
-34.6363899772838,-58.4502798363998,1070,public WiFi location,Estación Medalla Milagrosa - Linea E,7
-34.6310420393935,-58.4421715631366,1067,public WiFi location,Estación Emilio Mitre - Linea E,7
-34.6246512136807,-58.4093881589789,1063,public WiFi location,Estación Gral. Urquiza - Linea E,3
-34.6238657595808,-58.4029375334822,1060,public WiFi location,Estación Jujuy - Linea E,3
-34.6231136597281,-58.3970677545734,1057,public WiFi location,Estación Pichincha - Linea E,3
-34.6227200203349,-58.3915133454683,1054,public WiFi location,Estación Entre Rios - Linea E,3
-34.6179385239755,-58.38153460612,1048,public WiFi location,Estación Independencia - Línea E,1
-34.6092429157875,-58.373686645299,1045,public WiFi location,Estación Bolivar - Línea E,1
-34.6253649734459,-58.4155324203836,1042,public WiFi location,Estación Boedo - Línea E,5
-34.6128480689928,-58.3775835169727,1039,public WiFi location,Estación Belgrano - Linea E,1
-34.6270106367983,-58.4267915188069,1036,public WiFi location,Estación Av. La Plata - Linea E,6
-34.6096416189988,-58.3984324971668,1032,public WiFi location,Estación Pasco - Linea A,3
-34.6092251076317,-58.3926679003585,1031,public WiFi location,Estación Congreso - Linea A,3
-34.6094083759755,-58.3867752001672,1028,public WiFi location,Estación Saenz Peña - Linea A,1
-34.6090960995112,-58.3822333859121,1024,public WiFi location,Estación Lima - Linea A,1
-34.6088844526952,-58.3790890266416,1020,public WiFi location,Estación Piedra - Linea A,1
-34.6085569407996,-58.3742678206806,1016,public WiFi location,Estación Peru - Linea A,1
-34.6088098075856,-58.3709670027952,1012,public WiFi location,Estación Plaza de Mayo - Linea A,
-34.6276185189831,-58.3814350330717,1008,public WiFi location,Estación Constitución - Linea C,1
-34.6219124738269,-58.3799227634165,1001,public WiFi location,Estación San Juan - Linea C,1
-34.6181244270587,-58.3801739310693,996,public WiFi location,Estación Independencia - Linea C,1
-34.612616493454,-58.3804455382853,992,public WiFi location,Estación Moreno - Linea C,1
-34.6089816818557,-58.380611415153,988,public WiFi location,Estación Av. De Mayo - Linea C,1
-34.6048470241063,-58.3795276203496,985,public WiFi location,Estación Diagonal Norte  - Linea C,1
-34.6017683380729,-58.3781648558478,982,public WiFi location,Estación Lavalle - Linea C,1
-34.5812488628148,-58.4742392979882,976,public WiFi location,Estacion De Los Incas - Línea B,15
-34.584090367485,-58.4662290149137,975,public WiFi location,Estación Tronador - Línea B,15
-34.5871978274454,-58.4550281941678,973,public WiFi location,Estación Federico Lacroze - Línea B,15
-34.5917141807772,-58.4475761619495,971,public WiFi location,Estación Dorrego - Línea B,15
-34.6021592973156,-58.4312762718364,968,public WiFi location,Estación Angel Gallardo - Linea B,5
-34.5950566938277,-58.3778210614244,967,public WiFi location,Estación San Martin - Linea C,1
-34.6040792544401,-58.4117611137201,963,public WiFi location,Estación Carlos Gardel - Línea B,3
-34.5911931089645,-58.3740218464687,960,public WiFi location,Estación Retiro - Linea C,1
-34.6032963233166,-58.3750732484466,953,public WiFi location,Estación Florida - Linea B,1
-34.6029883248415,-58.3699269521742,952,public WiFi location,Estación Alem - Linea B,1
-34.6046418100931,-58.3994739120811,950,public WiFi location,Estación Pasteur - Linea B,3
-34.604420862181,-58.3923092926259,946,public WiFi location,Estación Callao - Línea B,1
-34.6036354298612,-58.380716223312,942,public WiFi location,Estacion Carlos Pellegrini - Linea B,1
-34.5822253943391,-58.3837293714329,935,public WiFi location,Plaza Ledesma,1
-34.6762247804315,-58.4910030479389,934,public WiFi location,Escenario Piedra Buena,8
-34.6043310423038,-58.3717151021407,933,public WiFi location,"Espacio Público, Sarmiento 348",1
-34.6001648896942,-58.3804169508281,931,public WiFi location,"Espacio Público, Viamonte 950",1
-34.6000462027665,-58.3774672772797,930,public WiFi location,"Espacio Público, Viamonte 744",1
-34.608311852288,-58.3749099978829,929,public WiFi location,"Espacio Público, Peru 26",1
-34.5975782593987,-58.3762305516901,928,public WiFi location,"Espacio Público, Paraguay 656",1
-34.5959518989643,-58.3785095240082,927,public WiFi location,"Espacio Público, Esmeralda 1048",1
-34.6066336308134,-58.3779328436246,926,public WiFi location,"Espacio Público, Esmeralda 138",1
-34.5975950316101,-58.3728879784775,925,public WiFi location,"Espacio Público, Reconquista 875",1
-34.6010973922664,-58.3712819545944,924,public WiFi location,"Espacio Público, 25 de mayo 574",1
-34.6052985503894,-58.376515412461,923,public WiFi location,"Espacio Público, Maipu 241",1
-34.6017104845223,-58.3739762152377,922,public WiFi location,"Espacio Público, San Martín 540",1
-34.5927265568355,-58.4199467803627,920,public WiFi location,"Parques y Plazas, Plaza Unidad Latinoamericana",14
-34.6113512917655,-58.3980963527994,919,public WiFi location,"Parques y Plazas, Plaza Primero de Mayo",3
-34.6336388419413,-58.5214468491499,918,public WiFi location,"Metrobus Juan B. Justo, Estación Vélez Sarsfield",10
-34.598801499824,-58.5127048779186,916,public WiFi location,"Parques y Plazas, Plaza Arenales 2",11
-34.6002593209072,-58.5123899400315,915,public WiFi location,"Parques y Plazas, Plaza Arenales 1",11
-34.6295778142468,-58.3920650695771,914,public WiFi location,"Metrobus Sur Roca, Estación Entre Rios",4
-34.5524653783904,-58.4369869519461,913,public WiFi location,"Parques y Plazas, Plaza Parques Nacionales Argentinos",13
-34.5413943757857,-58.4703005092401,912,public WiFi location,"Parques y Plazas, Plaza Félix Lima",13
-34.6018656001877,-58.3781097766979,911,public WiFi location,"Espacio Público, Esmeralda 549",1
-34.6012057263546,-58.3774361747035,910,public WiFi location,"Espacio Público, Tucumán 744",1
-34.6045219952732,-58.372345947187,909,public WiFi location,"Espacio Público, Reconquista 281",1
-34.6022182134172,-58.3760231693405,908,public WiFi location,"Espacio Público, Lavalle 653",1
-34.5993776284311,-58.3754167577824,907,public WiFi location,"Espacio Público, Florida 746",1
-34.6038317337257,-58.3752536721808,906,public WiFi location,"Espacio Público, Florida 364",1
-34.6060150538409,-58.3751471636619,905,public WiFi location,"Espacio Público, Florida 180",1
-34.6220675517823,-58.4565667863053,904,public WiFi location,"Parques y Plazas, Plaza del Angel Gris",7
-34.6706681699885,-58.4951484805537,903,public WiFi location,Portal Inclusivo Villa15,8
-34.6748738793432,-58.4909398835094,902,public WiFi location,Capilla San Francisco,8
-34.6679461954721,-58.4935939849703,901,public WiFi location,Cancha Mate,9
-34.6551832338481,-58.4006152582066,900,public WiFi location,Portal Inclusivo Barrio 2124,4
-34.6551413358855,-58.4018142873376,899,public WiFi location,Plaza Copacabana,4
-34.6567695273052,-58.4016229487445,898,public WiFi location,Cancha M52,4
-34.6573783182942,-58.3959540314479,897,public WiFi location,Cancha Changuitos,4
-34.6443969386105,-58.4457558122262,896,public WiFi location,Plaza de la Paz,7
-34.6483016854491,-58.439553939741,895,public WiFi location,Polideportivo Rivadavia,7
-34.6186110557655,-58.5080672628557,894,public WiFi location,"Parques y Plazas, Plaza Monseñor Fermín Lafitte",10
-34.5838660038794,-58.4168064097032,893,public WiFi location,"Parques y Plazas, Jardín Botánico Carlos Thays",14
-34.6266597826788,-58.3695099295079,892,public WiFi location,"Parques y Plazas, Parque Lezama",4
-34.5614729376062,-58.4556639947248,891,public WiFi location,"Parques y Plazas, Plaza Gral. Manuel Belgrano",13
-34.6084436906846,-58.3721798970362,890,public WiFi location,"Parques y Plazas, Plaza de Mayo",1
-34.6550181556125,-58.4727025763016,888,public WiFi location,Portal Inclusivo Boulevard,9
-34.6487330761571,-58.4475500351133,887,public WiFi location,Portal Inclusivo Varela,7
-34.664187444596,-58.4524791418265,886,public WiFi location,Piletones,8
-34.6610390781556,-58.4516048096453,885,public WiFi location,Polideportivo Piletones,8
-34.6447398189336,-58.4419567892874,884,public WiFi location,Plaza de los Niños,7
-34.6505134617905,-58.4330810725935,883,public WiFi location,Portal Inclusivo Perito Moreno,7
-34.5811062158408,-58.3857936237705,881,public WiFi location,Plaza de los Gordos,1
-34.58521363167,-58.3782636627543,880,public WiFi location,Cancha de los Lapices,1
-34.6549315302244,-58.4737192592761,879,public WiFi location,Cancha San Juan Bautista,9
-34.6736087863691,-58.4681853160553,878,public WiFi location,Cancha Los Huerfanos,8
-34.6720558570794,-58.4604470897898,877,public WiFi location,Portal Inclusivo Manzana 30,8
-34.6595317332222,-58.4566955503056,876,public WiFi location,Plaza Lacarra y Somellera,8
-34.6559475402155,-58.4546894652423,875,public WiFi location,Portal Inclusivo Carrillo,8
-34.6608216129425,-58.447319580903,874,public WiFi location,Plaza Fatima,8
-34.6646367234479,-58.4427655859776,873,public WiFi location,Plaza NIDO Soldati,8
-34.6556670516434,-58.4706437710098,872,public WiFi location,Plaza La Salle,9
-34.634223707993,-58.5079225060594,870,public WiFi location,"Parques y Plazas, Parque Derechos del Hombre",10
-34.6105107208822,-58.4675159067106,866,public WiFi location,"Parques y Plazas, Plaza Dr. Roque Saenz Peña",11
-34.6643332857,-58.449048797335,865,public WiFi location,"Metrobus Sur Fernandez de la Cruz, Estación Laguna",8
-34.6946192068142,-58.4663787299824,863,public WiFi location,"Metrobus Sur Roca, Estación Piedra Buena",8
-34.5725761921847,-58.4161079790344,862,public WiFi location,"Parques y Plazas, Rosedal",14
-34.6222987072532,-58.4127293678925,861,public WiFi location,"Parques y Plazas, Plaza Mariano Boedo",5
-34.6235801520302,-58.4545834987727,856,public WiFi location,"Espacio Público, Patio de los Lecheros 1",7
-34.6176728727052,-58.4329227958166,855,public WiFi location,"Parques y Plazas, Parque Rivadavia",6
-34.5696510692025,-58.4771047729227,854,public WiFi location,"Parques y Plazas, Plaza Paseo de la Paz",12
-34.6124967953478,-58.5222113648065,853,public WiFi location,"Parques y Plazas, Plaza El Maestro",11
-34.6357213586516,-58.4821591491689,852,public WiFi location,"Parques y Plazas, Plaza Cnel. Ramón L. Falcón",10
-34.5719170340178,-58.4894086324604,851,public WiFi location,"Parques y Plazas, Plaza Echeverría",12
-34.6202032098856,-58.5278667116366,850,public WiFi location,"Parques y Plazas, Plaza Villa Real",10
-34.6108340378158,-58.5180714512038,849,public WiFi location,"Parques y Plazas, Plaza Tte. Gral. Pablo Ricchieri",11
-34.639245132272,-58.5093298300042,848,public WiFi location,"Parques y Plazas, Plaza Ejército de los Andes",10
-34.6053299736333,-58.4931035247884,847,public WiFi location,"Parques y Plazas, Plaza Aristóbulo del Valle 1",11
-34.5737506020877,-58.4750490254175,846,public WiFi location,"Parques y Plazas, Plaza Gral. J. M. Zapiola",12
-34.689968219805,-58.4612445434234,845,public WiFi location,"Metrobus Sur Roca, Estación Soldado de la Frontera",8
-34.6431127883232,-58.423172983957,844,public WiFi location,"Metrobus Sur Fernandez de la Cruz, Estación Av. La Plata",4
-34.5907884244905,-58.5011260968973,842,public WiFi location,"Parques y Plazas, Plaza Martín Rodríguez",12
-34.569737005645,-58.4533397490419,841,public WiFi location,"Parques y Plazas, Plaza Juan José Paso",13
-34.5440965802487,-58.4773533442964,840,public WiFi location,"Parques y Plazas, Plaza Benjamín Vicuña Mackenna",12
-34.5688613693903,-58.4472283795706,839,public WiFi location,"Metrobus Norte, Estación Aguilar",13
