long,lat,objeto,id,nombre,comuna
-58.4651653789148,-34.6478958805152,CMB,18,CMB N° 25,9
-58.463199016137,-34.5517022081776,CMB,19,CMB N°26,13
-58.4448228254196,-34.6051857799064,CMB,20,CMB N° 27,15
-58.4849902549043,-34.6658512004875,CMB,21,CMB N° 28,8
-58.4033261203016,-34.6123975983726,CMB,22,CMB N°29,3
-58.3705233807443,-34.6335041740733,CMB,23,CMB N° 30,4
-58.4461023572884,-34.6394070438117,CMB,24,CMB N° 31,7
-58.5040205613833,-34.6279948642509,CMB,25,CMB N° 32,10
-58.4766418292919,-34.5447883287519,CMB,26,CMB N° 33,12
-58.4988217164645,-34.5912295094877,CMB,27,CMB N° 35,15
-58.4860576068175,-34.5852125394914,CMB,28,CMB N° 36,15
-58.3717945186701,-34.6461890403859,CMB,29,CMB N° 37,4
-58.4778113057813,-34.6518838003431,CMB,30,CMB N° 38,9
-58.4245395562242,-34.6458913282137,CMB,31,CMB N° 1,4
-58.4332561710889,-34.6608080708487,CMB,32,CMB N° 39,8
-58.441181684895,-34.5894119084292,CMB,33,CMB N° 34,15
-58.5053021618344,-34.6110172752069,CMB,34,CMB N° 5,11
-58.4863959977711,-34.5652071534538,CMB,35,CMB N°17,12
-58.5080720511654,-34.6268150764954,Farmacia,,,10
-58.4689759825657,-34.6117065912837,Farmacia,,,11
-58.4093052805893,-34.5917612010672,Farmacia,,,2
-58.5248211025968,-34.6396159502234,Farmacia,,,9
-58.5066499006764,-34.6204290376584,Farmacia,,,10
-58.4730685276207,-34.6147341624871,Farmacia,,,11
-58.4607373411615,-34.5819643320509,Farmacia,,,15
-58.4675385899902,-34.5627513005287,Farmacia,,,12
-58.4312376637311,-34.6190991231819,Farmacia,,,6
-58.475430633001,-34.6059650568962,Farmacia,,,11
-58.4067079956806,-34.5808106438546,Farmacia,,,14
-58.3988675193096,-34.6102617943773,Farmacia,,,3
-58.4170867924023,-34.5976587375453,Farmacia,,,14
-58.4058046357017,-34.5882188107416,Farmacia,,,2
-58.5100660636466,-34.66373931634,Farmacia,,,9
-58.366070868342,-34.6274637125129,Farmacia,,,4
-58.4701491454416,-34.6470303371374,Farmacia,,,9
-58.42816304167,-34.6250530668799,Farmacia,,,6
-58.3869584259983,-34.5994736998096,Farmacia,,,1
-58.3908711296024,-34.6344294207626,Farmacia,,,4
-58.4630590908507,-34.555332354623,Farmacia,,,13
-58.4152453389313,-34.6206913507133,Farmacia,,,5
-58.3922352635311,-34.6183673727072,Farmacia,,,3
-58.4884150156899,-34.5777881496034,Farmacia,,,12
-58.4793748105058,-34.5569571537132,Farmacia,,,12
-58.4800149557148,-34.6410751995652,Farmacia,,,9
-58.4395623922373,-34.5956962732221,Farmacia,,,15
-58.5045151916102,-34.6130178994198,Farmacia,,,10
-58.4911332029984,-34.5909064224523,Farmacia,,,15
-58.4989670963,-34.5817499683488,Farmacia,,,
-58.459531965188,-34.6050009330282,Farmacia,,,11
-58.5114087030521,-34.5968168731906,Farmacia,,,11
-58.4331376023688,-34.5960412656,Farmacia,,,15
-58.4044971393873,-34.6122096134724,Farmacia,,,3
-58.4373753854688,-34.6283634769724,Farmacia,,,6
-58.3977204981353,-34.60734697631,Farmacia,,,3
-58.5028286824007,-34.6516579254643,Farmacia,,,9
-58.4536877419858,-34.6437502781349,Farmacia,,,7
-58.4046173912177,-34.6019997227836,Farmacia,,,3
-58.4162678889159,-34.6038734260704,Farmacia,,,5
-58.434830782628,-34.6006735767969,Farmacia,,,15
-58.501166057174,-34.6040081487804,Farmacia,,,11
-58.4292866325718,-34.6209608802814,Farmacia,,,6
-58.4487034118841,-34.5816268390841,Farmacia,,,15
-58.525507413766,-34.6370137986724,Farmacia,,,
-58.4148545366559,-34.6045315422879,Farmacia,,,5
-58.5085875056634,-34.6558609261667,Farmacia,,,9
-58.4940759903973,-34.567279162447,Farmacia,,,12
-58.4607310795588,-34.5586188758738,Farmacia,,,13
-58.4808200603911,-34.5678580281905,Farmacia,,,12
-58.4517010017325,-34.577015777024,Farmacia,,,13
-58.4731460148112,-34.5584193616247,Farmacia,,,12
-58.4760945405706,-34.660161143829,Farmacia,,,
-58.486320406937,-34.6403808317407,Farmacia,,,10
-58.494933733973,-34.5736611554451,Farmacia,,,12
-58.4388421862343,-34.5849053345592,Farmacia,,,14
-58.415824613911,-34.6143140863262,Farmacia,,,5
-58.5046317613118,-34.6591580544336,Farmacia,,,9
-58.5047312209248,-34.5977706382228,Farmacia,,,11
-58.4763229044755,-34.5795442276807,Farmacia,,,15
-58.4481086261516,-34.6252699943768,Farmacia,,,6
-58.4161874007657,-34.6058022599607,Farmacia,,,5
-58.4645721876337,-34.6276736332363,Farmacia,,,
-58.3761279420939,-34.6102814901623,Farmacia,,,1
-58.421105836378,-34.6058646559658,Farmacia,,,5
-58.4487858899291,-34.5744590527005,Farmacia,,,13
-58.4603195623141,-34.5558856669389,Farmacia,,,13
-58.4459084173517,-34.5712931604253,Farmacia,,,13
-58.4499522219815,-34.5792733186869,Farmacia,,,13
-58.4983447727297,-34.5910126321605,Farmacia,,,15
-58.5075447849769,-34.61007255417,Farmacia,,,11
-58.4213404843261,-34.6449096146543,Farmacia,,,4
-58.4810425704027,-34.6122167704764,Farmacia,,,11
-58.4457291913577,-34.6621668487791,Farmacia,,,
-58.4300208171897,-34.6106905334337,Farmacia,,,5
-58.4213735407535,-34.6083987270999,Farmacia,,,5
-58.4658987848516,-34.6248309516038,Farmacia,,,
-58.4541886584682,-34.5596694665158,Farmacia,,,13
-58.3877673244745,-34.6030510115068,Farmacia,,,1
-58.4200636770384,-34.5738642810817,Farmacia,,,14
-58.4807954956856,-34.577113479173,Farmacia,,,12
-58.3921469701809,-34.5828561356135,Farmacia,,,2
-58.4710442601769,-34.565476750226,Farmacia,,,13
-58.4331311895359,-34.5920749651749,Farmacia,,,14
-58.4656052815632,-34.5517741861103,Farmacia,,,13
-58.422616210773,-34.5755929434145,Farmacia,,,14
-58.3876222148203,-34.6148317502365,Farmacia,,,1
-58.4096603803173,-34.5785728611312,Farmacia,,,14
-58.4690454896402,-34.6175812975435,Farmacia,,,11
-58.462640939429,-34.5618011956616,Farmacia,,,13
-58.4537374842173,-34.5667069593993,Farmacia,,,13
-58.4750574911666,-34.5526252006328,Farmacia,,,12
-58.3783933181141,-34.6237659962574,Farmacia,,,1
-58.399278496068,-34.6044469739505,Farmacia,,,3
-58.4696835241495,-34.5444892158929,Farmacia,,,13
-58.4721696248768,-34.5845045567555,Farmacia,,,15
-58.3868202975948,-34.6026072411464,Farmacia,,,1
-58.4038042726134,-34.5854776517032,Farmacia,,,2
-58.4589657615226,-34.5785529885103,Farmacia,,,15
-58.523581859687,-34.6227002845254,Farmacia,,,10
-58.4883754651097,-34.6293498570309,Farmacia,,,10
-58.4968128874372,-34.5764959829143,Farmacia,,,12
-58.4795389007429,-34.5824602181167,Farmacia,,,15
-58.4598683718034,-34.6227312304387,Farmacia,,,7
-58.459218078247,-34.6744606242602,Farmacia,,,
-58.5219873506606,-34.633649451912,Farmacia,,,10
-58.4449744920963,-34.6069440125422,Farmacia,,,15
-58.5109650417832,-34.6418966542697,Farmacia,,,9
-58.4108938698311,-34.5953617729137,Farmacia,,,2
-58.3873400910652,-34.5960092306526,Farmacia,,,2
-58.4661896595799,-34.682937295256,Farmacia,,,8
-58.4693382890445,-34.5803770529828,Farmacia,,,15
-58.4606907626448,-34.5619314420785,Farmacia,,,13
-58.419462370278,-34.5875453590371,Farmacia,,,14
-58.4192539786193,-34.5869810743291,Farmacia,,,14
-58.4031652667299,-34.5974842526061,Farmacia,,,2
-58.4189183776917,-34.6067753927338,Farmacia,,,5
-58.4612192887127,-34.5572027781294,Farmacia,,,13
-58.3973092583579,-34.6307532805789,Farmacia,,,4
-58.4528804424914,-34.5509746361263,Farmacia,,,13
-58.4879304346511,-34.5972133520758,Farmacia,,,15
-58.5214985088039,-34.6086085493999,Farmacia,,,11
-58.4106807406271,-34.6004442930209,Farmacia,,,3
-58.4128254265437,-34.5840579057537,Farmacia,,,14
-58.4653272632431,-34.6163328111716,Farmacia,,,7
-58.5096479632459,-34.5772678338167,Farmacia,,,12
-58.5229873283541,-34.6390564182498,Farmacia,,,9
-58.4650474748271,-34.6030034398937,Farmacia,,,11
-58.5057623843945,-34.6547300178055,Farmacia,,,9
-58.477755058594,-34.6326362987764,Farmacia,,,10
-58.4678164156131,-34.6342821423165,Farmacia,,,7
-58.4854559861215,-34.5764643753964,Farmacia,,,12
-58.4543261188371,-34.5670456823887,Farmacia,,,13
-58.4165235586839,-34.6184227959282,Farmacia,,,5
-58.5124073771408,-34.6011982661155,Farmacia,,,11
-58.425924555514,-34.6297001900707,Farmacia,,,5
-58.4974553945313,-34.5972578643562,Farmacia,,,11
-58.4321949673739,-34.5902011116424,Farmacia,,,14
-58.3872602116645,-34.6102000137848,Farmacia,,,1
-58.4896697232187,-34.60149479502,Farmacia,,,11
-58.4431368298588,-34.5997391327949,Farmacia,,,15
-58.3967398041872,-34.606110412899,Farmacia,,,3
-58.5016651704843,-34.6673061232399,Farmacia,,,9
-58.4865718256055,-34.615430949048,Farmacia,,,11
-58.4012924858726,-34.609680563656,Farmacia,,,3
-58.4122413481085,-34.6042721867331,Farmacia,,,3
-58.4372376765715,-34.6347440432703,Farmacia,,,7
-58.5005830843023,-34.6325077990912,Farmacia,,,10
-58.458470224372,-34.5646479308772,Farmacia,,,13
-58.5072617359377,-34.5895675189305,Farmacia,,,12
-58.4597051166608,-34.6024926250675,Farmacia,,,15
-58.4615551938097,-34.614884723676,Farmacia,,,7
-58.4469789804384,-34.59200946854,Farmacia,,,15
-58.4834189369839,-34.6292479635397,Farmacia,,,10
-58.4833416747863,-34.5606940076791,Farmacia,,,12
-58.4046818587772,-34.6007663184927,Farmacia,,,3
-58.4217062605824,-34.6260839278423,Farmacia,,,5
-58.5117540711333,-34.587404674411,Farmacia,,,11
-58.464464149468,-34.5845423141478,Farmacia,,,15
-58.4166276752356,-34.6505555741026,Farmacia,,,4
-58.4543054382801,-34.6115658138242,Farmacia,,,6
-58.4430199748471,-34.6647206032367,Farmacia,,,8
-58.5253864914275,-34.6140006266717,Farmacia,,,10
-58.3998593874562,-34.6023682600541,Farmacia,,,3
-58.3899788013773,-34.5881309551189,Farmacia,,,2
-58.4049041286723,-34.6032169775441,Farmacia,,,3
-58.441817990533,-34.6041869588628,Farmacia,,,15
-58.4429792750537,-34.6163843493903,Farmacia,,,6
-58.4313853803276,-34.6413783723093,Farmacia,,,7
-58.4710909749286,-34.6657170275988,Farmacia,,,8
-58.4670613542958,-34.5523041251325,Farmacia,,,13
-58.4632733467195,-34.5639723907479,Farmacia,,,13
-58.4495552813063,-34.5786138308839,Farmacia,,,13
-58.430758141648,-34.6085603807426,Farmacia,,,6
-58.445227030049,-34.6422972982154,Farmacia,,,7
-58.526691158173,-34.6381681353956,Farmacia,,,9
-58.3908766794501,-34.6279396246168,Farmacia,,,1
-58.3836347327784,-34.624874567737,Farmacia,,,1
-58.3957295729638,-34.6181873781331,Farmacia,,,3
-58.3934351243083,-34.6062217612577,Farmacia,,,3
-58.4566234951501,-34.6052141203112,Farmacia,,,6
-58.4483133206851,-34.6340528739957,Farmacia,,,7
-58.4229180769106,-34.6308829199951,Farmacia,,,5
-58.3856692123176,-34.6248540961024,Farmacia,,,
-58.5177682576308,-34.6058890446133,Farmacia,,,11
-58.4562421000772,-34.6158651886334,Farmacia,,,6
-58.4191523606749,-34.5832009938266,Farmacia,,,14
-58.4710370970123,-34.5866817357703,Farmacia,,,15
-58.4980624828212,-34.6216748679176,Farmacia,,,10
-58.4046145541558,-34.624262876231,Farmacia,,,3
-58.4060730796503,-34.5852706214863,Farmacia,,,2
-58.4081036636079,-34.6338431289847,Farmacia,,,4
-58.4076606477471,-34.5982226654336,Farmacia,,,3
-58.4625714425272,-34.5566952061337,Farmacia,,,13
-58.414177805087,-34.6157031484916,Farmacia,,,5
-58.4540492525546,-34.6258266095213,Farmacia,,,7
-58.4589647105148,-34.6083221845972,Farmacia,,,6
-58.3998578315131,-34.6099385305885,Farmacia,,,3
-58.4637396629712,-34.5660091034919,Farmacia,,,13
-58.4644312353192,-34.5532158776207,Farmacia,,,13
-58.395287906288,-34.6033839505376,Farmacia,,,3
-58.4418170789474,-34.5968095552312,Farmacia,,,15
-58.4146262868729,-34.5942021219401,Farmacia,,,14
-58.4702389706626,-34.6890914128166,Farmacia,,,8
-58.418829968725,-34.5890294178636,Farmacia,,,14
-58.4130560613068,-34.6152961582842,Farmacia,,,5
-58.4425682721584,-34.5623776834686,Farmacia,,,13
-58.4901421846335,-34.6114425873973,Farmacia,,,11
-58.4453868220867,-34.6295369115996,Farmacia,,,6
-58.4613780628269,-34.6360309867618,Farmacia,,,7
-58.3947193546204,-34.6095620381014,Farmacia,,,3
-58.3798354078335,-34.6504081314035,Farmacia,,,4
-58.3802480041807,-34.6133768688265,Farmacia,,,1
-58.3848829376941,-34.6135316275023,Farmacia,,,1
-58.4350042827843,-34.567810699132,Farmacia,,,14
-58.4539366108133,-34.6011793056265,Farmacia,,,15
-58.414800880336,-34.610941610501,Farmacia,,,5
-58.4413796301484,-34.60825833453,Farmacia,,,6
-58.3973892429704,-34.6182843444253,Farmacia,,,3
-58.5219473663114,-34.6552020915186,Farmacia,,,9
-58.3733831549131,-34.6220938324161,Farmacia,,,1
-58.4467174227088,-34.6272291592607,Farmacia,,,6
-58.511792871028,-34.5954779368657,Farmacia,,,
-58.3577496652149,-34.6347200967437,Farmacia,,,4
-58.481714736134,-34.6529777206552,Farmacia,,,9
-58.401907373814,-34.5907927278246,Farmacia,,,2
-58.4077593500948,-34.6207888889186,Farmacia,,,3
-58.4030632327054,-34.611347554346,Farmacia,,,3
-58.4140365575914,-34.6052395107598,Farmacia,,,5
-58.4889392397307,-34.5551595276257,Farmacia,,,12
-58.4747296927839,-34.6659616819456,Farmacia,,,8
-58.4383751799988,-34.6086177164112,Farmacia,,,6
-58.3583184318142,-34.6366722811153,Farmacia,,,4
-58.4627226907985,-34.5496713787035,Farmacia,,,13
-58.4856184129425,-34.5823108860429,Farmacia,,,12
-58.5004773057837,-34.6500148315741,Farmacia,,,9
-58.4773996508167,-34.6252751718656,Farmacia,,,10
-58.3871097433077,-34.59843582542,Farmacia,,,2
-58.4856644418242,-34.6427607556969,Farmacia,,,9
-58.4469950301774,-34.6076241929122,Farmacia,,,6
-58.50766448599,-34.612047652701,Farmacia,,,11
-58.4621126629322,-34.5668574195376,Farmacia,,,13
-58.5010666662582,-34.585383770272,Farmacia,,,12
-58.4667085598048,-34.599714042609,Farmacia,,,15
-58.4083336112484,-34.610471473878,Farmacia,,,3
-58.4145152903009,-34.5908347322588,Farmacia,,,14
-58.4729359210659,-34.5422860196881,Farmacia,,,13
-58.4672394396747,-34.6457439072139,Farmacia,,,9
-58.3918658136819,-34.6009526677646,Farmacia,,,1
-58.4694361152668,-34.5588811357878,Farmacia,,,12
-58.3934534257787,-34.5951088331096,Farmacia,,,2
-58.423025044173,-34.6519954649286,Farmacia,,,4
-58.4757067057461,-34.5880188264538,Farmacia,,,15
-58.4369036470455,-34.6218773675217,Farmacia,,,6
-58.4093075162985,-34.6475013877121,Farmacia,,,4
-58.3782141305875,-34.5974942621777,Farmacia,,,1
-58.4824974159365,-34.6341585413263,Farmacia,,,10
-58.4804234665376,-34.5731362175894,Farmacia,,,12
