index,Name,Longitude,Latitude,Type,b_id
22,Hogar ASAC - Asociación de Ayuda al Ciego,-58.422537,-34.606049,hostel,12
23,"Hogar HODIF - Asociación Pro Hogares y Promoción del Discapacitado ""Monseñor Francois""",-58.504086,-34.643181,hostel,17
24,"Hogar HODIF - Asociación Pro Hogares y Promoción del Discapacitado ""Monseñor Francois""",-58.478334,-34.623819,hostel,8
25,Hogar Naón - Fundación Pobre de Asís,-58.478775,-34.560056,hostel,42
26,Hogar Kaupé - Fundación Pobre de Asís,-58.433462,-34.574829,hostel,0
27,Natatorio del Polideportivo Parque Chacabuco,-58.442829,-34.63606,hostel,9
28,Polideportivo Avellaneda,-58.474224,-34.645812,hostel,10
29,Polideportivo Pereyra,-58.389291,-34.649017,hostel,32
31,Hogar Puente 1 - Puentes de Esperanza,-58.46696,-34.622624,hostel,19
0,UPSA - VOLAR,-58.381791,-34.617596999999996,retirement home,36
1,TIEMPO DE ENCUENTRO   ,-58.391270999999996,-34.60791,retirement home,43
2,NUEVOS HORIZONTES,-58.375528,-34.622966999999996,retirement home,41
3,EL PORVENIR DE SAN TELMO,-58.375627,-34.621722999999996,retirement home,41
4,BIENVENIDOS,-58.385163,-34.62358,retirement home,38
5,APEJURA ASOC DE PENS Y JUB DE LA REPUBLICA ARGENTINA ASOCIACION CIVIL,-58.379144,-34.618551000000004,retirement home,38
6,SAN PEDRO TELMO,-58.37214399999999,-34.624206,retirement home,41
7,ASOC CIVIL CENTRO DE JUB GASTRONOMICOS,-58.383008999999994,-34.623487,retirement home,38
8,18 DE ABRIL,-58.386194999999994,-34.61159,retirement home,36
10,LA PUESTA DEL SOL,-58.388987,-34.617263,retirement home,36
11,BARRIO NORTE,-58.403552000000005,-34.587601,retirement home,44
12,CENTRO DE LA TERCERA EDAD MANANTIAL,-58.414804000000004,-34.579511,retirement home,0
13,JARDIN DE LA AMISTAD,-58.412265000000005,-34.599794,retirement home,12
14,LA EXPERIENCIA,-58.407723,-34.620325,retirement home,5
15,HIPOLITO YRIGOYEN,-58.407365000000006,-34.621772,retirement home,5
16,RENOVACION,-58.402508,-34.599548999999996,retirement home,4
17,ASOC CIVIL ARCO IRIS DE SAN CRISTOBAL,-58.403736,-34.628248,retirement home,5
18,SIMONA VERON,-58.466176000000004,-34.606691,retirement home,7
19,RINCON DE LA ALEGRIA,-58.394465000000004,-34.612893,retirement home,4
20,ALFREDO PICARDI,-58.40628,-34.621891,retirement home,5
21,DOÑA ROSA,-58.39645600000001,-34.629923,retirement home,40
22,JORGA SALOMÓN,-58.399305000000005,-34.614826,retirement home,4
23,CIUDAD DE BUENOS AIRES,-58.41125699999999,-34.6004,retirement home,4
24,LOS DORADOS ANOS,-58.410061999999996,-34.656397999999996,retirement home,46
25,JUVENTUD UNIDA,-58.393916000000004,-34.651501,retirement home,32
26,PARA LA TERCERA EDAD SANTA LUCIA,-58.373551,-34.644939,retirement home,32
27,DE LOS PATRICIOS,-58.368729,-34.644153,retirement home,32
28,LA NUEVA ESPERANZA DE BARRACAS,-58.38440799999999,-34.646256,retirement home,32
29,RIBERA SUR,-58.361408,-34.629978,retirement home,24
30,ENRIQUE PAVON PEREYRA,-58.38265500000001,-34.649046999999996,retirement home,32
32,P. PATRICIOS- NUEVA POMPEYA- ASOCIACION CIVIL,-58.42471999999999,-34.642247999999995,retirement home,46
33,POMPEYA-PARQUE DE LOS PATRICIOS,-58.401079,-34.638726,retirement home,40
34,ABUELOS DEL RIESTRA,-58.431553,-34.645695,retirement home,46
35,NUEVA ARGENTINA,-58.428789,-34.647451000000004,retirement home,46
37,BENITO QUINQUELA MARTIN,-58.364404,-34.637093,retirement home,24
38,ROBUSTIANA SAN MARTIN,-58.398749,-34.651078999999996,retirement home,32
39,DE LA INDUSTRIA DEL GAS POR NUESTROS DERECHOS,-58.37305500000001,-34.639853,retirement home,32
40,6 DE ENERO,-58.433762,-34.646105,retirement home,46
41,ESPERANZA VIVA,-58.406318000000006,-34.631555999999996,retirement home,40
42,PLAZA CONSTITUCION,-58.386912,-34.63019,retirement home,38
44,ALMAFUERTE,-58.397501,-34.63147,retirement home,40
45,CATALINAS SUR,-58.364338000000004,-34.628143,retirement home,24
46,PADRE FEDERICO GROTE,-58.367924,-34.638921999999994,retirement home,24
47,CENTRO CULTURAL ACTUARTE,-58.362621,-34.635026,retirement home,24
48,PRIMAVERA,-58.395782,-34.625060999999995,retirement home,5
49,ADULTOS MAYORES AVE FENIX,-58.362058999999995,-34.634602,retirement home,24
51,LOS PEQUENOS GRANDES,-58.380182,-34.645275,retirement home,32
52,EL REGRESO,-58.433069999999994,-34.645313,retirement home,9
53,JUAN DE DIOS FILIBERTO,-58.36114499999999,-34.634578000000005,retirement home,24
54,HUGO DEL CARRIL,-58.367988000000004,-34.648843,retirement home,32
55,ALMAGRO-BOEDO,-58.424893999999995,-34.613621,retirement home,39
56,PUERTA ABIERTA A LA DIVERSIDAD,-58.400647,-34.621527,retirement home,4
57,AMANECER,-58.48783100000001,-34.648036,retirement home,10
58,SIEMPRE PRIMAVERA- ASOCIACION CIVIL,-58.419688,-34.609737,retirement home,12
59,GRUPO PARA VIVIR MEJOR,-58.419153,-34.623615,retirement home,39
60,FLORECER DE ALMAGRO,-58.419066,-34.604383,retirement home,12
61,27 DE OCTUBRE,-58.42689300000001,-34.620739,retirement home,12
62,DULCES ENCUENTROS,-58.426678,-34.611198,retirement home,12
63,LA CASA DE ANGELA,-58.385943999999995,-34.616493,retirement home,36
64,DEL BICENTENARIO,-58.43040500000001,-34.629634,retirement home,9
65,SAN CRISTOBAL,-58.414202,-34.617825,retirement home,12
66,MI ESPERANZA,-58.452558999999994,-34.610938,retirement home,11
67,VERDE ESPERANZA,-58.457668999999996,-34.623095,retirement home,19
68,NUESTRA SENORA DE LOS BUENOS AIRES,-58.454479000000006,-34.609947,retirement home,11
69,VOLVER A VIVIR,-58.524803000000006,-34.6357,retirement home,21
70,YO SOY LUZ,-58.457536,-34.623131,retirement home,19
71,DAR AMOR,-58.441038,-34.618807000000004,retirement home,11
72,NUESTRO TIEMPO DE CABALLITO,-58.442199,-34.619338,retirement home,11
73,COMPARTIENDO ALEGRIAS,-58.453366,-34.636421,retirement home,19
74,ABUELOS PORTEÑOS,-58.455797,-34.644311,retirement home,19
75,PINTITAS,-58.460524,-34.651552,retirement home,10
76,REEMPEZAR,-58.460561,-34.642959000000005,retirement home,19
78,AMIGOS DEL PARQUECITO,-58.431837,-34.629664,retirement home,9
79,LA FABRICA,-58.469591,-34.620505,retirement home,19
80,EL TIEMPO DE LOS SUEÑOS,-58.46615,-34.633854,retirement home,19
81,VOLVER A VIVIR DIAS FELICES,-58.46069,-34.620740000000005,retirement home,19
82,LOS GALANCITOS,-58.440808999999994,-34.644127000000005,retirement home,19
83,MONSEÑOR VERNAZZA,-58.445075,-34.642089,retirement home,9
85,LA RAZON DE VIVIR,-58.440121999999995,-34.643368,retirement home,9
86,EL SUR DE LOS ABUELITOS,-58.423936,-34.640336,retirement home,46
87,LOS AÑOS FELICES,-58.46499300000001,-34.634199,retirement home,19
88,HORAS INOLVIDABLES,-58.466527,-34.630964,retirement home,19
90,VIVIR EN AMISTAD,-58.432283,-34.643527,retirement home,9
91,PASELO BIEN,-58.453285,-34.636386,retirement home,19
92,NUESTRA ESPERANZA,-58.43248199999999,-34.638951,retirement home,9
93,PLAZA FLORES,-58.463224,-34.627355,retirement home,19
94,CELEBRAR LA VIDA,-58.453897,-34.635096000000004,retirement home,19
95,MOMENTOS FELICES,-58.465375,-34.647303,retirement home,10
96,AMOR MAS AMOR,-58.464364,-34.643893,retirement home,19
97,CLUB DE LA TERCERA EDAD CASA FELIZ,-58.439641,-34.631344,retirement home,9
98,NUEVA ESPERANZA,-58.437615,-34.637484,retirement home,19
99,UN LUGAR DIFERENTE,-58.454677000000004,-34.639662,retirement home,19
100,UN NUEVO HOGAR,-58.455486,-34.641086,retirement home,19
101,ENCUENTRO VECINAL SUR,-58.43509,-34.636603,retirement home,9
102,EL ESFUERZO DE LOS ABUELOS,-58.468613,-34.641855,retirement home,19
103,CRECER EN SOLIDARIDAD,-58.46605,-34.640948,retirement home,19
104,CLUB DE LA TERCERA EDAD SANTA ISABEL DE HUNGRIA,-58.436569999999996,-34.631531,retirement home,9
105,AMOR Y VIDA,-58.473949,-34.637492,retirement home,8
106,EL ENCANTO POR LA VIDA,-58.43291899999999,-34.634935,retirement home,9
107,LA LUZ DE EVA,-58.491816,-34.677758000000004,retirement home,30
108,COMPARTIENDO SUENOS,-58.476248,-34.678971000000004,retirement home,30
111,CAÑADA DE GOMEZ,-58.471087,-34.682146,retirement home,30
112,NUESTRO RINCONCITO,-58.47621899999999,-34.685586,retirement home,34
113,CENTRO SOCIAL Y CULTURAL COMPARTIR,-58.463291000000005,-34.687104999999995,retirement home,30
115,RENACER 2001,-58.468236,-34.688053000000004,retirement home,18
116,ASOCIACION DE JUB Y PENS DE VILLA LUGANO,-58.471902,-34.685184,retirement home,18
118,CORAZONES AMIGOS,-58.464408,-34.683087,retirement home,30
120,HIMNO A LA VIDA,-58.492718999999994,-34.679541,retirement home,30
121,CENTRO SOCIAL Y CULTURAL DE LA TERCERA EDAD FLORECER,-58.473518999999996,-34.690158000000004,retirement home,30
122,GENTE COMO UNO,-58.48645500000001,-34.663377000000004,retirement home,30
123,PAMPERO,-58.483695999999995,-34.667497,retirement home,30
124,RINCON FELIZ,-58.484975,-34.671169,retirement home,30
125,ARCO IRIS DE LUGANO CLUB SOCIAL Y DEPORTIVO 9 DE JULIO,-58.469595,-34.692339000000004,retirement home,34
126,9 DE JULIO,-58.459975,-34.685790000000004,retirement home,30
127,LUGANO EN MARCHA,-58.484795,-34.670008,retirement home,30
128,TIEMPO FELIZ,-58.480373,-34.671788,retirement home,30
130,QUINTA DEL MOLINO,-58.440714,-34.663961,retirement home,37
131,DE LA TERCERA EDAD Y ACTIVIDADES INTERMEDIAS JUAN JOSE NAGERA,-58.46852,-34.657445,retirement home,10
132,ALBARINO,-58.478026,-34.666331,retirement home,30
133,LA LUZ DE SILVIA,-58.48005,-34.671389000000005,retirement home,30
134,MI ESPERANZA,-58.465543000000004,-34.682975,retirement home,30
135,DE LA TERCERA EDAD 8 DE OCTUBRE,-58.496745999999995,-34.621864,retirement home,8
136,RUCA MALEM,-58.475026,-34.664462,retirement home,30
137,RAZONES PARA VIVIR,-58.48599599999999,-34.647273999999996,retirement home,10
138,MOMENTOS DE AMIGOS,-58.509715,-34.665561,retirement home,18
139,LOS ABUELOS DE MATADEROS,-58.509852,-34.665036,retirement home,18
140,LA ARMONIA,-58.523543999999994,-34.651486,retirement home,21
141,SUENOS DEL ALMA,-58.493842,-34.65166,retirement home,18
142,ARMANDO F. CANZZIANI ,-58.517458,-34.652556,retirement home,21
143,LINIERS SUR,-58.529182999999996,-34.647312,retirement home,21
144,FLORENTINO AMEGHINO,-58.472925,-34.651892,retirement home,10
145,POR SIEMPRE JUNTOS,-58.524221999999995,-34.641490999999995,retirement home,21
146,DESHOJANDO MARGARITAS,-58.525691,-34.649658,retirement home,21
147,GANAS DE VIVIR,-58.503474,-34.647446,retirement home,18
148,LA PORTENA,-58.521403,-34.636559000000005,retirement home,21
149,ESTRELLA,-58.476921,-34.658358,retirement home,10
150,EL HORNERO,-58.491778000000004,-34.646229999999996,retirement home,10
151,DE VILLA REAL,-58.519619999999996,-34.627428,retirement home,20
153,LOS GURISES,-58.511846,-34.625218,retirement home,17
154,MI CASITA,-58.500432999999994,-34.625122999999995,retirement home,22
155,7 DE JUNIO,-58.49468,-34.631633,retirement home,17
156,RINCON DE AMIGOS FRANCISCO MANRIQUE,-58.514968,-34.617349,retirement home,23
157,CERVANTES,-58.50959,-34.623525,retirement home,33
158,ANGELITA,-58.509886,-34.659277,retirement home,18
159,ALFONSINA STORNI,-58.500780000000006,-34.638585,retirement home,17
160,ROSAS DE OTOÑO,-58.502269999999996,-34.631574,retirement home,17
161,VILLA LURO CENTRAL,-58.494459,-34.638111,retirement home,17
162,AGRUPACION AFILIADOS A PAMI 2,-58.525116000000004,-34.631342,retirement home,20
163,DR RAMON CARRILLO,-58.509638,-34.629711,retirement home,17
164,MORDISQUITO,-58.49554499999999,-34.622723,retirement home,8
165,ASOC CIVIL RECREATIVO DE JUB Y PENS PLAZA VILLA REAL,-58.527065,-34.620288,retirement home,45
166,LOS AMIGOS DE VERSAILLES,-58.528436,-34.630858,retirement home,20
167,RINCON DE LA AMISTAD GRUPO HIV,-58.496956000000004,-34.642674,retirement home,17
168,LA PRIMAVERA DE LA VIDA,-58.496871,-34.624914000000004,retirement home,22
169,FELICIDAD,-58.494544999999995,-34.639845,retirement home,17
170,PLENO VIVIR,-58.5092,-34.613648,retirement home,23
171,DE CIEGOS Y DISMINUIDOS VISUALES,-58.479059,-34.635756,retirement home,8
172,VOLVER A VIVIR,-58.524803000000006,-34.6357,retirement home,21
173,ABUELOS UNIDOS,-58.514365000000005,-34.603063,retirement home,23
174,8 DE OCTUBRE,-58.496745999999995,-34.621864,retirement home,8
175,ABUELOS DE VILLA LURO,-58.509722,-34.631444,retirement home,17
176,LUCES DE BUENOS AIRES,-58.503173,-34.614858,retirement home,33
177,SUYAI,-58.493807999999994,-34.624915,retirement home,8
178,LA MUCHACHADA DEL AYER,-58.513943000000005,-34.6272,retirement home,20
180,DE VILLA LURO LA AMISTAD,-58.497516000000005,-34.6362,retirement home,17
181,ARGENTINA NUESTRO HOGAR,-58.494422,-34.581582,retirement home,16
182,DOÑA FILOMENA,-58.512129,-34.617494,retirement home,33
183,AMOR Y PAZ,-58.521478,-34.610240999999995,retirement home,23
184,ESENCIA DE VIDA,-58.464833,-34.615372,retirement home,7
185,14 DE MAYO DE 1989,-58.464889,-34.615299,retirement home,7
187,RAMON CARRILLO DE VILLA DEVOTO,-58.513339,-34.620965000000005,retirement home,33
188,HOMERO MANZI,-58.487759,-34.616141999999996,retirement home,31
189,CARACAS,-58.475306,-34.605671,retirement home,29
190,ESQUINA DE ENCUENTRO,-58.476746999999996,-34.60396,retirement home,29
191,VOLVER A EMPEZAR,-58.486261,-34.618439,retirement home,31
192,12 DE OCTUBRE,-58.459720999999995,-34.603331,retirement home,6
194,EL ALBA,-58.498881000000004,-34.61053,retirement home,29
195,SOLAMENTE AMIGOS,-58.514365000000005,-34.603063,retirement home,23
197,JUVENILLA,-58.508943,-34.585553000000004,retirement home,16
198,LOS AUTENTICOS DE VILLA DEL PARQUE,-58.499126000000004,-34.602540000000005,retirement home,29
199,TITA MERELLO,-58.492456999999995,-34.611360999999995,retirement home,29
200,LA FLOR DEL PARQUE,-58.491358,-34.602565000000006,retirement home,29
201,NUESTRO MUNDO FELIZ,-58.510127000000004,-34.613766999999996,retirement home,23
202,HUGO DEL CARRIL DE VILLA DEL PARQUE,-58.498778,-34.606885,retirement home,29
203,DEVOTO SUR,-58.510548,-34.614016,retirement home,23
204,DR RAMON CARRILLO 1N ASOCIACION CIVIL,-58.51181700000001,-34.615239,retirement home,23
205,ABUELOS SIGLO XXI,-58.52159,-34.608844,retirement home,23
206,14 DE MAYO,-58.483627,-34.612531,retirement home,7
207,REJUVENECER EL ATARDECER,-58.48979,-34.597174,retirement home,25
208,SAGRADO CORAZON,-58.48979,-34.597174,retirement home,25
209,CARLOS CARELLA,-58.497229000000004,-34.610851000000004,retirement home,29
210,CAPICUA,-58.503994999999996,-34.613872,retirement home,33
211,LA PATERNAL,-58.468886,-34.60277,retirement home,7
212,"CLUB DE LA TERCERA JUVENTUD-DELEGACION RINCON ARGENTINO ""LA CASA DE EVA PERON""",-58.507874,-34.576325,retirement home,16
213,LOS CAMINANTES,-58.494826,-34.5702,retirement home,14
214,CASA DEL JUBILADO,-58.485679000000005,-34.551488,retirement home,15
215,DEL CARMEN DE URQUIZA TERCERA EDAD,-58.48856899999999,-34.573217,retirement home,14
216,EL REENCUENTRO DE LOS AMIGOS,-58.501989,-34.573005,retirement home,14
217,LUNA BU,-58.509761,-34.579865000000005,retirement home,16
218,SAAVEDRA-URQUIZA,-58.475699,-34.575355,retirement home,14
219,ARGENTINA EN MOVIMIENTO,-58.492430000000006,-34.551559000000005,retirement home,15
221,EL FUTURO,-58.496230000000004,-34.564146,retirement home,14
222,SIEMPRE JUNTOS DE VILLA URQUIZA,-58.483107999999994,-34.569503999999995,retirement home,14
223,JUNTOS,-58.473265000000005,-34.566897999999995,retirement home,14
224,CONVIVENCIA FELIZ,-58.483396,-34.549324,retirement home,15
225,ESTRELLAS DE SAAVEDRA,-58.482997999999995,-34.547467,retirement home,15
226,AMISTAD Y LIBERTAD,-58.49799,-34.588896000000005,retirement home,16
227,NUESTRA CASA,-58.493258999999995,-34.567894,retirement home,14
229,DE ADULTOS MAYORES QUE SABEN VIVIR,-58.467445999999995,-34.559117,retirement home,1
230,FORTALEZA,-58.458543999999996,-34.573208,retirement home,28
231,GRUPO DE TERCERA EDAD ARDILLAS,-58.455304000000005,-34.561952000000005,retirement home,1
232,PARTICIPANDO,-58.422587,-34.592417,retirement home,0
