index,Name,Longitude,Latitude,Type,b_id
233,ARMONIA DE LA PARROQUIA SANTA LUCIA DE PALERMO,-58.422855000000006,-34.59451,retirement home,0
234,PARTICIPAR,-58.424693000000005,-34.584387,retirement home,0
235,AMANECER DE PRIMAVERA,-58.443213,-34.585072,retirement home,0
236,VILLA CRESPO CENTRAL,-58.439986,-34.597596,retirement home,6
237,AMISTAD Y UNION,-58.479093999999996,-34.587897999999996,retirement home,47
238,AMIGOS POR EL TEJO,-58.459885,-34.60345,retirement home,27
239,AMIGOS DEL VILLA MODELO,-58.476851,-34.584908,retirement home,47
240,DE TERCERA EDAD LA ESPERANZA DE PARQUE CHAS,-58.478116,-34.58579,retirement home,47
241,AMIGOS DE VILLA MITRE,-58.465326,-34.614535,retirement home,7
242,A EMPEZAR,-58.469623,-34.58213,retirement home,14
243,JOVENES DEL TERCER MILENIO-ASOCIACION CIVIL,-58.45268299999999,-34.586465000000004,retirement home,26
244,EL LABERINTO DE PARQUE CHAS,-58.479161,-34.582158,retirement home,47
246,22 DE AGOSTO,-58.442962,-34.597825,retirement home,6
247,ABUELOS DE VILLA ORTUZAR,-58.469627,-34.582402,retirement home,3
248,JUSTICIA SOCIAL,-58.471938,-34.580436,retirement home,27
249,LA ISLA DE LA PATERNAL,-58.469075,-34.593296,retirement home,27
250,EL FORTIN DE VILLA ORTUZAR,-58.468379000000006,-34.587906,retirement home,3
251,CHACARITA COLEGIALES,-58.452148,-34.586156,retirement home,26
252,UNIDOS PARA SIEMPRE,-58.476443,-34.58662,retirement home,47
253,DE VIDA EN AMOR,-58.467065000000005,-34.601571,retirement home,27
254,"TIERRA, TECHO Y TRABAJO",-58.458412,-34.595958,retirement home,26
255,CARLOS MORA,-58.460566,-34.600636,retirement home,27
256,LOS ABUELOS DEL CIRCULO DE LA PATERNAL,-58.469067,-34.594546,retirement home,27
257,AMISTAD Y ESPERANZA,-58.36957099999999,-34.6316,retirement home,24
258,DONA BETTY DE LA BOCA,-58.365605,-34.643172,retirement home,24
259,GRANDES ESPERANZAS,-58.469460999999995,-34.676590999999995,retirement home,30
260,Sueño Cumplido,-58.483746,-34.619634000000005,retirement home,31
261,Floparch,-58.46875,-34.63346,retirement home,19
262,DR. RAUL MATERA,-58.509699,-34.577407,retirement home,16
263,VENGO A PROPONERLES UN SUEÑO,-58.516677,-34.600287,retirement home,23
264,TODOS UNIDOS,-58.491214,-34.589682,retirement home,25
266,CARLOS GARDEL 1º,-58.494416,-34.605683,retirement home,29
267,JOVENES CORAZONES,-58.423131999999995,-34.61456,retirement home,12
268,VIDA,-58.473381,-34.611388,retirement home,7
269,EL CAMINO REAL DE LINIERS ,-58.522955,-34.641509,retirement home,21
270,21 DE DICIEMBRE,-58.37908,-34.649324,retirement home,32
272,LA VIDA ES BELLA,-58.49162,-34.619131,retirement home,8
273,JUAN MANUEL DE ROSAS ,-58.47943000000001,-34.582459,retirement home,47
274,GENERAL PUEYRREDON ,-58.488156000000004,-34.670733,retirement home,30
275,AMIGOS DE LA PLAZA ALEM ,-58.50356,-34.57598,retirement home,16
276,ALEGRES MOMENTOS ,-58.491119999999995,-34.606392,retirement home,29
277,SAGRADO CORAZON,-58.48979,-34.597174,retirement home,25
278,CUQUI ROBLES,-58.517565000000005,-34.652882,retirement home,21
279,MILAGRO AL SUR,-58.474976,-34.678041,retirement home,30
280,ESPACIO PORTEÑO,-58.385994999999994,-34.614767,retirement home,36
281,BARRIO ESPORA,-58.404013,-34.656471999999994,retirement home,46
282,DR. RAMON CARRILLO,-58.389915,-34.622069,retirement home,38
283,DR. FAVALORO FLORES SUR,-58.459523,-34.641364,retirement home,19
284,LA TACITA,-58.483681999999995,-34.63176,retirement home,8
285,CABOPE,-58.489920999999995,-34.572153,retirement home,14
286,CENTRO DE JUBILADOS BARRIO KENNEDY,-58.51684399999999,-34.633072999999996,retirement home,21
287,ALEGRIA Y FELICIDAD,-58.468258,-34.642247,retirement home,10
288,CENTRO DE JUBILADOS Y PENSIONADOS SORDOMUDOS DE LA REPUBLICA ARGENTINA ,-58.400284,-34.599662,retirement home,4
0,roque saenz peña,-58.378478165306994,-34.6055638933487,social organization,43
1,CORRALES,-58.442891577877205,-34.6653434874475,social organization,37
2,Mariano Acosta,-58.45661851615271,-34.6546581102935,social organization,37
3,Riestra,-58.4366890096364,-34.6467990810514,social organization,9
4,Perito Moreno,-58.433015603788796,-34.650569334871804,social organization,19
13,"BARROS PAZOS, JOSE",-58.4671480514843,-34.6765854259228,social organization,30
14,Barros Pazos,-58.4671480514843,-34.6765854259228,social organization,30
17,Larraya,-58.4693134118622,-34.6765431242438,social organization,30
18,Larraya,-58.4694072589839,-34.6766386708747,social organization,30
20,Pola,-58.465328229845,-34.677386582635606,social organization,30
22,chilavert,-58.46487288507689,-34.6755566123378,social organization,30
45,Albariño,-58.4880716735777,-34.6567519133779,social organization,18
47,Avenida Escalada,-58.4619543358455,-34.6719991674199,social organization,30
48,Av Perito Moreno,-58.433768045524594,-34.6506694293783,social organization,19
49,Av. Eva Perón,-58.4941970947994,-34.6686727286716,social organization,30
50,Plumerillo,-58.455838933748595,-34.665357422166096,social organization,37
52,Av. Roca,-58.4565809191806,-34.6859151182952,social organization,34
53,Cóndor,-58.4364338782061,-34.6621659901747,social organization,37
54,San Pedrito,-58.43896727904139,-34.660725072142704,social organization,37
55,2 De Abril De 1982,-58.4914273639819,-34.6782765529063,social organization,30
56,Ana María Janer,-58.453134093596404,-34.6622865584485,social organization,37
57,Saraza,-58.467459651823,-34.660585557523305,social organization,30
63,los cedros,-58.48813596427961,-34.6832763052992,social organization,30
90,Lacarra,-58.4450826576338,-34.668757863379504,social organization,37
102,"BARROS PAZOS, JOSE",-58.4501062429427,-34.6624563273807,social organization,37
107,Mariano Acosta,-58.443145785252504,-34.6653388247748,social organization,37
110,Corrales,-58.434848823403705,-34.6579142534682,social organization,37
132,Cnel. Martiniano Chilavert,-58.4405254655505,-34.655518048741996,social organization,37
143,Pedernera,-58.431745477408896,-34.6604016946299,social organization,37
144,Av. Ana Maria Janer,-58.4532140584121,-34.6624580644749,social organization,37
145,Mariano Acosta,-58.458718128837795,-34.6580639634328,social organization,37
146,Martinez Castro,-58.453562344746196,-34.6583223497706,social organization,37
147,Mariano Acosta,-58.452324096048606,-34.657841185500104,social organization,37
148,Mariano Acosta,-58.4518707785501,-34.6581915796325,social organization,37
150,Lateral Lacarra,-58.45978587237251,-34.6566579095547,social organization,37
151,Mariano Acosta,-58.4563292742747,-34.6548412330912,social organization,37
152,Martinez Castro,-58.455823369650496,-34.6569817430159,social organization,37
156,Varela,-58.4390104084969,-34.6554140804886,social organization,37
164,Presidente Camilo Torres y Tenorio,-58.44019060303351,-34.644592269471005,social organization,9
170,Agustín de Vedia,-58.4328568816786,-34.6480603266784,social organization,19
172,av. varela,-58.43489710787539,-34.6591405949048,social organization,37
181,Charrua,-58.4326187953519,-34.6532199904811,social organization,46
186,La Fuente,-58.4414475105859,-34.6607882501683,social organization,37
187,Matanza,-58.4320087445841,-34.6527306431287,social organization,46
188,Cnel Esteban bonorino,-58.443817515263795,-34.6462584874651,social organization,19
197,Escalada,-58.453470909024404,-34.6778741557172,social organization,30
199,av general paz,-58.48665717383739,-34.684652130336,social organization,30
217,Robles,-58.4870188526502,-34.6840004929913,social organization,30
226,Iriarte,-58.400474336021794,-34.65610469576811,social organization,32
228,Iriarte,-58.3990989025475,-34.651193557339894,social organization,32
229,Iriarte,-58.3986394713377,-34.6513283674308,social organization,32
254,Ramón castillo,-58.383736430457,-34.5809497139368,social organization,35
264,9,-58.3802143346842,-34.5826736523398,social organization,35
265,9,-58.380039955355905,-34.5826645199109,social organization,35
266,9,-58.3804651051927,-34.5825850979863,social organization,35
267,pieres,-58.5133960980359,-34.6437511181046,social organization,21
270,5,-58.3787807856647,-34.5829667446584,social organization,35
272,9,-58.383616434267594,-34.5810623169345,social organization,35
273,12,-58.3856777114659,-34.5795942787433,social organization,35
274,12,-58.3858087925446,-34.5792743481436,social organization,35
275,9,-58.381980869049904,-34.5817923184703,social organization,35
276,9,-58.381910906407796,-34.5818111208488,social organization,35
285,14,-58.3795134492264,-34.5860175375659,social organization,35
288,14,-58.3802448511876,-34.584882213411795,social organization,35
298,5,-58.3778491737487,-34.5830461307194,social organization,35
299,5,-58.3786229329716,-34.582780739865,social organization,35
300,5,-58.378579349478294,-34.5827671881554,social organization,35
303,José Ingenieros,-58.38757474671429,-34.5788923333877,social organization,35
304,9,-58.3874007077524,-34.5785136188699,social organization,35
305,4,-58.37645500681911,-34.5847939801165,social organization,35
308,4,-58.3764312045388,-34.5847759111441,social organization,35
379,Calle 5 entre 6 y 7,-58.376918166586506,-34.5834596114393,social organization,35
529,zuviria,-58.42733645573671,-34.6284791681639,social organization,9
638,Barros Pazos,-58.46602128340071,-34.6754993161442,social organization,30
643,Iriarte,-58.3963153100121,-34.652654287333895,social organization,32
644,zavaleta,-58.3995408097169,-34.6576893272686,social organization,32
693,Montesquieu,-58.3969807946727,-34.6526680585995,social organization,32
0,ALBORADA,-58.5144842190285,-34.5931101709672,toy library,23
1,CATALINAS,-58.365417273336,-34.6269877349554,toy library,24
2,LA BOCA,-58.358068966883,-34.642558849902,toy library,24
3,BARRACAS (TM - TT),-58.37829411017779,-34.6358608739225,toy library,32
4,BOEDO,-58.419567648214,-34.6306686258348,toy library,39
5,CABALLITO,-58.4547586962208,-34.6242234864005,toy library,19
6,LA VOLUNTAD DEL CIELO,-58.494194498305596,-34.668665674440305,toy library,30
7,LINIERS,-58.52516707709189,-34.6493224373943,toy library,21
8,SANTA RITA,-58.47841956497889,-34.618334456954194,toy library,31
9,CENTRO LUDICO,-58.43763844717811,-34.5550753875316,toy library,1
10,CRECIENDO,-58.404655432697105,-34.5979471072724,toy library,44
11,AMOR Y PAZ,-58.394619069439294,-34.661104321901604,toy library,32
12,EL ALFARERO,-58.394913243995106,-34.6579552969035,toy library,32
13,JACARANDA BARRIO MITRE,-58.4875289842317,-34.5504180015597,toy library,15
0,Alfonsina Storni,-58.485758999999995,-34.646417,womens shelter,10
1,Alicia Moreau,-58.398846,-34.596667,womens shelter,44
2,Arminda Aberastury,-58.411871999999995,-34.611990999999996,womens shelter,4
3,Carolina Muzzilli,-58.482743000000006,-34.632707,womens shelter,8
4,Dignxs de Ser,-58.456590000000006,-34.629444,womens shelter,19
5,Elvira Rawson,-58.419187,-34.601255,womens shelter,12
6,Fenia Chertkoff,-58.44629499999999,-34.590629,womens shelter,26
7,Isabel Calvo,-58.369358999999996,-34.620693,womens shelter,41
8,Lugar de Mujer,-58.453285,-34.6139,womens shelter,11
9,Macacha Güemes,-58.450543,-34.566153,womens shelter,1
10,Margarita Malharro,-58.411685999999996,-34.612092,womens shelter,4
11,María Gallego,-58.52415500000001,-34.61332,womens shelter,23
12,Minerva Mirabal,-58.455799,-34.670345000000005,womens shelter,37
13,Pepa Gaitán,-58.396437,-34.63,womens shelter,40
14,Trayectoria por una Vida sin Violencia,-58.478951,-34.544428,womens shelter,15
