barrio,date,count,mean,count 10th percentile,count 90th percentile,min,max,std
8,2016-02-29,7,371.59285714285716,7.0,0.0,333.51,377.94,16.79296153579998
8,2016-03-31,14,3994.367142857143,0.0,7.0,1091.5,6868.56,2974.8552074459244
8,2016-04-30,8,357.33750000000003,8.0,0.0,213.12,377.94,58.272669837583365
8,2016-06-30,4,315.74,4.0,0.0,315.74,315.74,0.0
8,2016-07-31,6,1105.6499999999999,0.0,0.0,1105.65,1105.65,0.0
8,2016-08-31,17,495.36999999999995,9.0,0.0,264.16,755.88,226.63110319967112
8,2016-09-30,16,620.9831249999999,1.0,0.0,239.53,755.88,144.9269661458833
8,2016-10-31,2,1647.23,0.0,0.0,419.98,2874.48,1735.5935944223809
8,2016-11-30,39,914.9615384615385,9.0,0.0,259.9,1934.98,564.5409251331586
8,2016-12-31,16,438.7243749999999,7.0,0.0,283.45,681.19,151.73966943282608
8,2017-01-31,14,742.7671428571429,2.0,0.0,324.23,944.85,232.83990648672588
8,2017-02-28,12,741.2958333333335,3.0,0.0,310.97,937.96,291.02128630232636
8,2017-03-31,20,1075.5805,5.0,0.0,280.41,2393.62,864.8371473561397
8,2017-04-30,33,412.9409090909092,19.0,0.0,251.96,944.85,186.0824143082111
8,2017-05-31,41,824.3141463414634,16.0,0.0,201.43,3306.98,757.0259847058607
8,2017-06-30,17,1033.2029411764704,1.0,1.0,325.28,8188.71,1851.1181652745886
8,2017-07-31,26,562.7580769230769,10.0,0.0,218.72,1617.28,414.5769317462729
8,2017-08-31,14,854.7178571428573,2.0,0.0,375.76,1450.53,495.37924687406564
8,2017-09-30,52,1171.287692307692,17.0,1.0,311.89,16690.64,2271.3659287764126
8,2017-10-31,49,930.9936734693873,19.0,0.0,198.48,2901.07,777.8644876939627
8,2017-11-30,39,1765.2425641025638,2.0,0.0,375.5,4351.61,1384.221010286857
8,2017-12-31,31,680.8854838709676,10.0,0.0,254.71,4548.59,820.2970426044405
8,2018-01-31,11,675.9990909090909,3.0,0.0,315.84,2139.58,521.5778218723366
9,2014-07-31,1,301.1,1.0,0.0,301.1,301.1,
9,2014-12-31,3,526.79,0.0,0.0,526.79,526.79,0.0
9,2015-03-31,7,66.36,7.0,0.0,66.36,66.36,0.0
9,2015-05-31,7,371.63999999999993,7.0,0.0,371.64,371.64,0.0
9,2015-09-30,3,250.82000000000002,3.0,0.0,250.82,250.82,0.0
9,2015-12-31,8,318.55,8.0,0.0,318.55,318.55,0.0
9,2016-04-30,4,295.48,4.0,0.0,276.73,351.73,37.5
9,2016-07-31,1,580.77,0.0,0.0,580.77,580.77,
9,2016-08-31,4,482.68,0.0,0.0,482.68,482.68,0.0
9,2016-09-30,2,614.02,0.0,0.0,473.61,754.43,198.56972629280622
9,2016-11-30,4,451.81500000000005,0.0,0.0,423.63,480.0,32.54523467421921
9,2017-01-31,1,422.5,0.0,0.0,422.5,422.5,
9,2017-02-28,6,399.965,1.0,0.0,364.54,407.05,17.354634827618817
9,2017-03-31,4,692.89,0.0,0.0,692.89,692.89,0.0
9,2017-04-30,13,635.4207692307692,4.0,0.0,252.37,1133.82,325.73983917285733
9,2017-05-31,8,1299.52625,2.0,0.0,346.44,2097.88,776.9523833715847
9,2017-06-30,14,640.4128571428572,2.0,0.0,300.59,1133.82,220.56111981902922
9,2017-07-31,31,1083.392258064516,10.0,2.0,308.46,8057.55,1874.0761792782232
9,2017-08-31,11,664.2445454545455,0.0,0.0,414.38,785.17,113.24923738053482
9,2017-09-30,8,775.5462500000001,3.0,0.0,258.99,2302.15,672.4244779248447
9,2017-10-31,37,1427.7327027027027,5.0,5.0,331.43,5802.14,1726.6704568614268
9,2017-11-30,33,664.1045454545454,0.0,0.0,391.47,1151.41,211.2679525817112
9,2017-12-31,11,1350.471818181818,0.0,0.0,510.62,3225.02,987.4885018755224
9,2018-01-31,10,553.1809999999999,0.0,0.0,397.35,764.13,133.08349371311564
9,2018-02-28,2,509.41499999999996,0.0,0.0,407.53,611.3,144.08714880238279
10,2014-11-30,5,139.22,5.0,0.0,139.22,139.22,0.0
10,2015-02-28,2,1394.95,0.0,0.0,1394.95,1394.95,0.0
10,2015-05-31,7,292.84,7.0,0.0,292.84,292.84,0.0
10,2015-08-31,2,245.13,2.0,0.0,245.13,245.13,0.0
10,2016-03-31,10,549.489,7.0,0.0,207.72,1321.47,532.732008871878
10,2016-04-30,7,365.34000000000003,7.0,0.0,365.34,365.34,0.0
10,2016-07-31,3,1006.35,0.0,0.0,1006.35,1006.35,0.0
10,2016-09-30,2,583.09,0.0,0.0,583.09,583.09,0.0
10,2016-11-30,8,409.32875,3.0,0.0,292.5,583.09,106.19912152414446
10,2016-12-31,10,251.72899999999998,10.0,0.0,220.46,324.69,50.34787327517749
10,2017-01-31,1,325.0,1.0,0.0,325.0,325.0,
10,2017-03-31,13,360.0869230769231,5.0,0.0,196.29,459.82,119.28303227929608
10,2017-04-30,18,648.0172222222222,3.0,0.0,377.94,1133.82,316.48091747706394
10,2017-05-31,18,890.5288888888889,6.0,0.0,284.61,3000.0,855.352404752766
10,2017-06-30,5,514.972,1.0,0.0,327.54,881.86,213.46030338215112
10,2017-07-31,19,1898.9784210526313,4.0,2.0,224.33,14388.48,4342.160751788168
10,2017-09-30,6,298.76166666666666,5.0,0.0,245.55,414.38,63.58193121215072
10,2017-10-31,10,1407.855,5.0,0.0,122.37,3365.24,1596.7808000282594
10,2017-11-30,10,366.341,4.0,0.0,272.83,417.49,58.59945268041711
10,2017-12-31,9,845.7322222222223,3.0,0.0,244.52,1855.28,607.4138641975868
10,2018-01-31,7,721.5842857142856,1.0,0.0,347.53,1273.56,360.71775840478307
11,2014-07-31,1,3700.17,0.0,0.0,3700.17,3700.17,
11,2014-08-31,7,676.5000000000001,2.0,0.0,269.66,1904.52,581.0804408742964
11,2014-09-30,3,536.39,2.0,0.0,329.61,949.95,358.15346598909247
11,2014-10-31,6,638.9566666666666,2.0,0.0,301.1,1154.49,405.7046920441846
11,2014-11-30,7,686.8014285714287,2.0,0.0,307.64,1848.51,532.6801065501561
11,2014-12-31,8,495.11750000000006,0.0,0.0,429.26,692.69,121.94439444154168
11,2015-01-31,20,556.1315000000002,2.0,0.0,71.16,1341.11,370.0047950226279
11,2015-02-28,18,1926.842777777778,0.0,0.0,544.72,3250.02,1097.933220651182
11,2015-03-31,1,1338.01,0.0,0.0,1338.01,1338.01,
11,2015-05-31,26,618.7653846153846,7.0,0.0,371.64,1042.68,231.35330703027816
11,2015-06-30,9,368.0266666666668,7.0,0.0,307.8,578.82,119.50858672078758
11,2015-08-31,11,294.48272727272735,10.0,0.0,202.61,935.07,215.3799775323096
11,2015-09-30,17,1075.6435294117648,0.0,0.0,578.27,2531.09,833.2098107015213
11,2015-10-31,7,597.29,0.0,0.0,597.29,597.29,0.0
11,2015-11-30,28,947.2125000000003,7.0,0.0,202.61,1194.29,430.96223855052716
11,2015-12-31,1,2336.61,0.0,0.0,2336.61,2336.61,
11,2016-01-31,9,1130.6744444444444,2.0,0.0,285.37,1373.71,479.25522811731304
11,2016-02-29,6,368.90000000000003,5.0,0.0,200.05,1154.38,385.5224317209053
11,2016-03-31,1,517.65,0.0,0.0,517.65,517.65,
11,2016-04-30,8,492.30125000000004,1.0,0.0,265.46,528.5,91.68909117812998
11,2016-05-31,6,739.75,2.0,0.0,198.05,1008.44,414.4426288884868
11,2016-06-30,18,1303.182222222222,0.0,0.0,1022.03,2469.13,456.82242988039684
11,2016-07-31,24,569.5716666666666,10.0,0.0,268.87,938.81,274.89428900494863
11,2016-08-31,6,421.57666666666665,4.0,0.0,302.57,659.59,184.36433523506295
11,2016-09-30,18,1646.1861111111111,2.0,0.0,284.62,3256.41,1330.0505807681277
11,2016-10-31,15,1034.044,0.0,0.0,523.59,1565.58,516.5577546025227
11,2016-11-30,33,738.1490909090909,4.0,0.0,259.91,1440.33,444.26819163909613
11,2016-12-31,16,723.1993749999999,4.0,0.0,320.0,1815.76,409.7096006599268
11,2017-01-31,29,6726.323793103447,2.0,6.0,292.5,30000.0,12100.777894573675
11,2017-02-28,14,675.232857142857,1.0,0.0,257.83,2131.17,441.65669738503345
11,2017-03-31,20,455.47300000000007,8.0,0.0,280.41,1004.14,176.01256286203883
11,2017-04-30,99,724.9379797979801,33.0,4.0,100.95,6173.03,1177.5269655398247
11,2017-05-31,88,1636.0254545454554,6.0,1.0,336.5,92000.0,9745.807104788666
11,2017-06-30,72,2887.527777777778,16.0,6.0,224.33,30000.0,7528.505721319568
11,2017-07-31,149,3253.36812080537,23.0,13.0,62.3,50000.0,9974.40047554579
11,2017-08-31,105,4548.672571428572,3.0,19.0,328.77,20000.0,7368.584322079398
11,2017-09-30,171,3904.662982456141,12.0,28.0,316.54,24000.0,7668.837582616368
11,2017-10-31,159,845.3816981132076,36.0,3.0,178.46,10000.0,1329.9695926952368
11,2017-11-30,169,3845.2781065088757,10.0,22.0,219.52,50000.0,9389.063258467459
11,2017-12-31,101,1109.6415841584162,14.0,3.0,305.65,20000.0,2793.541110648537
11,2018-01-31,103,646.5933980582527,15.0,0.0,245.31,2044.31,320.5621907987786
11,2018-02-28,5,2797.194,0.0,1.0,382.06,11500.0,4870.013414389122
12,2014-08-31,2,3395.03,0.0,0.0,3395.03,3395.03,0.0
12,2014-09-30,5,4559.6539999999995,0.0,2.0,1905.85,8540.36,3633.8707849936
12,2014-10-31,5,665.9359999999999,0.0,0.0,414.45,1671.88,562.3397913895121
12,2014-11-30,10,358.285,5.0,0.0,331.82,384.75,27.89655942545206
12,2015-01-31,19,979.1057894736838,0.0,0.0,526.12,1840.98,455.5363058505362
12,2015-02-28,17,559.454705882353,1.0,0.0,332.05,817.08,91.76861950836236
12,2015-04-30,15,425.54600000000005,7.0,0.0,251.33,876.22,188.98414706001137
12,2015-05-31,12,881.0333333333334,0.0,0.0,636.77,1222.21,301.16897749612366
12,2015-06-30,8,664.9525,0.0,0.0,408.07,701.65,103.79620441037328
12,2015-07-31,24,506.982916666667,7.0,0.0,310.54,1209.06,281.4975059350348
12,2015-08-31,5,863.43,1.0,0.0,212.52,2872.02,1126.1160327648302
12,2015-09-30,16,8590.808125,2.0,7.0,293.27,20156.84,9619.399798769995
12,2015-11-30,9,364.10333333333324,7.0,0.0,247.91,726.3,205.50808505993137
12,2015-12-31,15,203.73933333333335,15.0,0.0,50.27,296.05,113.34198556748929
12,2016-01-31,19,239.5994736842105,14.0,0.0,55.89,752.81,315.10651880618406
12,2016-02-29,30,2704.3049999999994,3.0,6.0,371.64,8000.0,2772.6093487577664
12,2016-03-31,18,460.36611111111114,9.0,0.0,296.28,800.28,200.24841608065333
12,2016-04-30,29,1120.5910344827587,11.0,0.0,245.66,3200.0,1205.611674593751
12,2016-06-30,15,1490.5873333333332,1.0,0.0,336.11,2201.25,704.7244929095814
12,2016-07-31,29,1233.5493103448277,7.0,0.0,250.49,3169.57,993.7687021166698
12,2016-08-31,24,565.0883333333334,11.0,0.0,309.0,944.85,266.6857506776333
12,2016-09-30,15,932.3126666666667,8.0,0.0,346.69,3214.33,1181.1135847427247
12,2016-10-31,21,5919.347619047617,12.0,2.0,87.67,55000.0,16332.678914135582
12,2016-11-30,53,850.3671698113204,7.0,0.0,323.16,2198.63,741.3890242007212
12,2016-12-31,35,3654.127714285716,0.0,10.0,397.41,23000.0,6330.390093950667
12,2017-01-31,15,701.8793333333331,2.0,0.0,344.5,1302.84,296.32751572895694
12,2017-02-28,28,814.890357142857,3.0,0.0,291.8,1889.7,630.0783048777712
12,2017-03-31,53,972.6062264150942,5.0,0.0,336.5,2708.57,678.018252582839
12,2017-04-30,56,571.1155357142856,6.0,0.0,308.46,1289.92,224.1248635423781
12,2017-05-31,90,904.9260000000002,18.0,0.0,314.95,4094.35,982.6287540929876
12,2017-06-30,70,919.1329999999999,9.0,1.0,263.59,15500.0,1877.7407694241333
12,2017-07-31,135,1902.3663703703712,22.0,8.0,218.72,20000.0,4242.027424921482
12,2017-08-31,78,2511.4150000000004,14.0,7.0,368.6,23000.0,6021.552378596931
12,2017-09-30,87,2699.378045977012,7.0,8.0,316.54,23000.0,6125.796261450584
12,2017-10-31,135,750.1120000000001,22.0,0.0,71.38,4536.69,598.8083781926663
12,2017-11-30,122,932.4240163934425,5.0,4.0,351.5,6962.57,1104.4703478734364
12,2017-12-31,50,602.1436,6.0,0.0,300.56,1527.88,312.4918874098647
12,2018-01-31,59,797.3881355932203,4.0,1.0,316.1,8000.0,1068.816003613787
12,2018-02-28,3,556.9666666666667,1.0,0.0,320.93,916.96,316.75997479690096
14,2014-11-30,12,837.4100000000002,5.0,0.0,195.27,2229.18,803.6660879879269
14,2014-12-31,6,526.1366666666667,0.0,0.0,424.68,583.88,67.63436779231891
14,2015-01-31,6,1640.9433333333334,0.0,0.0,468.46,3298.55,1320.2608343606453
14,2015-02-28,26,922.9599999999997,1.0,0.0,368.01,1865.92,592.4802247839164
14,2015-04-30,4,1400.3025,1.0,0.0,258.65,3100.0,1203.889409826196
14,2015-05-31,8,61294.59625,1.0,7.0,356.77,70000.0,24622.600098367202
14,2015-06-30,8,292.8924999999999,7.0,0.0,271.14,445.16,61.5253610310415
14,2015-07-31,13,676.9869230769231,6.0,0.0,280.43,977.55,338.6799421623266
14,2015-08-31,8,1403.6625,1.0,0.0,263.03,1566.61,460.8851289095798
14,2015-09-30,20,1440.3764999999996,7.0,0.0,326.92,2330.69,870.0798318319931
14,2015-10-31,12,2210.1441666666674,0.0,0.0,868.33,4034.15,1610.3656154283062
14,2015-11-30,15,367.1093333333334,7.0,0.0,279.99,471.59,77.22490035757957
14,2015-12-31,7,7402.845714285714,0.0,7.0,6920.13,7492.97,213.95343666766541
14,2016-01-31,8,581.5475,7.0,0.0,377.38,2010.72,577.4728949916177
14,2016-02-29,9,2314.1188888888883,0.0,0.0,2045.49,2390.87,152.29826463591465
14,2016-03-31,7,5206.13,0.0,7.0,5206.13,5206.13,0.0
14,2016-04-30,16,4829.477500000001,0.0,7.0,472.76,10000.0,4718.479816471261
14,2016-05-31,8,7807.973750000001,0.0,7.0,733.52,8818.61,2858.5109827517717
14,2016-06-30,4,3827.26,0.0,0.0,3827.26,3827.26,0.0
14,2016-07-31,12,324.52,12.0,0.0,310.98,357.54,13.099235230972972
14,2016-08-31,28,951.6710714285716,6.0,0.0,364.0,1978.43,656.2544829636752
14,2016-09-30,7,521.8057142857143,0.0,0.0,520.0,532.64,4.777470938836599
14,2016-10-31,4,700.3325000000001,0.0,0.0,503.04,1268.99,379.14450388341385
14,2016-11-30,13,2388.597692307692,0.0,0.0,1173.13,2834.55,650.4985052654343
14,2016-12-31,12,538.3841666666668,0.0,0.0,454.27,572.0,40.6638721624297
14,2017-01-31,12,1629.1133333333335,0.0,0.0,490.56,2393.62,888.6624354851646
14,2017-02-28,19,1514.516315789474,0.0,0.0,381.36,2393.62,927.8499745721019
14,2017-03-31,51,1745.9580392156868,0.0,5.0,386.97,8700.0,2543.9430155992254
14,2017-04-30,49,751.60693877551,8.0,0.0,252.37,2393.62,541.0915600285996
14,2017-05-31,75,623.4072000000002,4.0,0.0,308.46,1574.75,323.15824608436697
14,2017-06-30,70,1427.0464285714288,8.0,2.0,280.41,6299.01,1306.2308265287634
14,2017-07-31,88,1663.1093181818178,19.0,5.0,269.2,18000.0,3560.8758869699645
14,2017-08-31,56,2235.8169642857147,4.0,6.0,345.32,6005.22,1603.437242190459
14,2017-09-30,159,1683.7029559748428,17.0,18.0,282.01,9500.0,2247.5714723081915
14,2017-10-31,112,556.864285714286,14.0,0.0,135.12,1595.59,281.04251892646107
14,2017-11-30,54,992.5774074074075,5.0,4.0,300.12,6962.57,1625.106511567879
14,2017-12-31,68,816.3085294117645,2.0,0.0,327.4,3977.53,738.0487746133401
14,2018-01-31,73,1147.1463013698637,7.0,4.0,346.4,12776.94,1876.7967090797338
15,2014-11-30,4,1961.87,0.0,0.0,1961.87,1961.87,0.0
15,2015-03-31,1,4200.0,0.0,0.0,4200.0,4200.0,
15,2015-06-30,3,486.60999999999996,0.0,0.0,486.61,486.61,0.0
15,2015-07-31,2,260.48,2.0,0.0,260.48,260.48,0.0
15,2015-09-30,35,713.0920000000001,0.0,0.0,379.16,2037.15,612.7489049540219
15,2015-10-31,8,395.17625,1.0,0.0,231.64,434.63,67.73285780760853
15,2015-11-30,7,705.2157142857142,0.0,0.0,670.82,724.38,25.4855487529324
15,2015-12-31,7,712.8671428571428,0.0,0.0,670.82,724.38,21.100842569500806
15,2016-01-31,5,1454.25,0.0,0.0,1454.25,1454.25,0.0
15,2016-02-29,1,1161.4,0.0,0.0,1161.4,1161.4,
15,2016-03-31,10,552.3259999999998,0.0,0.0,503.3,627.7,52.36032620219251
15,2016-04-30,12,1010.1483333333334,0.0,0.0,649.06,1452.43,293.35722414933997
15,2016-05-31,2,330.245,2.0,0.0,329.98,330.51,0.3747665940288509
15,2016-06-30,7,850.3599999999999,0.0,0.0,850.36,850.36,0.0
15,2016-07-31,6,2048.6600000000003,0.0,0.0,472.76,2836.61,1220.6868910576538
15,2016-09-30,3,790.59,0.0,0.0,441.57,1454.77,575.445852535232
15,2016-10-31,10,542.75,0.0,0.0,487.5,598.0,58.238613574767655
15,2016-11-30,15,580.0820000000001,0.0,0.0,503.92,661.39,79.36312216640673
15,2016-12-31,2,454.27,0.0,0.0,454.27,454.27,0.0
15,2017-01-31,20,886.466,0.0,0.0,598.4,1064.53,224.98624805693532
15,2017-02-28,16,850.70875,0.0,0.0,440.93,1385.78,418.07055189086606
15,2017-03-31,8,375.15625,6.0,0.0,308.46,594.57,93.07253575840728
15,2017-04-30,41,989.9451219512197,0.0,0.0,392.58,3023.52,860.6309365172796
15,2017-05-31,36,934.365277777778,0.0,0.0,392.58,2834.55,659.2517678896546
15,2017-06-30,14,702.1764285714288,1.0,0.0,371.64,1259.8,252.5940123112472
15,2017-07-31,41,686.9175609756096,4.0,0.0,308.46,2692.01,463.73964427133296
15,2017-08-31,4,707.4175,0.0,0.0,504.75,863.3,156.0601350708544
15,2017-09-30,46,1132.3171739130435,2.0,0.0,368.6,3395.68,787.6672121641872
15,2017-10-31,37,732.3386486486487,0.0,0.0,396.96,1856.68,410.5905932932474
15,2017-11-30,21,751.867619047619,0.0,0.0,408.86,1392.51,327.57456112929106
15,2017-12-31,24,1054.7420833333335,1.0,0.0,327.4,4746.3,1060.1794689086707
15,2018-01-31,18,1562.067222222222,3.0,1.0,280.18,17500.0,3996.170250850926
16,2014-09-30,1,280.07,1.0,0.0,280.07,280.07,
16,2014-11-30,5,378.3,0.0,0.0,378.3,378.3,0.0
16,2015-01-31,2,718.95,0.0,0.0,718.95,718.95,0.0
16,2015-02-28,2,2679.1,0.0,0.0,2679.1,2679.1,0.0
16,2015-03-31,2,238.27,2.0,0.0,238.27,238.27,0.0
16,2015-05-31,4,368.53,4.0,0.0,368.53,368.53,0.0
16,2015-06-30,8,207.67000000000002,8.0,0.0,207.67,207.67,0.0
16,2015-07-31,9,232.7611111111111,7.0,0.0,144.72,534.33,171.02484523048435
16,2015-11-30,7,296.5,7.0,0.0,296.5,296.5,0.0
16,2016-01-31,4,667.46,0.0,0.0,667.46,667.46,0.0
16,2016-02-29,7,440.27999999999986,0.0,0.0,440.28,440.28,0.0
16,2016-03-31,7,420.06285714285707,0.0,0.0,408.26,422.03,5.204570793337052
16,2016-04-30,1,301.62,1.0,0.0,301.62,301.62,
16,2016-05-31,1,901.02,0.0,0.0,901.02,901.02,
16,2016-06-30,3,497.98,0.0,0.0,497.98,497.98,0.0
16,2016-09-30,8,557.21625,0.0,0.0,500.98,950.87,159.0601348940079
16,2017-02-28,5,2204.65,0.0,0.0,2204.65,2204.65,0.0
16,2017-05-31,9,470.25777777777773,0.0,0.0,409.43,519.77,46.159208934344235
16,2017-06-30,6,641.6850000000001,1.0,0.0,377.94,1448.77,411.4648690107091
16,2017-07-31,12,1203.0125,2.0,1.0,353.32,7000.0,1841.891237999805
16,2017-08-31,4,349.1375,3.0,0.0,255.18,508.28,119.58824534627138
16,2017-09-30,10,577.697,1.0,0.0,356.83,828.77,169.62299765787787
16,2017-10-31,43,464.5365116279068,15.0,0.0,127.47,1044.38,272.90031367554013
16,2017-11-30,25,817.6599999999999,2.0,0.0,375.5,2320.85,632.9759233309485
16,2017-12-31,22,532.211818181818,3.0,0.0,305.65,1219.07,224.35685712586084
16,2018-01-31,17,558.675294117647,3.0,0.0,194.93,1580.49,301.5229742514997
16,2018-02-28,3,801.4866666666667,1.0,0.0,366.78,1018.84,376.46701652778745
17,2014-07-31,1,367.81,1.0,0.0,367.81,367.81,
17,2015-01-31,7,365.00999999999993,7.0,0.0,365.01,365.01,0.0
17,2015-03-31,2,454.82,0.0,0.0,454.82,454.82,0.0
17,2015-04-30,1,717.52,0.0,0.0,717.52,717.52,
17,2015-07-31,9,169.76777777777778,9.0,0.0,151.66,227.09,32.739497086003695
17,2015-08-31,7,420.6871428571429,0.0,0.0,412.59,440.93,13.82850403368073
17,2015-11-30,7,398.59857142857146,0.0,0.0,379.16,409.43,14.403618097051654
17,2016-01-31,7,292.31,7.0,0.0,292.31,292.31,0.0
17,2016-04-30,3,493.96,0.0,0.0,493.96,493.96,0.0
17,2016-05-31,5,6266.44,0.0,5.0,6266.44,6266.44,0.0
17,2016-06-30,22,502.64136363636356,7.0,0.0,151.17,845.99,282.4752864924723
17,2016-07-31,19,7638.860526315788,7.0,7.0,311.01,20000.0,9701.549344401687
17,2016-08-31,14,546.56,0.0,0.0,494.72,598.4,53.79691040599605
17,2016-09-30,6,290.84,6.0,0.0,290.84,290.84,0.0
17,2016-10-31,5,775.59,0.0,0.0,775.59,775.59,0.0
17,2016-11-30,11,554.6781818181818,0.0,0.0,455.0,768.09,87.406604763963
17,2016-12-31,6,548.98,0.0,0.0,548.98,548.98,0.0
17,2017-02-28,10,1855.0550000000003,0.0,0.0,560.61,3149.5,1364.4648352722193
17,2017-03-31,5,446.88199999999995,0.0,0.0,440.93,470.69,13.309076602078749
17,2017-04-30,10,413.543,4.0,0.0,235.55,629.9,163.3740057557097
17,2017-05-31,43,2959.82976744186,11.0,6.0,280.41,30000.0,6735.3225150850685
17,2017-06-30,10,553.891,4.0,0.0,308.46,1402.09,351.32474760065884
17,2017-07-31,13,4014.1323076923077,7.0,2.0,136.1,24000.0,8870.999159796069
17,2017-08-31,12,368.36666666666673,8.0,0.0,316.49,489.2,51.40009326721874
17,2017-09-30,26,539.3426923076923,7.0,0.0,305.65,870.32,214.66369072682397
17,2017-10-31,31,4097.1103225806455,0.0,5.0,382.42,22000.0,7988.20221709511
17,2017-11-30,2,491.04,0.0,0.0,491.04,491.04,0.0
17,2017-12-31,7,405.13000000000005,1.0,0.0,284.87,469.67,57.11334957783512
17,2018-01-31,10,2459.678,2.0,1.0,280.18,20000.0,6165.455368187063
17,2018-02-28,1,433.01,0.0,0.0,433.01,433.01,
18,2014-08-31,2,257.79,2.0,0.0,257.79,257.79,0.0
18,2014-12-31,2,320.98,2.0,0.0,320.98,320.98,0.0
18,2015-01-31,2,385.27,0.0,0.0,385.27,385.27,0.0
18,2015-02-28,8,1197.5025,0.0,0.0,475.61,1300.63,291.68861830726274
18,2015-05-31,7,786.83,0.0,0.0,786.83,786.83,0.0
18,2015-06-30,10,1541.8519999999999,2.0,0.0,251.67,2665.32,737.4536056186857
18,2015-07-31,7,737.4757142857143,0.0,0.0,729.16,787.37,22.001311973867125
18,2015-08-31,7,1874.6100000000001,0.0,0.0,1874.61,1874.61,0.0
18,2015-10-31,14,727.3321428571428,7.0,0.0,248.92,1194.58,484.9442172389691
18,2015-12-31,6,330.36000000000007,6.0,0.0,330.36,330.36,0.0
18,2016-03-31,15,1328.3633333333335,0.0,0.0,494.16,2262.91,904.9566180341517
18,2016-04-30,22,348.06045454545443,15.0,0.0,293.06,403.98,45.85680076034556
18,2016-08-31,3,420.01,0.0,0.0,420.01,420.01,0.0
18,2016-09-30,14,296.0042857142857,14.0,0.0,230.03,323.16,31.97334074946375
18,2016-10-31,27,449.12148148148157,15.0,0.0,161.58,1619.69,373.0155625099895
18,2016-11-30,20,481.24399999999997,1.0,0.0,246.19,800.1,129.76250266909682
18,2016-12-31,48,1186.521041666667,16.0,0.0,228.1,3779.4,1290.6444064526072
18,2017-01-31,26,1073.293076923077,10.0,0.0,193.89,2204.65,790.1735586705961
18,2017-02-28,11,1593.9636363636366,0.0,0.0,841.25,2393.62,766.1965728489357
18,2017-03-31,38,456.6402631578947,23.0,0.0,308.46,1133.82,240.93052995021412
18,2017-04-30,3,440.93,0.0,0.0,440.93,440.93,0.0
18,2017-05-31,18,372.99166666666656,12.0,0.0,283.45,440.93,46.983798615617935
18,2017-06-30,16,423.1543749999999,10.0,0.0,283.45,939.34,159.65074974116678
18,2017-07-31,116,921.8229310344828,44.0,2.0,134.6,10359.71,1487.1333336795662
18,2017-08-31,13,1735.3400000000001,4.0,0.0,340.25,4061.5,1753.1240756955378
18,2017-09-30,9,1552.6588888888891,1.0,1.0,293.52,5500.0,1953.4766048026045
18,2017-10-31,51,3160.6754901960776,12.0,10.0,219.25,11000.0,4060.2393263300696
18,2017-11-30,42,580.2309523809523,9.0,0.0,331.12,1276.47,274.3080727923823
18,2017-12-31,18,675.0694444444445,4.0,0.0,287.02,1565.59,444.19781097630795
18,2018-01-31,14,616.7607142857144,3.0,0.0,326.03,1635.44,356.2061846624203
18,2018-02-28,2,305.65,2.0,0.0,254.71,356.59,72.04003886728545
19,2014-07-31,1,1106.85,0.0,0.0,1106.85,1106.85,
19,2014-09-30,8,2756.465,0.0,0.0,1800.0,3705.82,882.2477884196869
19,2014-10-31,6,279.4533333333333,6.0,0.0,219.74,312.05,46.31862893768194
19,2014-12-31,14,779.5771428571427,6.0,0.0,361.73,1223.21,406.3217660621003
19,2015-02-28,1,391.37,0.0,0.0,391.37,391.37,
19,2015-03-31,14,625.46,7.0,0.0,322.78,928.14,314.1058804337749
19,2015-05-31,7,2027.904285714286,0.0,0.0,2026.1,2030.31,2.250339656902639
19,2015-06-30,23,797.1273913043477,9.0,0.0,172.77,2597.9,745.865656768986
19,2015-07-31,17,306.7482352941176,17.0,0.0,248.87,377.62,61.93063975481907
19,2015-08-31,21,336.49380952380955,14.0,0.0,237.34,469.33,99.20808996630215
19,2015-09-30,2,998.615,0.0,0.0,826.44,1170.79,243.49222010158758
19,2015-10-31,7,2907.82,0.0,0.0,2907.82,2907.82,0.0
19,2015-11-30,4,398.19,0.0,0.0,398.19,398.19,0.0
19,2016-01-31,10,11088.077999999998,0.0,7.0,606.46,15580.2,7233.003587982888
19,2016-02-29,3,612.9533333333334,0.0,0.0,443.21,952.44,294.00407757943316
19,2016-03-31,17,741.6758823529411,0.0,0.0,464.68,991.53,238.24131652745558
19,2016-04-30,41,847.8253658536582,14.0,0.0,273.85,3149.5,1060.2225806619513
19,2016-05-31,2,330.77500000000003,1.0,0.0,232.08,429.47,139.57580753841262
19,2016-06-30,10,965.2589999999998,0.0,0.0,571.95,1133.82,271.40899507938195
19,2016-07-31,3,773.7199999999999,0.0,0.0,548.46,886.35,195.08088245648267
19,2016-08-31,11,420.04636363636365,2.0,0.0,377.51,434.63,22.917630886602264
19,2016-09-30,9,893.911111111111,1.0,0.0,283.98,2203.23,526.755281213308
19,2016-10-31,23,1032.3926086956521,2.0,0.0,355.6,2000.0,672.3044497453745
19,2016-11-30,23,474.9700000000001,13.0,0.0,242.51,1167.27,276.37826409404255
19,2016-12-31,30,3243.439333333334,6.0,1.0,324.38,68000.0,12245.908920669688
19,2017-01-31,32,1291.9128125,9.0,0.0,245.43,4058.69,1428.781830148607
19,2017-02-28,24,2602.975416666666,3.0,5.0,218.22,6100.0,2330.887763287477
