id,Commune,Computer Percent,Computer Quantile,Cellular Percent,Cellular Quantile,Rent Percent,Rent Quantile,Immigration Percent,Immigration Quantile,Education Percent,Education Quantile,Owner Percent,Owner Quantile,Regular Percent,Regular Quantile,Uninhabited Percent,Uninhabited Quantile,b_id
33443,1,64.6,2,89.6,7,56.7,9,16.5,8,33.7,4,33.5,0,90.2,6,6.5,8,36.0
33445,1,65.5,2,85.8,3,34.1,6,21.9,9,34.4,4,46.5,2,80.5,1,3.8,5,36.0
33446,1,62.8,2,92.3,9,65.2,9,17.3,8,29.6,3,22.2,0,87.4,4,6.9,8,36.0
33514,1,75.0,6,86.5,4,42.0,8,18.0,8,53.8,8,42.0,1,84.0,2,21.6,9,36.0
33516,1,61.0,1,88.6,6,47.5,9,17.9,8,34.9,4,43.4,1,90.9,7,7.4,8,36.0
33517,1,57.8,1,87.1,4,51.8,9,29.4,9,38.0,5,32.7,0,84.5,2,24.8,9,36.0
33518,1,71.9,5,85.6,3,33.8,6,20.9,8,41.6,6,30.2,0,64.0,0,3.4,5,36.0
33519,1,65.9,3,83.2,1,37.4,7,13.8,7,39.8,5,54.7,3,92.1,8,8.1,9,36.0
33520,1,68.0,3,83.2,1,30.2,5,10.3,4,46.4,7,59.8,5,90.0,6,3.0,4,36.0
33522,3,64.9,2,76.1,0,24.3,3,17.9,8,39.0,5,64.9,7,89.2,5,1.6,2,36.0
33589,1,76.7,7,90.1,7,25.4,3,8.6,3,53.6,8,52.8,3,78.2,0,1.5,1,36.0
33590,1,67.6,3,88.3,6,54.9,9,19.4,8,31.8,4,24.4,0,79.3,1,10.0,9,36.0
33591,1,49.1,0,90.6,8,56.3,9,22.8,9,26.4,2,21.9,0,78.1,0,1.1,1,36.0
33592,1,56.4,1,69.2,0,33.3,6,7.7,2,38.5,5,51.3,3,84.6,2,0.7000000000000001,0,36.0
33593,1,67.0,3,88.7,6,47.4,9,23.0,9,40.3,5,26.3,0,73.7,0,1.5,1,36.0
33595,1,63.3,2,82.5,0,42.3,8,21.2,8,34.0,4,39.9,1,82.2,1,7.7,9,36.0
33599,1,53.7,0,83.4,1,58.0,9,19.0,8,33.5,4,34.6,0,92.6,8,5.3,7,36.0
33602,1,59.1,1,88.5,6,54.5,9,16.4,7,33.8,4,35.9,0,90.4,6,2.5,3,36.0
33604,1,58.8,1,91.7,9,54.3,9,18.4,8,28.1,3,39.8,1,94.1,9,2.6,3,36.0
33606,1,59.0,1,83.1,1,43.5,8,9.8,4,42.9,6,46.3,1,89.8,6,4.1,6,36.0
33607,1,52.3,0,86.0,3,54.3,9,13.8,7,32.9,4,39.1,0,93.4,9,2.6,3,36.0
33609,3,53.1,0,85.5,2,52.7,9,17.0,8,30.5,3,41.1,1,93.8,9,4.5,6,36.0
33665,1,72.0,5,87.9,5,42.5,8,11.5,5,43.1,6,37.9,0,80.4,1,2.8,4,36.0
33666,1,93.2,9,100.0,9,33.0,6,14.4,7,68.3,9,61.2,6,94.2,9,19.5,9,36.0
33667,1,58.7,1,84.0,1,41.0,8,20.4,8,36.4,5,17.1,0,58.0,0,1.7000000000000002,2,36.0
33670,1,64.5,2,88.2,6,48.4,9,13.2,6,30.0,3,47.3,2,95.7,9,1.4,1,36.0
33672,1,65.6,2,83.4,1,34.0,6,14.5,7,41.3,6,41.9,1,75.9,0,1.6,2,36.0
33673,1,57.5,1,84.2,1,64.3,9,17.5,8,32.8,4,30.8,0,95.1,9,2.3,3,36.0
33676,1,64.1,2,85.0,2,47.9,9,17.0,8,35.7,5,41.8,1,89.7,6,4.2,6,36.0
33677,1,67.8,3,88.9,6,41.1,8,13.1,6,34.4,4,48.9,2,90.0,6,4.8,7,36.0
33680,3,58.1,1,82.5,0,42.2,8,14.6,7,35.0,4,35.6,0,77.8,0,5.2,7,36.0
33750,1,67.1,3,84.2,1,36.3,7,15.4,7,30.1,3,50.0,2,86.3,3,9.2,9,36.0
33752,1,55.2,1,84.5,2,63.6,9,13.4,6,33.2,4,23.6,0,87.2,4,5.8,7,36.0
33754,1,63.4,2,89.6,7,48.9,9,15.6,7,35.9,5,42.2,1,91.0,7,4.7,6,36.0
33755,1,49.7,0,86.2,3,64.7,9,27.3,9,25.9,2,29.3,0,94.0,9,2.0,2,36.0
33756,1,54.8,1,82.0,0,44.7,9,10.6,5,32.1,4,43.8,1,88.5,5,0.4,0,36.0
33758,1,65.2,2,86.4,3,42.7,8,13.3,6,36.6,5,44.1,1,86.7,4,4.4,6,36.0
33759,1,57.0,1,87.8,5,54.0,9,13.8,7,30.6,3,36.3,0,90.3,6,6.2,8,36.0
33760,3,65.5,2,82.8,1,37.2,7,13.1,6,37.8,5,45.9,1,83.1,2,2.6,3,36.0
33802,3,51.6,0,81.3,0,58.7,9,19.5,8,25.7,2,31.6,0,90.3,6,6.9,8,36.0
33804,1,59.4,1,89.3,7,33.7,6,24.7,9,28.4,3,35.0,0,68.7,0,5.5,7,36.0
33805,1,66.0,3,87.3,4,48.3,9,23.0,9,33.4,4,34.0,0,82.2,1,3.1,4,36.0
33809,1,57.6,1,86.7,4,54.3,9,20.5,8,31.8,4,28.9,0,83.2,2,5.5,7,36.0
33813,1,65.9,3,86.3,3,46.4,9,11.2,5,34.5,4,46.2,1,92.6,8,5.8,7,36.0
33819,1,75.2,6,84.1,1,29.7,5,19.0,8,42.8,6,43.4,1,73.1,0,3.4,5,36.0
33821,1,64.2,2,85.8,3,35.1,7,14.5,7,33.3,4,52.0,3,87.1,4,1.0,1,36.0
33825,1,65.9,3,84.4,2,38.9,8,12.9,6,35.2,4,47.8,2,86.7,4,9.4,9,36.0
33827,1,61.3,1,86.3,3,52.4,9,21.8,9,31.4,4,32.5,0,84.9,3,9.7,9,36.0
33831,1,56.3,1,86.4,3,49.8,9,17.1,8,26.0,2,32.4,0,82.2,1,7.0,8,36.0
33832,1,68.1,3,86.1,3,41.2,8,11.5,5,39.2,5,44.9,1,86.1,3,9.2,9,36.0
33835,1,68.8,4,85.4,2,48.6,9,18.2,8,43.7,6,37.2,0,85.8,3,6.3,8,36.0
33837,1,82.9,9,89.4,7,25.3,3,13.6,7,52.5,8,62.2,6,87.6,4,6.5,8,36.0
33875,1,67.3,3,89.4,7,40.3,8,13.2,6,42.0,6,48.2,2,88.4,5,4.0,6,36.0
33876,1,66.0,3,87.2,4,42.4,8,16.9,8,34.3,4,48.8,2,91.2,7,6.9,8,36.0
33878,3,59.0,1,81.9,0,40.0,8,15.3,7,30.4,3,46.5,2,86.5,3,3.6,5,36.0
33882,1,69.5,4,85.7,3,32.3,6,9.9,4,32.4,4,55.2,4,87.4,4,2.1,2,36.0
33887,1,36.7,0,87.3,4,69.0,9,30.6,9,18.8,1,19.6,0,88.6,5,0.0,0,36.0
33894,1,58.1,1,89.1,6,53.1,9,25.2,9,27.2,3,34.2,0,87.3,4,5.3,7,36.0
33898,1,47.0,0,89.3,7,71.2,9,19.8,8,21.3,1,26.0,0,97.2,9,0.0,0,36.0
33901,1,65.0,2,82.3,0,41.7,8,18.6,8,32.8,4,49.2,2,91.0,7,11.4,9,36.0
33903,1,70.1,4,88.1,5,43.7,8,14.1,7,38.4,5,48.8,2,92.5,8,6.6,8,36.0
33904,1,59.1,1,89.7,7,58.4,9,21.0,8,28.1,3,27.4,0,85.8,3,3.3,5,36.0
33907,1,70.1,4,84.9,2,30.3,5,12.9,6,41.9,6,60.1,5,90.4,6,4.2,6,36.0
33910,1,69.9,4,85.8,3,43.4,8,11.5,5,39.8,5,44.2,1,87.6,4,7.5,8,36.0
33963,1,56.4,1,86.9,4,43.2,8,21.6,9,24.5,2,43.2,1,86.5,3,6.7,8,36.0
33971,1,64.7,2,88.3,6,49.2,9,27.1,9,31.8,4,42.1,1,91.4,7,5.6,7,36.0
33976,1,76.6,7,87.4,5,38.7,8,11.2,5,43.6,6,45.6,1,84.3,2,3.6,5,36.0
33983,1,61.8,2,82.0,0,43.8,8,11.6,5,35.9,5,39.1,0,82.9,2,4.8,7,36.0
32794,1,75.0,6,91.3,8,62.2,9,18.4,8,49.3,7,27.8,0,89.9,6,11.8,9,43.0
32796,1,70.5,4,89.0,6,51.9,9,19.7,8,49.8,7,33.3,0,85.2,3,6.0,8,43.0
32799,1,71.1,4,87.2,4,54.4,9,16.1,7,49.0,7,25.5,0,79.9,1,9.9,9,43.0
32865,1,73.0,5,86.7,4,32.2,6,10.2,4,55.3,8,56.2,4,88.4,5,4.0,6,43.0
32869,1,77.7,7,87.2,4,49.4,9,10.9,5,58.9,8,26.4,0,75.8,0,8.3,9,43.0
32875,1,71.1,4,92.1,9,40.8,8,13.2,6,53.9,8,34.2,0,75.0,0,5.1,7,43.0
32876,1,65.6,2,89.2,7,49.0,9,18.2,8,44.7,6,31.8,0,80.9,1,3.6,5,43.0
32877,1,74.3,6,83.8,1,35.9,7,24.0,9,37.0,5,37.1,0,73.1,0,6.0,8,43.0
32878,1,78.3,7,88.2,6,50.0,9,13.0,6,44.0,6,28.9,0,78.9,1,5.5,7,43.0
32879,1,70.3,4,90.7,8,54.7,9,18.9,8,42.0,6,29.1,0,83.7,2,4.7,6,43.0
32880,1,67.9,3,89.1,6,30.6,5,16.6,8,33.2,4,36.8,0,67.4,0,2.6,3,43.0
32929,1,67.6,3,91.2,8,52.7,9,20.3,8,35.4,5,19.6,0,72.3,0,6.0,8,43.0
32933,3,77.7,7,89.7,7,41.3,8,8.3,2,58.7,8,41.9,1,83.2,2,10.4,9,43.0
32935,1,81.4,9,91.2,8,56.6,9,28.4,9,49.3,7,31.2,0,87.8,4,7.3,8,43.0
32936,1,72.5,5,93.1,9,47.5,9,11.8,6,36.5,5,31.3,0,78.8,1,2.3,3,43.0
32938,1,74.6,6,87.7,5,45.6,9,11.1,5,53.9,8,43.9,1,89.5,6,5.7,7,43.0
32945,1,47.5,0,90.7,8,66.3,9,39.3,9,25.6,2,11.3,0,77.6,0,8.1,9,43.0
32948,1,64.4,2,88.1,5,48.3,9,16.1,7,32.2,4,22.9,0,71.2,0,3.0,4,43.0
33004,3,76.6,7,88.8,6,38.8,8,9.4,4,49.1,7,45.0,1,83.8,2,15.5,9,43.0
33005,1,79.3,8,89.2,7,52.3,9,21.4,9,45.5,7,27.0,0,79.3,1,0.2,0,43.0
33006,1,73.2,5,86.3,3,43.6,8,12.7,6,50.5,7,37.1,0,80.8,1,7.8,9,43.0
33011,1,72.3,5,86.4,3,46.3,9,13.1,6,52.5,8,40.4,1,86.7,4,5.2,7,43.0
33013,1,67.0,3,91.3,8,61.7,9,13.5,7,42.6,6,22.3,0,84.0,2,4.7,6,43.0
33015,1,70.9,4,85.5,2,32.7,6,21.0,8,38.7,5,30.9,0,63.6,0,2.0,2,43.0
33016,1,83.4,9,92.3,9,56.8,9,24.7,9,57.1,8,28.4,0,85.2,3,8.4,9,43.0
33086,3,75.8,7,86.1,3,49.7,9,13.8,7,48.5,7,38.0,0,87.8,4,4.6,6,43.0
33089,1,71.2,5,87.9,5,37.1,7,16.8,8,41.6,6,30.3,0,67.4,0,9.6,9,43.0
33091,1,70.8,4,90.2,8,53.9,9,19.3,8,44.5,6,28.9,0,82.7,2,7.5,8,43.0
33092,1,56.9,1,89.7,7,50.9,9,16.4,7,36.8,5,34.5,0,85.3,3,3.9,5,43.0
33093,1,65.1,2,89.9,7,67.4,9,10.1,4,63.6,9,21.7,0,89.1,5,2.5,3,43.0
33094,1,56.9,1,89.1,6,64.6,9,23.8,9,36.5,5,21.9,0,86.5,3,2.0,2,43.0
33095,1,64.1,2,85.7,3,51.7,9,18.2,8,41.0,6,35.3,0,86.9,4,8.5,9,43.0
33096,1,48.7,0,89.7,7,75.9,9,20.5,8,27.9,3,15.9,0,91.8,8,4.4,6,43.0
33097,1,76.0,7,88.0,5,57.3,9,13.2,6,48.9,7,20.0,0,77.3,0,4.7,6,43.0
33098,1,59.4,1,83.2,1,55.4,9,16.7,8,44.1,6,19.8,0,75.2,0,4.2,6,43.0
33099,1,66.5,3,89.8,7,62.0,9,18.7,8,52.0,8,27.8,0,89.8,6,8.7,9,43.0
33101,1,62.1,2,89.5,7,60.7,9,16.9,8,40.5,6,26.0,0,86.8,4,1.8,2,43.0
33160,1,72.0,5,86.5,4,54.1,9,18.2,8,48.0,7,20.6,0,74.7,0,5.8,7,43.0
33161,1,76.1,7,85.6,3,39.2,8,8.1,2,47.1,7,36.8,0,76.1,0,9.2,9,43.0
33162,1,62.5,2,90.0,7,57.8,9,23.9,9,36.1,5,28.7,0,86.5,3,2.9,4,43.0
33163,1,68.4,3,89.8,7,42.9,8,17.1,8,46.2,7,44.4,1,87.3,4,3.4,5,43.0
33164,1,44.7,0,81.3,0,76.9,9,22.0,9,24.0,2,13.5,0,90.4,6,3.0,4,43.0
33167,3,72.9,5,88.3,6,45.1,9,10.4,5,48.1,7,33.5,0,78.6,1,4.7,6,43.0
33220,1,95.6,9,98.5,9,25.2,3,14.0,7,64.7,9,64.4,7,89.6,6,1.3,1,43.0
33233,1,58.0,1,82.5,0,49.5,9,19.3,8,33.5,4,33.0,0,82.5,1,14.8,9,43.0
33235,1,72.0,5,88.1,5,47.3,9,13.9,7,48.6,7,39.7,0,87.0,4,3.8,5,43.0
33236,1,77.6,7,89.5,7,45.2,9,17.4,8,54.3,8,34.2,0,79.5,1,13.9,9,43.0
33237,1,73.0,5,84.1,1,37.3,7,13.5,7,31.0,3,53.2,3,90.5,7,6.1,8,43.0
33239,3,71.0,4,88.9,6,29.0,5,9.1,3,46.2,7,55.2,4,84.2,2,3.7,5,43.0
33240,1,68.0,3,87.5,5,52.2,9,12.5,6,42.8,6,36.0,0,88.2,5,2.7,3,43.0
33284,1,62.3,2,86.3,3,28.3,4,11.4,5,16.4,1,15.6,0,43.9,0,2.2,3,43.0
33295,1,55.0,1,83.7,1,58.1,9,10.9,5,43.4,6,34.1,0,92.2,8,20.1,9,43.0
33298,1,67.3,3,87.5,5,46.4,9,18.2,8,45.2,6,40.3,1,86.7,4,2.8,4,43.0
33299,1,61.4,1,86.7,4,62.0,9,21.6,9,37.3,5,28.4,0,90.4,6,6.7,8,43.0
33302,1,72.3,5,87.9,5,56.4,9,12.5,6,49.7,7,32.2,0,88.6,5,7.4,8,43.0
33303,1,70.8,4,89.7,7,41.6,8,11.3,5,51.9,8,45.7,1,87.3,4,7.6,8,43.0
33354,1,68.6,4,91.1,8,52.7,9,14.1,7,40.0,5,18.3,0,71.0,0,9.8,9,43.0
33355,1,49.2,0,86.8,4,59.3,9,20.1,8,31.2,4,20.1,0,79.4,1,8.8,9,43.0
33357,1,61.8,2,85.0,2,47.2,9,21.6,9,38.2,5,32.5,0,79.7,1,1.9,2,43.0
33361,1,59.9,1,88.1,5,65.0,9,15.2,7,44.1,6,21.4,0,86.4,3,10.0,9,43.0
33362,3,55.4,1,81.5,0,72.3,9,26.5,9,19.4,1,24.6,0,96.9,9,2.4,3,43.0
33365,1,63.9,2,84.4,2,49.2,9,21.3,9,40.8,6,41.8,1,90.9,7,5.3,7,43.0
33375,1,74.4,6,88.8,6,30.6,5,10.6,5,48.1,7,60.0,5,90.6,7,3.0,4,43.0
32338,1,74.6,6,92.1,9,55.6,9,18.8,8,50.0,7,23.8,0,79.4,1,8.5,9,43.0
32513,2,74.1,6,81.8,0,50.6,9,14.0,7,51.2,8,28.8,0,79.4,1,3.6,5,43.0
32537,1,79.9,8,90.8,8,39.3,8,15.0,7,59.0,8,52.5,3,91.7,8,6.3,8,43.0
32691,2,79.5,8,85.5,2,32.1,6,10.9,5,58.2,8,56.4,4,88.5,5,5.5,7,43.0
32693,1,78.5,8,90.3,8,46.8,9,15.1,7,53.5,8,37.1,0,83.9,2,5.9,8,43.0
32694,1,71.6,5,90.7,8,51.9,9,14.8,7,51.9,8,32.8,0,84.7,2,7.0,8,43.0
32697,1,74.6,6,90.1,7,56.9,9,9.5,4,54.3,8,29.7,0,86.6,4,7.2,8,43.0
32699,1,71.4,5,89.1,6,32.0,6,12.6,6,49.1,7,46.3,1,78.3,0,17.0,9,43.0
32700,1,77.7,7,92.1,9,48.2,9,20.7,8,58.7,8,36.0,0,84.2,2,7.8,9,43.0
32707,1,73.5,5,87.3,4,28.0,4,13.8,7,56.4,8,40.2,1,68.3,0,5.8,7,43.0
32708,1,75.9,7,87.2,4,34.2,6,12.1,6,59.1,9,50.2,2,84.4,2,8.4,9,43.0
32709,2,77.2,7,86.4,3,29.8,5,7.9,2,57.2,8,53.1,3,82.9,2,5.9,8,43.0
32711,2,78.3,7,89.5,7,31.9,6,9.4,4,60.7,9,50.4,2,82.2,1,3.4,5,43.0
32763,3,83.7,9,92.1,9,43.3,8,12.5,6,58.1,8,35.8,0,79.1,1,8.0,9,43.0
32768,3,79.8,8,88.0,5,33.3,6,9.2,3,58.3,8,56.8,4,90.2,6,10.6,9,43.0
32772,1,80.3,8,89.7,7,29.1,5,10.3,4,61.4,9,56.5,4,85.7,3,5.5,7,43.0
32774,1,73.0,5,86.2,3,42.2,8,10.7,5,51.8,8,38.9,0,81.1,1,5.3,7,43.0
32775,1,78.8,8,87.1,4,45.0,9,10.8,5,63.7,9,43.9,1,88.8,5,2.6,3,43.0
32776,1,79.0,8,84.0,1,24.4,3,11.7,5,55.1,8,54.6,3,79.0,1,1.7000000000000002,2,43.0
32778,1,75.0,6,86.9,4,35.0,7,12.4,6,56.3,8,39.4,0,74.4,0,8.1,9,43.0
32780,1,67.0,3,82.5,0,21.1,2,18.9,8,44.9,6,45.4,1,66.5,0,1.5,1,43.0
32788,1,93.0,9,97.5,9,59.2,9,5.9,0,65.3,9,8.0,0,67.2,0,6.7,8,43.0
32789,1,78.4,7,87.9,5,46.6,9,15.5,7,53.0,8,17.2,0,63.8,0,7.9,9,43.0
32790,1,68.7,4,86.6,4,53.0,9,16.4,7,45.5,7,30.6,0,83.6,2,2.6,3,43.0
32792,1,68.2,3,87.9,5,35.5,7,11.0,5,42.2,6,36.4,0,72.0,0,4.7,6,43.0
32793,1,95.1,9,99.4,9,35.2,7,26.4,9,61.1,9,62.3,6,97.5,9,18.2,9,43.0
29685,13,80.6,8,93.3,9,25.0,3,8.5,3,51.3,8,53.4,3,78.4,1,13.1,9,1.0
29805,13,81.9,9,92.8,9,9.6,0,10.5,5,53.5,8,78.3,9,88.0,4,1.9,2,1.0
30157,13,86.3,9,92.9,9,8.7,0,7.5,1,53.8,8,80.1,9,88.8,5,4.6,6,1.0
30248,13,92.1,9,97.7,9,13.4,0,10.0,4,68.3,9,75.9,9,89.4,6,1.1,1,1.0
30250,13,80.7,8,88.4,6,12.1,0,10.1,4,45.9,7,83.1,9,95.2,9,5.4,7,1.0
30262,13,85.5,9,94.6,9,33.3,6,7.6,2,60.4,9,52.9,3,86.2,3,5.3,7,1.0
30278,13,80.5,8,91.5,9,27.7,4,11.9,6,49.4,7,56.8,4,84.5,2,1.2,1,1.0
30292,13,85.3,9,92.2,9,16.7,0,8.1,2,51.7,8,76.5,9,93.1,9,7.5,8,1.0
30300,13,76.3,7,89.5,7,26.3,4,7.4,1,50.9,7,57.9,4,84.2,2,3.9,5,1.0
30303,13,77.2,7,91.7,9,26.6,4,11.7,5,48.8,7,59.7,5,86.2,3,2.8,4,1.0
30308,13,82.9,9,91.0,8,14.9,0,10.8,5,42.8,6,71.2,8,86.0,3,3.4,5,1.0
30318,13,80.9,8,90.6,8,33.9,6,9.8,4,53.9,8,37.6,0,71.5,0,3.8,5,1.0
30320,13,82.4,9,91.7,9,27.3,4,7.2,1,55.8,8,32.4,0,59.7,0,1.4,1,1.0
30322,13,75.4,6,88.9,6,28.6,4,13.4,6,48.8,7,64.3,7,92.9,8,6.5,8,1.0
30334,13,82.0,9,93.1,9,31.0,5,10.9,5,54.3,8,54.6,3,85.6,3,5.2,7,1.0
30337,14,66.7,3,83.3,1,50.0,9,16.7,8,40.0,5,33.3,0,83.3,2,0.0,0,1.0
30347,13,91.5,9,95.7,9,23.3,2,5.4,0,68.8,9,71.9,9,95.2,9,3.5,5,1.0
30348,13,85.4,9,93.3,9,28.2,4,9.4,4,59.3,9,63.1,6,91.3,7,11.2,9,1.0
30356,13,77.6,7,89.2,7,32.4,6,17.1,8,47.6,7,54.4,3,86.8,4,5.7,7,1.0
30359,13,87.5,9,94.7,9,18.8,1,6.6,1,51.9,8,75.0,9,93.8,9,1.5,1,1.0
30366,13,79.6,8,92.3,9,29.3,5,8.2,2,55.4,8,59.2,5,88.5,5,4.5,6,1.0
30374,13,89.4,9,95.9,9,37.1,7,8.0,2,64.0,9,57.1,4,94.2,9,2.1,2,1.0
30377,13,76.0,7,90.8,8,24.0,3,7.7,2,47.9,7,59.3,5,83.4,2,4.2,6,1.0
30384,13,80.9,8,91.5,9,30.4,5,10.8,5,62.8,9,52.8,3,83.2,2,3.2,4,1.0
30389,13,73.3,5,85.3,2,30.1,5,8.3,2,44.0,6,54.6,3,84.7,2,4.7,6,1.0
30395,13,82.7,9,91.2,8,26.5,4,5.1,0,54.4,8,65.7,7,92.2,8,3.3,5,1.0
30401,13,81.0,8,91.1,8,24.9,3,9.3,3,48.5,7,66.7,7,91.6,7,3.4,5,1.0
30409,13,81.8,9,95.6,9,27.3,4,7.3,1,63.9,9,55.4,4,82.7,2,8.6,9,1.0
30411,13,71.5,5,88.0,5,26.4,4,9.2,3,47.6,7,58.7,5,85.1,3,1.4,1,1.0
30412,13,80.8,8,90.8,8,23.8,3,9.5,4,49.2,7,66.3,7,90.0,6,4.9,7,1.0
30415,13,81.9,9,91.0,8,24.5,3,8.7,3,53.1,8,57.4,4,81.9,1,12.7,9,1.0
30416,13,76.4,7,89.5,7,40.4,8,8.0,2,57.1,8,43.3,1,83.6,2,10.1,9,1.0
30418,13,71.1,4,89.6,7,31.8,6,17.6,8,47.6,7,56.2,4,88.0,4,1.8,2,1.0
30424,13,78.2,7,91.7,9,39.9,8,7.2,1,52.6,8,54.4,3,94.3,9,2.6,3,1.0
30426,13,79.9,8,91.1,8,44.9,9,9.2,3,58.6,8,42.4,1,87.3,4,2.0,2,1.0
30431,13,75.7,6,89.1,6,21.1,2,8.3,2,40.5,6,64.4,7,85.4,3,1.4,1,1.0
30438,13,80.4,8,90.7,8,32.7,6,7.2,1,58.0,8,49.5,2,82.2,1,2.2,3,1.0
30439,13,77.0,7,89.3,7,27.1,4,8.5,3,50.5,7,55.6,4,82.7,2,1.4,1,1.0
30440,13,75.4,6,86.2,3,30.2,5,8.9,3,50.2,7,45.2,1,75.4,0,3.2,4,1.0
30441,13,79.7,8,88.1,5,25.4,3,11.2,5,52.0,8,58.0,4,83.4,2,3.4,5,1.0
30444,13,78.3,7,90.1,7,40.6,8,13.7,7,49.7,7,43.8,1,84.3,2,9.6,9,1.0
30446,13,74.2,6,89.4,7,20.2,1,9.4,4,45.1,6,66.9,7,87.1,4,3.1,4,1.0
30450,13,74.0,6,82.2,0,30.8,5,9.6,4,47.2,7,40.8,1,71.6,0,2.1,2,1.0
30452,13,78.3,7,89.3,7,27.2,4,10.7,5,50.1,7,62.1,6,89.3,6,5.3,7,1.0
30453,13,80.8,8,91.4,8,26.9,4,8.3,2,41.4,6,63.3,6,90.2,6,0.5,0,1.0
30456,13,77.9,7,90.1,7,30.2,5,6.7,1,49.3,7,55.2,4,85.5,3,2.8,4,1.0
30457,13,79.4,8,90.8,8,23.0,2,9.6,4,44.7,6,61.3,6,84.4,2,8.0,9,1.0
30458,13,73.3,5,88.7,6,38.4,8,17.9,8,45.0,6,51.9,3,90.3,6,3.5,5,1.0
30463,13,80.8,8,92.2,9,28.3,4,9.6,4,47.4,7,62.3,6,90.6,7,3.1,4,1.0
30464,13,83.3,9,89.9,7,32.1,6,7.3,1,53.0,8,57.5,4,89.5,6,2.3,3,1.0
30470,13,77.3,7,89.1,6,24.1,3,9.5,4,40.4,6,58.2,5,82.3,1,2.6,3,1.0
30478,13,79.2,8,90.1,7,25.4,3,12.5,6,46.7,7,52.1,3,77.6,0,8.3,9,1.0
30479,13,76.9,7,85.3,2,31.1,5,9.2,3,47.3,7,54.0,3,85.1,3,2.9,4,1.0
30480,13,79.7,8,90.6,8,25.9,3,10.0,4,54.6,8,59.7,5,85.6,3,5.6,7,1.0
30481,13,73.6,6,87.3,4,26.7,4,9.6,4,38.2,5,62.7,6,89.4,6,2.1,2,1.0
30482,13,78.0,7,91.6,9,29.7,5,8.7,3,48.8,7,57.7,4,87.4,4,2.3,3,1.0
30488,13,87.4,9,96.1,9,23.4,2,7.0,1,58.9,8,68.2,8,91.6,7,4.7,6,1.0
30490,13,74.5,6,88.0,5,28.0,4,8.3,2,45.1,6,57.2,4,85.2,3,4.9,7,1.0
30495,13,79.4,8,90.4,8,22.6,2,8.4,2,48.1,7,68.1,8,90.7,7,1.4,1,1.0
30496,13,76.0,7,89.7,7,22.9,2,9.2,3,44.1,6,72.0,9,94.8,9,2.6,3,1.0
30502,13,76.2,7,88.5,6,41.7,8,12.3,6,48.8,7,46.8,2,88.5,5,3.0,4,1.0
30509,13,79.5,8,88.9,6,33.6,6,8.1,2,55.3,8,50.0,2,83.6,2,4.5,6,1.0
30510,13,85.2,9,93.4,9,26.3,4,9.2,3,61.4,9,65.3,7,91.6,7,1.1,1,1.0
30512,13,80.3,8,91.3,8,24.3,3,9.4,4,56.4,8,60.8,5,85.1,3,10.8,9,1.0
30513,13,80.7,8,89.8,7,20.0,1,8.1,2,58.6,8,64.7,7,84.7,2,1.7000000000000002,2,1.0
30515,13,74.7,6,87.1,4,36.7,7,10.9,5,52.6,8,54.5,3,91.2,7,2.7,3,1.0
30517,13,72.1,5,86.3,3,30.9,5,8.8,3,46.7,7,52.3,3,83.3,2,4.0,6,1.0
30520,13,67.1,3,81.9,0,40.6,8,14.2,7,36.8,5,52.9,3,93.5,9,4.5,6,1.0
30522,13,84.0,9,90.4,8,23.8,3,7.0,1,56.7,8,57.6,4,81.4,1,5.1,7,1.0
30523,13,79.6,8,91.0,8,34.7,7,8.6,3,55.9,8,47.9,2,82.6,1,2.5,3,1.0
30524,12,72.9,5,84.9,2,21.9,2,8.8,3,44.5,6,71.0,8,92.9,8,3.1,4,1.0
30529,13,77.6,7,88.5,6,29.3,5,7.4,1,52.7,8,61.6,6,90.8,7,7.6,8,1.0
30536,13,70.2,4,86.3,3,32.9,6,8.2,2,51.9,8,43.5,1,76.4,0,3.5,5,1.0
30537,13,81.0,8,90.9,8,19.6,1,8.0,2,59.7,9,64.2,7,83.7,2,1.2,1,1.0
30538,13,74.1,6,85.0,2,39.0,8,9.5,4,53.8,8,52.6,3,91.6,7,2.4,3,1.0
30539,13,78.0,7,89.7,7,37.0,7,8.4,2,54.3,8,55.4,4,92.4,8,3.7,5,1.0
30543,13,71.0,4,84.7,2,28.2,4,6.8,1,45.5,7,66.4,7,94.7,9,2.1,2,1.0
30547,13,78.8,8,92.3,9,26.0,3,7.7,2,47.6,7,63.8,6,89.8,6,9.2,9,1.0
30550,13,91.8,9,93.6,9,13.3,0,11.6,5,68.3,9,76.3,9,89.6,6,1.7000000000000002,2,1.0
30552,13,85.8,9,91.7,9,24.7,3,8.6,3,56.0,8,66.1,7,90.9,7,0.7000000000000001,0,1.0
30558,13,72.0,5,90.0,7,35.6,7,10.5,5,52.7,8,45.2,1,80.8,1,6.3,8,1.0
30559,13,73.5,5,84.6,2,19.8,1,9.7,4,58.5,8,69.8,8,89.5,6,3.3,5,1.0
30560,13,76.2,7,88.9,6,34.5,6,8.3,2,46.8,7,26.6,0,61.1,0,3.9,5,1.0
30566,13,82.3,9,89.5,7,37.7,7,12.5,6,58.7,8,49.5,2,87.2,4,3.7,5,1.0
30575,13,80.9,8,90.6,8,21.7,2,10.0,4,63.6,9,64.5,7,86.2,3,5.2,7,1.0
