id,Commune,Computer Percent,Computer Quantile,Cellular Percent,Cellular Quantile,Rent Percent,Rent Quantile,Immigration Percent,Immigration Quantile,Education Percent,Education Quantile,Owner Percent,Owner Quantile,Regular Percent,Regular Quantile,Uninhabited Percent,Uninhabited Quantile,b_id
33436,10,64.8,2,84.3,1,20.8,2,8.6,3,27.0,3,65.3,7,86.1,3,2.9,4,33.0
33465,10,71.7,5,88.6,6,28.6,4,14.0,7,26.4,2,64.9,7,93.4,9,2.8,4,33.0
33482,10,68.7,4,87.0,4,27.0,4,8.7,3,24.6,2,60.8,5,87.9,4,6.1,8,33.0
33494,10,65.4,2,86.2,3,21.5,2,11.0,5,26.5,2,71.5,8,93.0,8,4.9,7,33.0
33500,10,69.7,4,87.0,4,20.4,1,12.7,6,26.4,2,66.9,7,87.3,4,2.3,3,33.0
33544,10,70.6,4,86.5,4,23.7,3,5.5,0,29.9,3,61.5,6,85.2,3,2.9,4,33.0
33564,10,66.3,3,86.8,4,20.5,1,8.7,3,21.9,1,74.7,9,95.2,9,2.5,3,33.0
33568,10,64.1,2,80.6,0,26.9,4,13.6,7,24.3,2,63.0,6,90.0,6,2.5,3,33.0
33583,10,62.0,2,82.9,1,25.3,3,8.9,3,23.6,2,59.2,5,84.6,2,1.1,1,33.0
33603,10,63.7,2,78.3,0,23.5,2,9.6,4,22.7,2,60.1,5,83.6,2,3.3,5,33.0
33632,10,72.0,5,87.5,5,28.9,5,13.9,7,23.5,2,58.6,5,87.5,4,5.4,7,33.0
33639,10,65.9,3,77.8,0,27.2,4,9.5,4,17.3,1,61.7,6,88.9,5,5.1,7,33.0
33643,10,66.7,3,84.0,1,17.7,1,9.5,4,16.0,1,72.8,9,90.5,7,2.7,3,33.0
33658,10,65.2,2,83.5,1,26.3,4,10.0,4,16.2,1,59.6,5,85.8,3,5.5,7,33.0
33693,10,72.5,5,88.3,6,17.7,1,7.9,2,29.2,3,77.8,9,95.6,9,1.1,1,33.0
33694,10,69.7,4,90.5,8,24.4,3,6.7,1,20.2,1,67.4,8,91.8,8,0.7000000000000001,0,33.0
33719,10,70.2,4,84.2,1,19.6,1,14.0,7,16.3,1,70.9,8,90.6,7,3.3,5,33.0
33739,10,66.0,3,86.1,3,20.7,2,10.0,4,28.8,3,70.2,8,90.9,7,0.6000000000000001,0,33.0
33744,10,75.9,7,87.9,5,22.4,2,9.1,3,27.9,3,71.4,8,93.8,9,7.1,8,33.0
33763,10,70.2,4,87.1,4,15.7,0,9.3,3,24.5,2,72.6,9,88.3,5,2.4,3,33.0
33773,10,61.8,2,84.2,1,27.6,4,11.8,6,22.7,2,59.5,5,87.2,4,4.1,6,33.0
33780,10,78.3,7,91.3,8,13.6,0,4.6,0,34.1,4,76.7,9,90.2,6,1.2,1,33.0
33803,10,67.7,3,85.4,2,14.6,0,7.3,1,19.6,1,73.3,9,87.8,4,1.5,1,33.0
33822,10,65.9,3,79.1,0,20.3,1,12.5,6,19.2,1,68.2,8,88.5,5,3.7,5,33.0
33844,10,69.3,4,83.2,1,13.9,0,6.3,0,28.2,3,73.3,9,87.1,4,0.6000000000000001,0,33.0
33856,10,69.3,4,86.1,3,24.1,3,7.6,2,28.4,3,62.5,6,86.6,4,5.7,7,33.0
33873,10,73.2,5,88.2,6,23.4,2,10.6,5,26.5,2,61.6,6,85.0,3,3.4,5,33.0
33897,10,67.2,3,84.4,2,16.6,0,7.8,2,22.9,2,69.7,8,86.3,3,0.8,0,33.0
33922,10,65.4,2,80.7,0,22.7,2,7.1,1,23.4,2,67.3,7,90.0,6,3.0,4,33.0
33931,10,60.3,1,85.2,2,17.7,1,9.4,4,32.4,4,67.8,8,85.5,3,3.6,5,33.0
33947,10,77.1,7,88.8,6,16.7,0,7.5,1,36.3,5,71.9,9,88.6,5,2.7,3,33.0
33967,10,65.7,3,86.0,3,24.0,3,6.7,1,26.9,2,55.9,4,79.9,1,2.2,3,33.0
34005,10,67.8,3,87.7,5,24.0,3,10.9,5,26.2,2,69.4,8,93.4,9,9.2,9,33.0
34019,10,69.7,4,83.3,1,15.7,0,9.0,3,27.1,3,68.7,8,84.3,2,1.2,1,33.0
34099,10,69.2,4,85.7,3,21.0,2,7.7,2,30.3,3,69.2,8,90.2,6,1.5,1,33.0
32919,11,68.8,4,84.6,2,20.2,1,8.9,3,23.4,2,69.2,8,89.4,6,4.3,6,45.0
32966,10,64.8,2,80.8,0,21.6,2,14.0,7,28.5,3,66.8,7,88.4,5,3.7,5,45.0
33009,11,63.8,2,85.2,2,30.9,5,8.9,3,29.6,3,57.9,4,88.8,5,10.6,9,45.0
33024,11,67.1,3,88.9,6,23.4,2,7.2,1,28.7,3,71.9,9,95.2,9,3.2,4,45.0
33070,11,66.7,3,84.6,2,16.7,0,8.8,3,21.6,1,71.2,8,87.9,4,3.2,4,45.0
33113,10,63.4,2,82.7,1,24.7,3,7.9,2,23.4,2,56.5,4,81.3,1,4.2,6,45.0
33119,10,66.3,3,84.7,2,22.1,2,11.9,6,23.6,2,69.7,8,91.8,8,3.2,4,45.0
33173,10,70.3,4,87.4,5,25.9,3,12.0,6,25.7,2,67.4,8,93.2,9,1.5,1,45.0
33241,11,65.5,2,87.3,4,19.4,1,7.0,1,20.8,1,69.4,8,88.7,5,1.4,1,45.0
33266,10,69.3,4,84.4,2,21.0,2,8.2,2,31.9,4,64.6,7,85.6,3,2.1,2,45.0
33273,11,62.3,2,79.5,0,17.2,1,13.2,6,20.3,1,72.8,9,90.1,6,1.9,2,45.0
33314,10,68.2,3,86.5,4,18.8,1,7.3,1,21.8,1,69.4,8,88.2,5,3.2,4,45.0
33321,10,67.7,3,83.0,1,21.1,2,13.3,6,23.4,2,69.4,8,90.5,7,1.7000000000000002,2,45.0
33346,11,62.9,2,83.1,1,18.5,1,11.1,5,20.1,1,68.7,8,87.2,4,1.1,1,45.0
33358,10,63.1,2,82.2,0,20.1,1,9.4,4,22.1,1,66.7,7,86.7,4,3.5,5,45.0
33380,10,69.0,4,84.8,2,17.8,1,5.9,0,25.7,2,63.4,6,81.2,1,2.7,3,45.0
33415,10,70.9,4,83.3,1,21.7,2,7.8,2,31.5,4,68.2,8,89.9,6,2.6,3,45.0
33418,10,60.1,1,83.7,1,21.7,2,9.3,3,20.2,1,72.5,9,94.2,9,2.2,3,45.0
33469,10,76.1,7,89.8,7,18.3,1,6.4,0,32.7,4,73.5,9,91.9,8,2.4,3,45.0
33500,10,69.7,4,87.0,4,20.4,1,12.7,6,26.4,2,66.9,7,87.3,4,2.3,3,45.0
33559,10,67.6,3,84.1,1,18.9,1,11.4,5,29.2,3,69.9,8,88.9,5,4.9,7,45.0
33583,10,62.0,2,82.9,1,25.3,3,8.9,3,23.6,2,59.2,5,84.6,2,1.1,1,45.0
33643,10,66.7,3,84.0,1,17.7,1,9.5,4,16.0,1,72.8,9,90.5,7,2.7,3,45.0
33693,10,72.5,5,88.3,6,17.7,1,7.9,2,29.2,3,77.8,9,95.6,9,1.1,1,45.0
33731,10,68.5,4,84.1,1,19.1,1,8.2,2,20.9,1,69.7,8,88.8,5,0.8,0,45.0
33780,10,78.3,7,91.3,8,13.6,0,4.6,0,34.1,4,76.7,9,90.2,6,1.2,1,45.0
33824,10,72.1,5,86.9,4,20.7,2,6.8,1,29.5,3,66.7,7,87.4,4,7.2,8,45.0
33862,10,67.9,3,85.5,2,16.6,0,11.4,5,24.5,2,77.2,9,93.8,9,4.4,6,45.0
32512,11,71.5,5,87.6,5,17.4,1,7.9,2,31.0,4,75.6,9,93.0,8,2.4,3,45.0
33268,11,69.6,4,86.9,4,33.3,6,10.4,5,29.8,3,43.1,1,76.5,0,7.6,8,19.0
33318,6,79.2,8,86.3,3,21.2,2,6.1,0,40.2,5,63.3,6,84.5,2,0.8,0,19.0
33334,11,71.8,5,89.1,6,32.7,6,13.3,6,34.0,4,45.6,1,78.2,0,1.1,1,19.0
33408,7,76.0,7,87.8,5,26.9,4,11.3,5,45.6,7,63.3,6,90.2,6,2.4,3,19.0
33414,11,68.9,4,89.5,7,29.9,5,15.2,7,29.2,3,51.0,3,80.9,1,9.2,9,19.0
33419,11,68.0,3,83.4,1,34.6,7,9.6,4,36.2,5,50.6,2,85.2,3,0.7000000000000001,0,19.0
33460,7,80.5,8,92.8,9,31.7,6,10.2,4,24.6,2,52.1,3,83.8,2,2.1,2,19.0
33470,7,81.4,9,93.6,9,26.3,4,7.9,2,43.0,6,64.1,7,90.4,6,10.5,9,19.0
33479,7,55.6,1,85.6,3,36.9,7,9.6,4,21.5,1,41.4,1,78.3,0,3.4,5,19.0
33505,7,66.8,3,85.9,3,28.4,4,10.9,5,34.8,4,66.2,7,94.5,9,7.8,9,19.0
33515,11,61.4,1,82.4,0,40.3,8,12.9,6,29.9,3,44.4,1,84.7,2,3.0,4,19.0
33542,7,72.7,5,88.7,6,27.8,4,11.8,6,37.4,5,60.4,5,88.2,5,1.6,2,19.0
33545,7,68.5,4,91.2,8,26.7,4,9.1,3,36.0,5,64.7,7,91.4,7,3.7,5,19.0
33546,6,71.0,4,83.5,1,34.5,6,9.8,4,30.9,3,52.2,3,86.7,4,3.8,5,19.0
33563,11,66.5,3,87.3,4,37.9,7,19.4,8,23.6,2,46.9,2,84.8,3,8.3,9,19.0
33577,7,75.0,6,88.8,6,23.9,3,14.2,7,46.1,7,53.9,3,77.8,0,3.0,4,19.0
33587,7,67.4,3,87.0,4,31.6,6,8.3,2,32.3,4,56.1,4,87.7,4,3.0,4,19.0
33625,7,72.2,5,88.9,6,11.1,0,8.1,2,33.1,4,72.2,9,83.2,2,4.2,6,19.0
33650,7,81.5,9,87.3,4,14.2,0,10.4,5,47.5,7,70.9,8,85.1,3,1.8,2,19.0
33654,7,69.1,4,86.0,3,27.0,4,15.9,7,34.0,4,61.7,6,88.8,5,1.3,1,19.0
33660,6,80.1,8,90.2,8,24.4,3,10.0,4,46.9,7,63.2,6,87.6,4,11.8,9,19.0
33689,11,63.9,2,90.2,8,38.2,7,21.1,8,20.9,1,47.1,2,85.3,3,2.2,3,19.0
33690,7,68.6,4,85.8,3,26.6,4,13.9,7,36.3,5,65.7,7,92.3,8,2.4,3,19.0
33714,6,70.5,4,86.5,4,28.1,4,7.3,1,38.3,5,59.4,5,87.5,4,6.7,8,19.0
33718,7,72.2,5,90.6,8,17.7,1,13.1,6,32.3,4,70.8,8,88.5,5,3.5,5,19.0
33725,7,73.3,5,86.7,4,21.6,2,11.9,6,43.6,6,66.9,7,88.6,5,11.2,9,19.0
33732,7,66.6,3,83.8,1,30.8,5,18.5,8,27.2,3,57.0,4,87.7,4,2.6,3,19.0
33734,7,74.0,6,88.3,6,23.8,3,8.5,3,28.1,3,69.5,8,93.3,9,3.0,4,19.0
33771,7,74.3,6,93.1,9,24.6,3,13.8,7,43.4,6,62.5,6,87.1,4,3.2,4,19.0
33774,11,69.1,4,87.2,4,37.2,7,16.1,7,23.9,2,53.3,3,90.5,7,2.3,3,19.0
33777,7,76.1,7,89.6,7,28.5,4,8.4,2,39.9,5,65.0,7,93.5,9,2.8,4,19.0
33781,7,57.8,1,85.0,2,32.4,6,29.4,9,22.2,2,47.4,2,79.7,1,1.2,1,19.0
33795,7,63.5,2,84.4,2,30.1,5,13.2,6,31.4,4,53.6,3,83.7,2,1.8,2,19.0
33828,7,81.4,9,91.8,9,24.7,3,8.8,3,46.1,7,66.8,7,91.5,7,8.3,9,19.0
33838,7,58.6,1,88.3,6,41.4,8,29.5,9,22.6,2,45.5,1,86.9,4,6.4,8,19.0
33839,7,64.5,2,82.3,0,28.3,4,18.3,8,29.3,3,58.9,5,87.3,4,0.4,0,19.0
33850,6,64.3,2,85.0,2,35.2,7,19.3,8,30.2,3,49.3,2,84.6,2,2.0,2,19.0
33869,7,59.1,1,88.5,6,43.7,8,20.4,8,20.7,1,35.6,0,79.3,1,9.3,9,19.0
33889,7,67.1,3,86.6,4,28.3,4,9.7,4,29.1,3,65.8,7,94.1,9,2.5,3,19.0
33891,10,66.0,3,88.0,5,42.3,8,41.4,9,24.1,2,40.3,1,82.7,2,1.6,2,19.0
33906,7,78.3,7,91.5,9,19.7,1,8.7,3,46.1,7,59.0,5,78.7,1,2.8,4,19.0
33920,7,66.9,3,86.3,3,27.4,4,16.8,8,32.2,4,56.5,4,83.9,2,6.4,8,19.0
33934,7,54.1,1,86.1,3,38.9,8,12.8,6,30.0,3,50.3,2,89.2,5,4.4,6,19.0
33937,7,72.5,5,87.0,4,29.4,5,9.7,4,40.1,5,49.8,2,79.2,1,1.6,2,19.0
33951,7,71.8,5,86.1,3,26.4,4,10.8,5,41.0,6,61.2,6,87.5,4,2.7,3,19.0
33953,7,61.9,2,87.0,4,38.1,7,24.7,9,26.5,2,54.9,4,93.0,8,3.6,5,19.0
33958,7,57.6,1,83.3,1,42.4,8,26.9,9,31.6,4,47.3,2,89.8,6,2.8,4,19.0
33984,7,53.3,0,76.8,0,44.1,8,7.2,1,28.0,3,42.6,1,86.7,4,4.8,7,19.0
33990,7,53.7,0,83.1,1,45.5,9,39.1,9,20.7,1,42.4,1,87.8,4,2.3,3,19.0
34001,7,68.5,4,86.3,3,28.8,5,12.4,6,36.6,5,56.5,4,85.2,3,1.1,1,19.0
34014,10,54.6,1,86.3,3,45.9,9,43.7,9,20.9,1,37.7,0,83.6,2,4.6,6,19.0
34016,7,75.7,6,88.1,5,26.5,4,7.1,1,35.6,5,67.2,7,93.7,9,2.2,3,19.0
34037,7,70.4,4,85.5,2,26.3,4,8.7,3,31.0,3,65.3,7,91.6,7,3.0,4,19.0
34066,7,61.6,1,89.3,7,32.6,6,10.7,5,27.4,3,51.2,3,83.9,2,3.5,5,19.0
34074,7,58.4,1,85.2,2,44.9,9,16.7,8,32.0,4,48.1,2,93.0,8,1.0,1,19.0
34079,7,61.3,1,81.0,0,38.7,8,25.5,9,26.3,2,39.5,0,78.2,0,5.3,7,19.0
34090,7,52.6,0,81.2,0,41.4,8,12.0,6,28.1,3,27.4,0,68.8,0,3.5,5,19.0
34092,7,71.8,5,85.0,2,19.3,1,10.3,4,41.0,6,67.2,7,86.5,3,5.8,7,19.0
34120,7,72.6,5,88.5,6,30.3,5,11.0,5,35.1,4,64.8,7,95.1,9,3.9,5,19.0
34130,7,56.0,1,84.1,1,37.9,7,15.2,7,24.3,2,46.9,2,84.8,3,4.5,6,19.0
34142,7,74.9,6,87.7,5,14.4,0,7.0,1,49.2,7,75.7,9,90.1,6,6.4,8,19.0
34144,7,62.7,2,84.8,2,31.9,6,12.3,6,24.1,2,50.0,2,81.9,1,6.8,8,19.0
34148,7,58.4,1,83.9,1,43.3,8,18.4,8,26.2,2,48.2,2,91.5,7,2.1,2,19.0
34168,7,64.9,2,83.3,1,27.8,4,18.4,8,27.8,3,64.1,7,91.8,8,3.5,5,19.0
34171,7,69.4,4,86.0,3,31.3,6,6.3,0,37.1,5,57.1,4,88.4,5,4.4,6,19.0
34172,6,75.2,6,87.0,4,25.1,3,7.5,1,44.8,6,64.5,7,89.6,6,8.1,9,19.0
34175,7,47.7,0,79.1,0,47.0,9,17.1,8,26.6,2,46.0,1,93.0,8,0.0,0,19.0
34184,7,63.6,2,84.7,2,33.3,6,9.1,3,28.2,3,46.6,2,79.9,1,1.4,1,19.0
34195,7,54.1,1,83.5,1,40.6,8,37.5,9,19.9,1,47.0,2,87.6,4,2.8,4,19.0
34197,7,68.3,3,83.7,1,33.1,6,14.2,7,30.8,3,48.5,2,81.5,1,3.1,4,19.0
34216,7,73.6,6,83.9,1,18.8,1,6.5,1,48.7,7,62.2,6,80.9,1,2.5,3,19.0
34223,7,64.4,2,81.0,0,27.9,4,15.2,7,35.3,4,48.6,2,76.5,0,4.9,7,19.0
34240,7,48.3,0,84.9,2,41.9,8,34.3,9,14.1,1,52.3,3,94.2,9,6.8,8,19.0
34242,7,70.6,4,85.4,2,31.0,5,10.3,4,35.6,5,60.3,5,91.3,7,3.6,5,19.0
34245,7,66.2,3,84.1,1,31.8,6,8.0,2,42.6,6,48.8,2,80.6,1,2.1,2,19.0
34247,10,61.2,1,86.0,3,39.3,8,37.9,9,22.9,2,44.4,1,83.6,2,7.4,8,19.0
34248,7,68.5,4,87.6,5,37.3,7,14.5,7,26.4,2,41.5,1,78.8,1,0.0,0,19.0
34257,7,49.7,0,81.1,0,34.1,6,24.3,9,25.1,2,54.1,3,88.1,5,7.4,8,19.0
34258,7,62.6,2,82.7,1,19.4,1,10.7,5,36.3,5,61.6,6,81.0,1,5.7,7,19.0
34262,7,64.9,2,84.7,2,25.6,3,11.2,5,36.6,5,62.9,6,88.6,5,4.1,6,19.0
34284,7,68.1,3,83.2,1,20.5,1,7.4,1,31.2,4,58.4,5,78.9,1,3.6,5,19.0
34298,7,79.4,8,87.3,4,27.2,4,6.6,1,45.9,7,64.0,6,91.2,7,3.2,4,19.0
34300,7,65.5,2,81.4,0,31.4,6,9.5,4,30.5,3,60.0,5,91.4,7,4.6,6,19.0
34303,7,71.7,5,84.3,1,24.8,3,8.6,3,37.3,5,60.2,5,85.0,3,4.1,6,19.0
34313,6,75.3,6,92.0,9,24.4,3,9.7,4,43.9,6,66.2,7,90.6,7,2.1,2,19.0
34316,7,76.1,7,88.7,6,20.5,1,9.5,4,43.0,6,63.4,6,83.9,2,6.2,8,19.0
34318,7,66.3,3,78.3,0,23.4,2,9.2,3,35.2,4,67.9,8,91.3,7,7.1,8,19.0
34324,7,61.7,2,85.1,2,28.4,4,11.7,5,29.3,3,61.7,6,90.1,6,6.5,8,19.0
34333,7,54.9,1,82.9,1,43.2,8,18.5,8,18.9,1,46.3,1,89.5,6,2.5,3,19.0
34338,7,71.6,5,88.1,5,15.2,0,9.6,4,38.8,5,73.6,9,88.8,5,8.8,9,19.0
34340,7,78.6,8,87.6,5,26.5,4,10.4,5,39.9,5,66.5,7,93.0,8,8.8,9,19.0
34379,7,41.7,0,86.2,3,49.7,9,27.1,9,18.2,1,37.2,0,86.9,4,1.9,2,19.0
34381,7,69.2,4,85.1,2,18.3,1,8.1,2,39.2,5,64.1,7,82.4,1,4.6,6,19.0
34384,7,66.0,3,85.0,2,24.9,3,9.0,3,30.6,3,63.2,6,88.1,5,4.7,6,19.0
34393,7,56.4,1,85.9,3,49.2,9,12.5,6,23.3,2,44.8,1,94.0,9,5.4,7,19.0
34400,7,68.4,3,86.9,4,30.5,5,10.3,4,42.2,6,50.4,2,80.9,1,5.4,7,19.0
34402,7,61.6,1,86.5,4,44.8,9,12.1,6,28.2,3,46.8,2,91.6,7,2.5,3,19.0
34403,7,80.1,8,88.4,6,24.7,3,6.7,1,48.9,7,59.9,5,84.6,2,13.4,9,19.0
34412,7,66.1,3,85.5,2,30.4,5,8.6,3,38.1,5,61.7,6,92.0,8,0.7000000000000001,0,19.0
34413,10,55.3,1,87.5,5,34.5,6,35.8,9,16.9,1,42.2,1,76.6,0,3.6,5,19.0
34414,7,71.0,4,86.7,4,34.1,6,9.1,3,45.6,7,40.9,1,75.0,0,17.4,9,19.0
34418,7,67.4,3,81.1,0,32.2,6,9.1,3,30.3,3,61.2,6,93.5,9,4.7,6,19.0
34439,7,74.1,6,87.1,4,18.7,1,9.1,3,39.7,5,72.4,9,91.1,7,5.5,7,19.0
34441,7,66.6,3,87.5,5,37.1,7,13.5,7,34.9,4,52.4,3,89.5,6,6.4,8,19.0
34442,7,82.5,9,90.0,7,22.1,2,6.3,0,43.3,6,58.3,5,80.4,1,1.7000000000000002,2,19.0
34460,7,59.5,1,80.7,0,33.1,6,16.3,7,29.2,3,57.4,4,90.5,7,5.5,7,19.0
34469,7,74.6,6,87.1,4,23.0,2,6.0,0,44.6,6,59.1,5,82.1,1,3.5,5,19.0
34473,7,64.1,2,87.3,4,40.2,8,15.0,7,32.7,4,52.4,3,92.6,8,3.1,4,19.0
34486,7,75.9,7,90.7,8,17.5,1,7.8,2,42.3,6,65.1,7,82.5,1,2.6,3,19.0
34496,7,60.9,1,85.1,2,42.1,8,12.2,6,21.9,1,46.4,2,88.5,5,3.1,4,19.0
34498,7,78.7,8,89.9,7,18.0,1,9.0,3,44.1,6,65.3,7,83.3,2,6.1,8,19.0
34500,7,66.2,3,79.7,0,29.2,5,6.5,1,35.2,4,57.4,4,86.6,4,3.4,5,19.0
34515,10,60.8,1,85.3,2,40.1,8,14.1,7,21.4,1,47.2,2,87.3,4,1.7000000000000002,2,19.0
34526,7,63.2,2,85.7,3,26.4,4,7.6,2,31.9,4,62.3,6,88.8,5,2.4,3,19.0
34535,7,65.4,2,86.2,3,30.5,5,11.7,5,31.3,4,63.0,6,93.5,9,3.2,4,19.0
34537,7,74.3,6,89.6,7,10.0,0,7.2,1,41.1,6,68.7,8,78.7,1,4.2,6,19.0
34551,7,75.0,6,87.1,4,27.0,4,10.1,4,31.0,4,61.2,6,88.2,5,3.8,5,19.0
34562,7,72.9,5,87.4,5,29.6,5,7.0,1,32.2,4,62.3,6,91.9,8,7.9,9,19.0
34576,7,77.3,7,89.4,7,19.0,1,14.4,7,42.7,6,60.2,5,79.2,1,1.9,2,19.0
34579,7,72.6,5,89.6,7,38.6,8,8.5,3,40.1,5,54.4,3,93.1,9,1.4,1,19.0
34590,7,74.1,6,87.8,5,20.8,2,6.6,1,36.7,5,64.5,7,85.3,3,16.8,9,19.0
34593,7,66.8,3,87.0,4,26.8,4,12.0,6,28.6,3,61.0,6,87.8,4,6.2,8,19.0
34601,7,67.8,3,87.0,4,31.5,6,9.1,3,38.1,5,59.4,5,90.9,7,2.9,4,19.0
34603,10,55.8,1,85.9,3,44.0,8,21.0,8,22.4,2,44.0,1,87.9,4,8.0,9,19.0
34611,7,62.3,2,86.2,3,35.8,7,11.9,6,39.4,5,53.5,3,89.3,6,3.1,4,19.0
34622,7,65.9,3,82.7,1,25.7,3,7.1,1,29.3,3,65.0,7,90.7,7,5.5,7,19.0
34628,7,72.7,5,88.6,6,27.5,4,7.0,1,45.3,7,62.8,6,90.3,6,11.7,9,19.0
34632,7,72.3,5,88.2,6,28.5,4,9.9,4,32.2,4,56.5,4,84.9,3,6.9,8,19.0
34640,7,78.1,7,90.6,8,11.6,0,8.8,3,47.7,7,56.5,4,68.1,0,2.5,3,19.0
34645,7,67.4,3,85.3,2,35.0,7,7.2,1,36.0,5,51.4,3,86.5,3,6.5,8,19.0
34668,7,69.2,4,90.1,7,21.6,2,10.9,5,35.8,5,51.7,3,73.3,0,5.6,7,19.0
34681,7,63.4,2,84.7,2,46.4,9,15.5,7,32.9,4,46.2,1,92.6,8,9.6,9,19.0
34682,7,66.0,3,83.3,1,24.2,3,15.7,7,31.9,4,67.0,7,91.2,7,2.3,3,19.0
34692,7,80.0,8,87.5,5,9.8,0,6.8,1,43.0,6,82.6,9,92.5,8,2.0,2,19.0
34695,7,60.8,1,86.8,4,42.6,8,10.6,5,29.2,3,41.1,1,83.7,2,3.2,4,19.0
34704,7,72.1,5,85.2,2,23.5,2,8.6,3,34.8,4,66.1,7,89.6,6,2.8,4,19.0
34715,7,63.0,2,86.5,4,30.3,5,9.4,4,27.1,3,61.3,6,91.6,7,10.3,9,19.0
34721,7,83.2,9,91.8,9,16.8,0,10.5,5,36.8,5,76.4,9,93.2,9,1.6,2,19.0
34733,7,78.8,8,92.2,9,19.7,1,6.2,0,52.6,8,75.1,9,94.8,9,0.4,0,19.0
34763,10,71.3,5,88.0,5,25.2,3,14.2,7,33.3,4,63.8,6,88.9,5,3.6,5,19.0
34776,7,71.5,5,90.1,7,29.2,5,14.4,7,27.2,3,56.1,4,85.3,3,0.9,1,19.0
34782,7,70.3,4,85.6,3,18.8,1,7.9,2,28.2,3,66.8,7,85.6,3,2.3,3,19.0
34793,7,71.2,5,87.9,5,30.0,5,16.3,7,26.0,2,60.3,5,90.3,6,1.0,1,19.0
34797,7,82.5,9,92.2,9,12.0,0,7.2,1,35.4,5,81.3,9,93.4,9,1.1,1,19.0
34806,7,85.0,9,89.7,7,15.8,0,5.9,0,41.7,6,81.4,9,97.2,9,0.4,0,19.0
34832,9,64.4,2,87.2,4,28.3,4,21.1,8,24.9,2,60.6,5,88.9,5,2.2,3,19.0
34853,7,68.6,4,85.1,2,21.6,2,10.5,5,28.3,3,65.9,7,87.5,4,2.2,3,19.0
34854,7,73.2,5,91.5,9,21.4,2,10.8,5,30.0,3,64.4,7,85.8,3,5.3,7,19.0
34866,7,72.8,5,87.5,5,13.2,0,18.0,8,24.7,2,72.1,9,85.3,3,5.5,7,19.0
34871,7,71.4,5,76.0,0,11.2,0,8.7,3,37.0,5,82.7,9,93.9,9,1.3,1,19.0
34881,7,71.4,5,88.0,5,27.2,4,17.4,8,31.2,4,56.7,4,83.9,2,4.0,6,19.0
34894,9,71.7,5,88.9,6,22.5,2,19.6,8,27.3,3,71.0,8,93.4,9,0.5,0,19.0
34895,7,71.4,5,88.0,5,22.9,2,16.5,8,22.3,2,55.7,4,78.6,1,3.9,5,19.0
34910,7,75.1,6,90.5,8,21.2,2,15.0,7,30.2,3,65.9,7,87.0,4,1.5,1,19.0
34925,7,70.5,4,87.9,5,17.7,1,10.8,5,24.8,2,71.7,8,89.4,6,2.6,3,19.0
34931,7,78.4,7,91.0,8,13.1,0,8.1,2,31.1,4,79.3,9,92.3,8,2.5,3,19.0
34955,7,68.5,4,83.4,1,17.0,0,18.7,8,20.8,1,64.7,7,81.7,1,1.8,2,19.0
34966,7,68.1,3,87.5,5,22.6,2,13.4,6,25.5,2,67.4,8,89.9,6,2.5,3,19.0
34993,7,69.0,4,86.7,4,21.5,2,16.2,7,27.1,3,68.4,8,90.0,6,1.1,1,19.0
35012,7,67.3,3,88.7,6,17.0,0,17.3,8,27.1,3,72.7,9,89.7,6,1.3,1,19.0
35022,7,66.8,3,87.0,4,19.4,1,17.8,8,27.3,3,71.5,8,90.9,7,0.8,0,19.0
35031,9,66.4,3,85.3,2,18.3,1,16.8,8,22.5,2,71.3,8,89.6,6,4.5,6,19.0
35042,7,64.9,2,85.2,2,32.8,6,28.1,9,23.2,2,57.2,4,90.0,6,2.6,3,19.0
35051,7,61.8,2,86.9,4,31.9,6,20.3,8,24.7,2,59.8,5,91.6,7,3.6,5,19.0
35052,7,73.4,5,92.3,9,24.5,3,16.3,7,30.0,3,68.7,8,93.1,9,1.2,1,19.0
35065,7,66.5,3,85.4,2,32.5,6,41.3,9,17.1,1,63.2,6,95.8,9,5.0,7,19.0
35088,7,58.5,1,79.8,0,18.1,1,24.1,9,22.9,2,70.7,8,88.8,5,0.9,1,19.0
35093,7,72.3,5,88.6,6,14.0,0,8.7,3,31.6,4,77.3,9,91.3,7,1.2,1,19.0
35112,9,63.2,2,86.2,3,22.7,2,18.5,8,21.4,1,68.1,8,90.8,7,2.7,3,19.0
35114,7,76.1,7,84.6,2,18.2,1,9.2,3,31.9,4,77.3,9,95.5,9,0.4,0,19.0
35128,7,64.5,2,85.2,2,21.3,2,17.3,8,28.0,3,71.9,9,93.2,9,4.5,6,19.0
35131,7,54.3,1,84.8,2,32.5,6,32.0,9,14.0,1,57.6,4,90.1,6,0.30000000000000004,0,19.0
35136,7,66.4,3,81.5,0,33.6,6,19.8,8,22.5,2,59.1,5,92.7,8,2.9,4,19.0
35140,7,53.2,0,82.2,0,35.6,7,41.2,9,14.5,1,59.2,5,94.9,9,4.3,6,19.0
35146,7,61.6,1,81.3,0,22.5,2,18.0,8,19.8,1,70.9,8,93.4,9,2.4,3,19.0
35188,7,56.6,1,82.8,1,25.9,3,18.8,8,20.0,1,63.1,6,89.1,5,2.7,3,19.0
35195,7,63.1,2,86.0,3,32.2,6,23.1,9,18.8,1,54.8,3,86.9,4,0.9,1,19.0
35206,7,52.2,0,80.6,0,35.6,7,30.0,9,12.1,0,59.2,5,94.7,9,2.3,3,19.0
