id,AREA,Commune,DEPTO,FRAC,Computer Percent,Computer Quantile,Cellular Percent,Cellular Quantile,Rent Percent,Rent Quantile,LINK,Immigration Percent,Immigration Quantile,Education Percent,Education Quantile,PERIMETER,Owner Percent,Owner Quantile,PROV,RADIO,RADPAIS_,REDCODE,Regular Percent,Regular Quantile,TIPO,Uninhabited Percent,Uninhabited Quantile,coordinates,type
35153,40167.25,4,4.0,8.0,64.1,2,83.6,1,32.9,6,,8.6,3,28.5,3,900.039,58.9,5,2.0,1.0,35153.0,20040801.0,91.8,8,,3.2,4,"[[[-58.40539, -34.63834], [-58.40495, -34.63826], [-58.40353, -34.63798], [-58.40349, -34.63815], [-58.40333, -34.63887], [-58.40325, -34.63922], [-58.40356, -34.63928], [-58.40453, -34.64099], [-58.40478, -34.64108], [-58.40485, -34.6411], [-58.40502, -34.64029], [-58.40504, -34.64011], [-58.40514, -34.63963], [-58.40537, -34.63846], [-58.40539, -34.63834]]]",Polygon
31056,30818.06,12,12.0,13.0,67.5,3,82.3,0,32.9,6,,8.4,2,35.1,4,817.953,53.4,3,2.0,7.0,31056.0,20121307.0,86.3,3,,7.7,9,"[[[-58.48423, -34.5731], [-58.4841, -34.57324], [-58.48358, -34.57389], [-58.48483, -34.57463], [-58.4854, -34.57497], [-58.48645, -34.57435], [-58.48636, -34.57431], [-58.48659, -34.57412], [-58.48661, -34.57411], [-58.4868, -34.57396], [-58.48668, -34.57389], [-58.48653, -34.5738], [-58.48643, -34.57374], [-58.48633, -34.57366], [-58.48626, -34.5736], [-58.48615, -34.57352], [-58.48589, -34.57331], [-58.48577, -34.57346], [-58.48548, -34.57383], [-58.4844, -34.57319], [-58.48423, -34.5731]]]",Polygon
31060,40296.25,14,14.0,9.0,84.6,9,92.8,9,32.2,6,,10.5,5,62.4,9,919.18,41.3,1,2.0,9.0,31060.0,20140909.0,73.6,0,,7.3,8,"[[[-58.43157, -34.57052], [-58.43143, -34.57059], [-58.43043, -34.57119], [-58.42938, -34.57179], [-58.43013, -34.57265], [-58.43117, -34.57205], [-58.43217, -34.57146], [-58.4323, -34.57138], [-58.43298, -34.57099], [-58.43314, -34.57089], [-58.43241, -34.57002], [-58.43157, -34.57052]]]",Polygon
31061,90446.88,12,12.0,19.0,72.6,5,87.0,4,18.4,1,,10.4,5,28.0,3,1377.761,72.3,9,2.0,6.0,31061.0,20121906.0,90.7,7,,1.8,2,"[[[-58.50738, -34.57469], [-58.50729, -34.5748], [-58.50655, -34.57561], [-58.50591, -34.57631], [-58.50526, -34.57703], [-58.5054, -34.57712], [-58.5064, -34.57773], [-58.50631, -34.57783], [-58.50575, -34.57845], [-58.50586, -34.57853], [-58.50688, -34.57915], [-58.50753, -34.57843], [-58.50806, -34.57785], [-58.50818, -34.57771], [-58.50829, -34.5776], [-58.50885, -34.57698], [-58.50828, -34.57664], [-58.50909, -34.57569], [-58.50902, -34.57566], [-58.50889, -34.57558], [-58.50873, -34.57549], [-58.508539999999996, -34.57537], [-58.50842, -34.5753], [-58.50794, -34.57503], [-58.50759, -34.57482], [-58.50738, -34.57469]]]",Polygon
33071,37871.19,11,11.0,15.0,66.8,3,80.7,0,24.9,3,,9.2,3,26.2,2,1112.182,61.4,6,2.0,9.0,33071.0,20111509.0,86.4,3,,7.7,9,"[[[-58.47886, -34.61007], [-58.48017, -34.61076], [-58.48142, -34.61141], [-58.48271, -34.6121], [-58.48311, -34.61159], [-58.48352, -34.61109], [-58.48322, -34.61094], [-58.48298, -34.6108], [-58.48272, -34.61068], [-58.48222, -34.61041], [-58.48182, -34.61091], [-58.48057, -34.61025], [-58.47926, -34.60956], [-58.47886, -34.61007]]]",Polygon
31063,16047.31,13,13.0,28.0,56.6,1,88.0,5,53.2,9,,12.7,6,36.9,5,522.494,34.1,0,2.0,1.0,31063.0,20132801.0,87.3,4,,2.2,3,"[[[-58.44583, -34.57161], [-58.44633, -34.57243], [-58.44659, -34.57286], [-58.44756, -34.57242], [-58.44723, -34.57192], [-58.4467, -34.57111], [-58.44583, -34.57161]]]",Polygon
31064,66757.0,12,12.0,15.0,79.2,8,92.3,9,34.2,6,,3.6,0,40.7,6,1938.881,57.7,4,2.0,4.0,31064.0,20121504.0,91.9,8,,2.6,3,"[[[-58.4868, -34.57396], [-58.48661, -34.57411], [-58.48659, -34.57412], [-58.48636, -34.57431], [-58.48645, -34.57435], [-58.48733, -34.57485], [-58.48754, -34.57497], [-58.4878, -34.57513], [-58.48833, -34.57544], [-58.48761, -34.57628], [-58.48913, -34.57717], [-58.48949, -34.57675], [-58.48985, -34.57633], [-58.48998, -34.57618], [-58.49039, -34.57643], [-58.49095, -34.57677], [-58.49105, -34.57682], [-58.49152, -34.5771], [-58.49201, -34.57739], [-58.49211, -34.57744], [-58.49264, -34.57775], [-58.49275, -34.57781], [-58.49319, -34.57806], [-58.49338, -34.5778], [-58.49232, -34.57717], [-58.49125, -34.57655], [-58.49017, -34.57593], [-58.48908, -34.57531], [-58.48943, -34.57487], [-58.48832, -34.57426], [-58.4872, -34.57364], [-58.4868, -34.57396]]]",Polygon
35163,79222.25,4,4.0,12.0,61.1,1,82.1,0,34.9,7,,12.6,6,19.2,1,1214.007,55.5,4,2.0,5.0,35163.0,20041205.0,90.4,6,,2.8,4,"[[[-58.38654, -34.63699], [-58.38647, -34.6371], [-58.38653, -34.63718], [-58.38666, -34.63953], [-58.3881, -34.6395], [-58.38856, -34.63948], [-58.38862, -34.63952], [-58.38903, -34.63983], [-58.38951, -34.64005], [-58.38988, -34.64021], [-58.38996, -34.6391], [-58.39006, -34.63782], [-58.38976, -34.63776], [-58.38886, -34.63754], [-58.38811, -34.63737], [-58.3879, -34.63732], [-58.38654, -34.63699]]]",Polygon
31065,125278.9,15,15.0,3.0,89.6,9,93.6,9,6.8,0,,7.2,1,63.7,9,1626.605,88.0,9,2.0,7.0,31065.0,20150307.0,94.8,9,,1.3,1,"[[[-58.46736, -34.5725], [-58.46603, -34.57333], [-58.46499, -34.57399], [-58.46335, -34.57501], [-58.46318, -34.5751], [-58.46412, -34.57562], [-58.46472, -34.57596], [-58.46579, -34.57655], [-58.46588, -34.57644], [-58.46679, -34.57563], [-58.46793, -34.57459], [-58.46804, -34.5745], [-58.46819, -34.57458], [-58.46901, -34.57506], [-58.46983, -34.57408], [-58.46992, -34.57396], [-58.46913, -34.57351], [-58.46829, -34.57303], [-58.46808, -34.57291], [-58.46736, -34.5725]]]",Polygon
35164,46881.88,4,4.0,19.0,36.8,0,82.5,0,40.1,8,,36.0,9,3.3,0,1017.1,24.9,0,2.0,9.0,35164.0,20041909.0,65.0,0,,0.0,0,"[[[-58.35561, -34.63505], [-58.35516, -34.63586], [-58.35474, -34.63663], [-58.35464, -34.6368], [-58.35601, -34.63754], [-58.3561, -34.63742], [-58.35619, -34.63724], [-58.35662, -34.63644], [-58.35712, -34.63664], [-58.35717, -34.63666], [-58.35725, -34.63669], [-58.35771, -34.63688], [-58.3579, -34.63696], [-58.35799, -34.63681], [-58.35828, -34.63631], [-58.35839, -34.63615], [-58.35764, -34.63585], [-58.35756, -34.63582], [-58.35707, -34.63563], [-58.35693, -34.63557], [-58.35572, -34.6351], [-58.35561, -34.63505]]]",Polygon
35166,71305.75,4,4.0,4.0,61.5,1,83.3,1,25.6,3,,11.4,5,17.8,1,1200.867,64.1,7,2.0,1.0,35166.0,20040401.0,89.7,6,,2.1,2,"[[[-58.41614, -34.63895], [-58.41607, -34.6402], [-58.41607, -34.6404], [-58.4167, -34.64051], [-58.41825, -34.64079], [-58.41847, -34.64083], [-58.41961, -34.64104], [-58.42054, -34.64121], [-58.42057, -34.64105], [-58.42066, -34.64072], [-58.42086, -34.63996], [-58.42092, -34.63974], [-58.41975, -34.63954], [-58.41953, -34.63949], [-58.41929, -34.63946], [-58.41861, -34.63936], [-58.41847, -34.63934], [-58.41725, -34.63914], [-58.41709, -34.63911], [-58.41614, -34.63895]]]",Polygon
31068,36755.5,13,13.0,26.0,76.3,7,87.1,4,22.0,2,,6.6,1,49.1,7,833.865,68.3,8,2.0,3.0,31068.0,20132603.0,90.2,6,,1.9,2,"[[[-58.45191, -34.57157], [-58.45179, -34.57162], [-58.45026, -34.57227], [-58.44921, -34.57272], [-58.44979, -34.57383], [-58.45003, -34.57371], [-58.45084, -34.57332], [-58.4513, -34.5731], [-58.4526, -34.57246], [-58.45245, -34.57227], [-58.45191, -34.57157]]]",Polygon
35167,16676.38,9,9.0,6.0,77.7,7,92.5,9,25.5,3,,3.5,0,34.9,4,522.73,63.5,6,2.0,9.0,35167.0,20090609.0,89.0,5,,5.8,7,"[[[-58.49642, -34.64397], [-58.4954, -34.64477], [-58.4953, -34.64485], [-58.49523, -34.64491], [-58.49603, -34.64564], [-58.49625, -34.64547], [-58.49721, -34.6447], [-58.49642, -34.64397]]]",Polygon
35168,108669.1,4,4.0,8.0,58.7,1,84.2,1,43.0,8,,19.7,8,14.0,1,1481.535,50.1,2,2.0,9.0,35168.0,20040809.0,93.1,9,,0.9,1,"[[[-58.39511, -34.63766], [-58.39481, -34.63857], [-58.39474, -34.63877], [-58.3942, -34.64037], [-58.39555, -34.64065], [-58.39689, -34.64093], [-58.39813, -34.64119], [-58.39827, -34.64122], [-58.39851, -34.64019], [-58.39912, -34.63965], [-58.39922, -34.63956], [-58.39753, -34.63936], [-58.39767, -34.63899], [-58.39781, -34.63866], [-58.398, -34.63818], [-58.39762, -34.63811], [-58.39658, -34.63792], [-58.39532, -34.6377], [-58.39511, -34.63766]]]",Polygon
31070,91380.13,12,12.0,19.0,67.8,3,87.5,5,26.8,4,,12.0,6,30.7,3,1289.88,65.8,7,2.0,8.0,31070.0,20121908.0,92.6,8,,2.5,3,"[[[-58.50069, -34.5753], [-58.50015, -34.57571], [-58.49983, -34.57597], [-58.49965, -34.5761], [-58.49884, -34.57673], [-58.49803, -34.57736], [-58.49908, -34.578], [-58.50022, -34.5787], [-58.50088, -34.57797], [-58.50153, -34.57725], [-58.50224, -34.57646], [-58.50235, -34.57635], [-58.50299, -34.57563], [-58.50287, -34.57555], [-58.50186, -34.57493], [-58.50148, -34.57469], [-58.50132, -34.5748], [-58.50069, -34.5753]]]",Polygon
33072,20664.25,3,3.0,8.0,70.1,4,86.0,3,41.6,8,,16.2,7,34.4,4,580.642,41.1,1,2.0,5.0,33072.0,20030805.0,82.7,2,,2.0,2,"[[[-58.39948, -34.60464], [-58.39946, -34.60479], [-58.39933, -34.60607], [-58.40058, -34.60615], [-58.40073, -34.60616], [-58.40082, -34.60488], [-58.40084, -34.60468], [-58.40063, -34.60468], [-58.39962, -34.60464], [-58.39948, -34.60464]]]",Polygon
35170,48630.0,9,9.0,3.0,71.4,5,89.2,7,12.2,0,,7.5,1,26.3,2,874.964,82.2,9,2.0,12.0,35170.0,20090312.0,94.4,9,,1.8,2,"[[[-58.52451, -34.64579], [-58.52444, -34.6466], [-58.52435, -34.64754], [-58.52516, -34.64757], [-58.52531, -34.64757], [-58.52588, -34.64759], [-58.52644, -34.64761], [-58.52658, -34.64762], [-58.52711, -34.64764], [-58.52717, -34.64675], [-58.5272, -34.6462], [-58.52687, -34.64589], [-58.52677, -34.64589], [-58.52675, -34.64589], [-58.52671, -34.64588], [-58.52662, -34.64588], [-58.52632, -34.64587], [-58.52599, -34.64585], [-58.52557, -34.64583], [-58.52524, -34.64582], [-58.52489, -34.6458], [-58.52451, -34.64579]]]",Polygon
31073,31169.13,12,12.0,12.0,78.2,7,91.2,8,36.1,7,,7.0,1,50.9,7,775.745,54.3,3,2.0,2.0,31073.0,20121202.0,90.4,6,,2.9,4,"[[[-58.47973, -34.57418], [-58.48017, -34.57433], [-58.48175, -34.57575], [-58.48289, -34.57478], [-58.48176, -34.57413], [-58.48079, -34.57357], [-58.48066, -34.57349], [-58.48047, -34.57366], [-58.47973, -34.57418]]]",Polygon
31074,25649.06,12,12.0,16.0,69.2,4,89.5,7,39.4,8,,7.3,1,37.2,5,696.473,54.3,3,2.0,12.0,31074.0,20121612.0,93.7,9,,7.9,9,"[[[-58.48943, -34.57487], [-58.49054, -34.57548], [-58.49163, -34.57607], [-58.49226, -34.57529], [-58.49117, -34.57469], [-58.49006, -34.57408], [-58.48943, -34.57487]]]",Polygon
35173,123073.8,9,9.0,5.0,65.1,2,82.4,0,28.7,5,,6.9,1,21.0,1,1821.059,54.4,3,2.0,3.0,35173.0,20090503.0,83.1,2,,2.9,4,"[[[-58.51202, -34.64501], [-58.51084, -34.64591], [-58.51178, -34.64676], [-58.51307, -34.6479], [-58.51385, -34.6486], [-58.51399, -34.64872], [-58.51457, -34.64924], [-58.5152, -34.64981], [-58.51589, -34.65043], [-58.5171, -34.64956], [-58.51639, -34.64892], [-58.51698, -34.64847], [-58.51634, -34.6479], [-58.51563, -34.64726], [-58.51553, -34.64717], [-58.51487, -34.64657], [-58.51475, -34.64666], [-58.51426, -34.64702], [-58.51353, -34.64637], [-58.51308, -34.64597], [-58.51296, -34.64586], [-58.51202, -34.64501]]]",Polygon
35174,29593.13,4,4.0,20.0,49.6,0,86.8,4,50.7,9,,16.8,8,10.0,0,697.966,14.9,0,2.0,10.0,35174.0,20042010.0,65.6,0,,1.0,1,"[[[-58.36227, -34.63568], [-58.36217, -34.63584], [-58.36178, -34.63649], [-58.36165, -34.63671], [-58.36129, -34.63731], [-58.36143, -34.63737], [-58.3627, -34.63788], [-58.3632, -34.63706], [-58.3633, -34.6369], [-58.36359, -34.63642], [-58.36369, -34.63625], [-58.36351, -34.63618], [-58.36296, -34.63596], [-58.36227, -34.63568]]]",Polygon
35175,47843.94,9,9.0,3.0,67.3,3,86.0,3,14.8,0,,7.0,1,28.5,3,880.635,77.0,9,2.0,9.0,35175.0,20090309.0,91.8,8,,0.7000000000000001,0,"[[[-58.52038, -34.6456], [-58.52027, -34.64636], [-58.52012, -34.64736], [-58.52139, -34.64742], [-58.52195, -34.64744], [-58.52261, -34.64747], [-58.52277, -34.64747], [-58.52288, -34.64651], [-58.52297, -34.64571], [-58.5226, -34.6457], [-58.52231, -34.64569], [-58.52201, -34.64567], [-58.52163, -34.64566], [-58.52118, -34.64563], [-58.5208, -34.64561], [-58.52038, -34.6456]]]",Polygon
31078,18583.88,13,13.0,28.0,79.8,8,90.7,8,25.7,3,,5.1,0,57.4,8,565.098,61.9,6,2.0,8.0,31078.0,20132808.0,87.6,4,,2.6,3,"[[[-58.44435, -34.57132], [-58.44334, -34.572], [-58.44279, -34.57236], [-58.44349, -34.57311], [-58.44489, -34.5722], [-58.44435, -34.57132]]]",Polygon
31079,21262.69,12,12.0,13.0,79.2,8,92.4,9,37.0,7,,7.3,1,41.5,6,604.827,39.0,0,2.0,6.0,31079.0,20121306.0,75.9,0,,2.0,2,"[[[-58.48289, -34.57478], [-58.48303, -34.57486], [-58.48402, -34.57543], [-58.48429, -34.57559], [-58.48518, -34.5751], [-58.4854, -34.57497], [-58.48483, -34.57463], [-58.48358, -34.57389], [-58.48289, -34.57478]]]",Polygon
31081,11110.5,13,13.0,28.0,77.6,7,91.0,8,42.3,8,,8.5,3,50.2,7,425.659,41.8,1,2.0,4.0,31081.0,20132804.0,84.1,2,,4.4,6,"[[[-58.44489, -34.5722], [-58.4454, -34.57304], [-58.44633, -34.57243], [-58.44583, -34.57161], [-58.44489, -34.5722]]]",Polygon
35180,74519.56,9,9.0,11.0,68.6,4,90.2,8,29.4,5,,24.2,9,15.7,1,1222.546,60.1,5,2.0,10.0,35180.0,20091110.0,89.5,6,,0.30000000000000004,0,"[[[-58.47139, -34.64264], [-58.47129, -34.64272], [-58.47003, -34.64371], [-58.47129, -34.64459], [-58.47232, -34.64532], [-58.47248, -34.64543], [-58.47365, -34.64626], [-58.47381, -34.64614], [-58.47496, -34.64523], [-58.47378, -34.64439], [-58.47382, -34.64436], [-58.47346, -34.64411], [-58.47282, -34.64365], [-58.47262, -34.64352], [-58.47139, -34.64264]]]",Polygon
33075,17438.13,3,3.0,9.0,67.8,3,90.4,8,46.8,9,,10.8,5,38.7,5,551.766,38.6,0,2.0,3.0,33075.0,20030903.0,85.4,3,,2.8,4,"[[[-58.40822, -34.60535], [-58.40852, -34.60612], [-58.40874, -34.60668], [-58.40998, -34.60672], [-58.40938, -34.60525], [-58.40834, -34.60535], [-58.40822, -34.60535]]]",Polygon
31086,19480.19,13,13.0,24.0,81.3,8,88.9,6,23.4,2,,9.1,3,55.2,8,581.174,68.7,8,2.0,2.0,31086.0,20132402.0,92.1,8,,2.3,3,"[[[-58.46088, -34.57261], [-58.46073, -34.57269], [-58.46071, -34.57269], [-58.45954, -34.57322], [-58.45976, -34.57402], [-58.45979, -34.57426], [-58.46051, -34.57394], [-58.46154, -34.57351], [-58.46173, -34.57344], [-58.46088, -34.57261]]]",Polygon
35185,45440.88,4,4.0,20.0,59.0,1,83.6,1,32.8,6,,10.9,5,15.5,1,900.821,55.5,4,2.0,2.0,35185.0,20042002.0,88.3,5,,1.1,1,"[[[-58.3698, -34.63651], [-58.3696, -34.63648], [-58.36818, -34.6363], [-58.36807, -34.63698], [-58.36804, -34.63718], [-58.36794, -34.63775], [-58.36789, -34.63808], [-58.36784, -34.63843], [-58.36776, -34.63896], [-58.36939, -34.63917], [-58.36953, -34.63828], [-58.36957, -34.63802], [-58.36967, -34.63737], [-58.3698, -34.63651]]]",Polygon
31087,15380.5,14,14.0,9.0,84.4,9,93.3,9,35.5,7,,9.3,3,66.7,9,519.713,47.8,2,2.0,10.0,31087.0,20140910.0,83.3,2,,5.7,7,"[[[-58.4323, -34.57138], [-58.43305, -34.57224], [-58.43343, -34.57267], [-58.43408, -34.57199], [-58.43314, -34.57089], [-58.43298, -34.57099], [-58.4323, -34.57138]]]",Polygon
35186,139967.9,4,4.0,8.0,61.6,1,88.6,6,48.5,9,,26.9,9,14.0,1,1717.334,39.2,0,2.0,10.0,35186.0,20040810.0,87.8,4,,2.0,2,"[[[-58.398, -34.63818], [-58.39781, -34.63866], [-58.39767, -34.63899], [-58.39753, -34.63936], [-58.39922, -34.63956], [-58.39912, -34.63965], [-58.39851, -34.64019], [-58.39827, -34.64122], [-58.3997, -34.64143], [-58.40093, -34.64162], [-58.40265, -34.64188], [-58.40271, -34.6416], [-58.40299, -34.64039], [-58.40325, -34.63922], [-58.4029, -34.63914], [-58.40156, -34.63887], [-58.39982, -34.63852], [-58.39966, -34.63849], [-58.398, -34.63818]]]",Polygon
31089,17512.75,13,13.0,28.0,79.1,8,89.7,7,17.6,1,,7.3,1,52.9,8,529.553,64.5,7,2.0,10.0,31089.0,20132810.0,82.1,1,,7.5,8,"[[[-58.44141, -34.57174], [-58.44074, -34.57211], [-58.4417, -34.57307], [-58.44261, -34.57248], [-58.44279, -34.57236], [-58.44195, -34.57145], [-58.44141, -34.57174]]]",Polygon
35188,93594.5,7,7.0,16.0,56.6,1,82.8,1,25.9,3,,18.8,8,20.0,1,1394.577,63.1,6,2.0,7.0,35188.0,20071607.0,89.1,5,,2.7,3,"[[[-58.45002, -34.64147], [-58.44903, -34.6422], [-58.44817, -34.64285], [-58.44805, -34.64293], [-58.44821, -34.64307], [-58.44945, -34.64414], [-58.44951, -34.64418], [-58.45039, -34.64494], [-58.45122, -34.64564], [-58.45151, -34.64579], [-58.45171, -34.64583], [-58.45247, -34.64514], [-58.45134, -34.64418], [-58.45146, -34.6441], [-58.45231, -34.64342], [-58.45223, -34.64335], [-58.4516, -34.64281], [-58.45135, -34.6426], [-58.45119, -34.64246], [-58.45115, -34.64242], [-58.45094, -34.64224], [-58.4508, -34.64213], [-58.45044, -34.64181], [-58.45015, -34.64156], [-58.45002, -34.64147]]]",Polygon
35189,21904.63,4,4.0,15.0,64.2,2,85.0,2,21.9,2,,4.8,0,25.1,2,691.653,67.9,8,2.0,10.0,35189.0,20041510.0,89.8,6,,3.9,5,"[[[-58.3698, -34.63651], [-58.36967, -34.63737], [-58.36957, -34.63802], [-58.37053, -34.63814], [-58.3714, -34.63826], [-58.37154, -34.63755], [-58.37064, -34.63747], [-58.37079, -34.63664], [-58.37013, -34.63654], [-58.3698, -34.63651]]]",Polygon
35190,60745.38,4,4.0,3.0,64.7,2,89.0,6,33.8,6,,16.4,7,16.1,1,1039.603,58.5,5,2.0,8.0,35190.0,20040308.0,92.3,8,,0.30000000000000004,0,"[[[-58.42092, -34.63974], [-58.42086, -34.63996], [-58.42066, -34.64072], [-58.42057, -34.64105], [-58.42155, -34.64182], [-58.42177, -34.64201], [-58.42215, -34.6423], [-58.42281, -34.64282], [-58.42288, -34.64258], [-58.42393, -34.64169], [-58.42325, -34.64114], [-58.42349, -34.6402], [-58.42231, -34.63999], [-58.42092, -34.63974]]]",Polygon
31092,65918.19,12,12.0,12.0,74.4,6,84.6,2,22.8,2,,8.7,3,37.4,5,1300.686,65.2,7,2.0,4.0,31092.0,20121204.0,87.9,4,,5.0,7,"[[[-58.47695, -34.57401], [-58.47616, -34.57489], [-58.47537, -34.57578], [-58.47462, -34.57664], [-58.47485, -34.57677], [-58.47501, -34.57686], [-58.47559, -34.57719], [-58.47658, -34.57648], [-58.47743, -34.57588], [-58.47802, -34.57544], [-58.47855, -34.57507], [-58.47871, -34.57494], [-58.47888, -34.57481], [-58.47973, -34.57418], [-58.47952, -34.57409], [-58.47886, -34.57378], [-58.47785, -34.57453], [-58.47695, -34.57401]]]",Polygon
31093,44700.06,13,13.0,24.0,77.0,7,89.0,6,23.0,2,,6.0,0,45.6,7,991.106,61.3,6,2.0,6.0,31093.0,20132406.0,84.3,2,,2.6,3,"[[[-58.45686, -34.57306], [-58.45726, -34.57358], [-58.45767, -34.57411], [-58.45822, -34.57484], [-58.45892, -34.57577], [-58.45987, -34.57565], [-58.46018, -34.57547], [-58.46004, -34.57529], [-58.45985, -34.57502], [-58.4594, -34.57441], [-58.45929, -34.57426], [-58.45877, -34.57359], [-58.45817, -34.5728], [-58.45793, -34.57249], [-58.45686, -34.57306]]]",Polygon
33076,17528.13,5,5.0,3.0,75.1,6,88.8,6,39.8,8,,15.4,7,38.8,5,537.656,52.7,3,2.0,10.0,33076.0,20050310.0,92.5,8,,1.4,1,"[[[-58.41495, -34.60586], [-58.41476, -34.607], [-58.41474, -34.60715], [-58.41611, -34.60698], [-58.416290000000004, -34.60696], [-58.41603, -34.60567], [-58.41495, -34.60586]]]",Polygon
35192,39140.25,4,4.0,15.0,68.5,4,86.2,3,21.7,2,,9.4,4,27.6,3,882.631,64.2,7,2.0,9.0,35192.0,20041509.0,85.8,3,,1.0,1,"[[[-58.37079, -34.63664], [-58.37064, -34.63747], [-58.37154, -34.63755], [-58.3714, -34.63826], [-58.37239, -34.63839], [-58.37338, -34.63852], [-58.37344, -34.63829], [-58.37354, -34.63774], [-58.37369, -34.63703], [-58.37268, -34.63689], [-58.37171, -34.63676], [-58.37079, -34.63664]]]",Polygon
31095,101775.2,12,12.0,19.0,72.7,5,85.2,2,26.1,3,,7.4,1,24.9,2,1358.77,65.0,7,2.0,5.0,31095.0,20121905.0,91.1,7,,6.8,8,"[[[-58.50909, -34.57569], [-58.50828, -34.57664], [-58.50885, -34.57698], [-58.50829, -34.5776], [-58.50818, -34.57771], [-58.50806, -34.57785], [-58.50753, -34.57843], [-58.50867, -34.57913], [-58.50981, -34.57985], [-58.50995, -34.57993], [-58.51061, -34.57921], [-58.5113, -34.57844], [-58.51213, -34.57751], [-58.51202, -34.57744], [-58.51147, -34.57712], [-58.51118, -34.57693], [-58.51087, -34.57675], [-58.51083, -34.57673], [-58.51071, -34.57665], [-58.51032, -34.57642], [-58.51024, -34.57638], [-58.510040000000004, -34.57626], [-58.50975, -34.57609], [-58.50968, -34.57605], [-58.50947, -34.57592], [-58.50922, -34.57577], [-58.50909, -34.57569]]]",Polygon
35194,30106.5,4,4.0,20.0,58.8,1,83.4,1,55.9,9,,16.6,8,12.4,0,710.086,30.8,0,2.0,5.0,35194.0,20042005.0,86.7,4,,11.6,9,"[[[-58.36369, -34.63625], [-58.36359, -34.63642], [-58.3633, -34.6369], [-58.3632, -34.63706], [-58.3627, -34.63788], [-58.36285, -34.63794], [-58.36376, -34.63832], [-58.364, -34.63843], [-58.36413, -34.63849], [-58.36462, -34.63761], [-58.36515, -34.63682], [-58.36502, -34.63678], [-58.36469, -34.63665], [-58.36393, -34.63634], [-58.36369, -34.63625]]]",Polygon
35195,65148.75,7,7.0,15.0,63.1,2,86.0,3,32.2,6,,23.1,9,18.8,1,1006.558,54.8,3,2.0,3.0,35195.0,20071503.0,86.9,4,,0.9,1,"[[[-58.45943, -34.64232], [-58.45866, -34.64302], [-58.45752, -34.64408], [-58.45856, -34.64485], [-58.45954, -34.64557], [-58.46066, -34.64449], [-58.4609, -34.64429], [-58.46088, -34.64419], [-58.4609, -34.64411], [-58.4609, -34.64406], [-58.4609, -34.64399], [-58.46091, -34.64392], [-58.46091, -34.64381], [-58.46093, -34.64365], [-58.46094, -34.64349], [-58.46059, -34.64303], [-58.46071, -34.64293], [-58.45943, -34.64232]]]",Polygon
35196,55257.69,9,9.0,6.0,59.1,1,83.4,1,18.5,1,,10.0,4,17.4,1,992.864,73.4,9,2.0,6.0,35196.0,20090606.0,91.9,8,,0.30000000000000004,0,"[[[-58.50025, -34.64487], [-58.50003, -34.64505], [-58.4999, -34.64515], [-58.49929, -34.64565], [-58.50005, -34.64635], [-58.5008, -34.64704], [-58.50156, -34.64774], [-58.50214, -34.64727], [-58.50258, -34.64692], [-58.50307, -34.64653], [-58.50333, -34.64632], [-58.5023, -34.64582], [-58.50127, -34.64536], [-58.50025, -34.64487]]]",Polygon
31098,31575.69,12,12.0,14.0,71.5,5,87.0,4,24.5,3,,7.2,1,40.3,5,749.783,40.5,1,2.0,2.0,31098.0,20121402.0,65.0,0,,2.9,4,"[[[-58.48645, -34.57435], [-58.4854, -34.57497], [-58.48518, -34.5751], [-58.48429, -34.57559], [-58.48454, -34.57572], [-58.48491, -34.57593], [-58.48591, -34.57651], [-58.48662, -34.57569], [-58.48733, -34.57485], [-58.48645, -34.57435]]]",Polygon
31100,97998.06,12,12.0,18.0,77.4,7,90.3,8,25.8,3,,7.8,2,40.0,5,1259.701,65.9,7,2.0,12.0,31100.0,20121812.0,91.7,8,,6.3,8,"[[[-58.49564, -34.57498], [-58.49504, -34.57572], [-58.49444, -34.57647], [-58.49434, -34.57659], [-58.4938, -34.57727], [-58.4953, -34.5781], [-58.49636, -34.57867], [-58.49702, -34.57815], [-58.49721, -34.578], [-58.49786, -34.57749], [-58.49803, -34.57736], [-58.49884, -34.57673], [-58.49728, -34.57587], [-58.49715, -34.57581], [-58.49704, -34.57575], [-58.49564, -34.57498]]]",Polygon
35200,78026.0,4,4.0,3.0,67.8,3,88.1,5,25.1,3,,17.0,8,17.9,1,1351.268,65.6,7,2.0,7.0,35200.0,20040307.0,90.7,7,,2.7,3,"[[[-58.42349, -34.6402], [-58.42325, -34.64114], [-58.42393, -34.64169], [-58.42288, -34.64258], [-58.42281, -34.64282], [-58.42363, -34.64344], [-58.42459, -34.64415], [-58.42577, -34.64316], [-58.42484, -34.64242], [-58.42594, -34.64155], [-58.42617, -34.64065], [-58.42506, -34.64047], [-58.42492, -34.64044], [-58.42349, -34.6402]]]",Polygon
31102,65389.38,13,13.0,24.0,82.0,9,92.8,9,22.5,2,,7.9,2,48.8,7,1196.001,66.0,7,2.0,9.0,31102.0,20132409.0,88.6,5,,4.1,6,"[[[-58.45338, -34.57346], [-58.45419, -34.57449], [-58.45491, -34.57543], [-58.45564, -34.57637], [-58.45672, -34.57606], [-58.45629, -34.57552], [-58.45587, -34.57498], [-58.45599, -34.57491], [-58.45674, -34.57456], [-58.45596, -34.57354], [-58.45514, -34.57251], [-58.45499, -34.57259], [-58.45432, -34.57299], [-58.45338, -34.57346]]]",Polygon
