index,Name,Longitude,Latitude,Type,b_id
276,EDICIONES RAP,-58.38539574,-34.60116429,cultural center,43
277,EDICIONES SM,-58.37408547,-34.61268869,cultural center,36
278,EDILYR,-58.39101603,-34.60186051,cultural center,43
279,EDIPO LIBROS (SUCURSAL AV. CORRIENTES),-58.39051786,-34.60439174,cultural center,43
280,EDIPO LIBROS (SUCURSAL LAVALLE),-58.38917292,-34.60305163,cultural center,43
281,EDITORES DEL PUERTO,-58.38811232,-34.604119399999995,cultural center,43
282,EDITORIAL ABACO,-58.38590535,-34.60058487,cultural center,43
283,EDITORIAL ABELEDO PERROT,-58.38490651,-34.60279436,cultural center,43
284,EDITORIAL ALFAGUARA,-58.37103576,-34.59925137,cultural center,43
285,EDITORIAL ARGENTA,-58.38434216,-34.603948200000005,cultural center,43
286,EDITORIAL ATLANTIDA,-58.36781151,-34.61416914,cultural center,36
287,EDITORIAL BIBLOS,-58.37051226,-34.61783752,cultural center,41
288,EDITORIAL CROQUIS,-58.38032933,-34.60012427,cultural center,43
289,EDITORIAL DISTAL,-58.36801378,-34.6233366,cultural center,41
290,EDITORIAL ERA NACIENTE,-58.37681082,-34.62196487,cultural center,41
291,EDITORIAL ERREPAR,-58.38806517,-34.60030839,cultural center,43
292,EDITORIAL GUADAL - EL GATO DE HOJALATA,-58.38356542,-34.60912235,cultural center,36
293,EDITORIAL KIER,-58.38508447,-34.59572275,cultural center,35
294,EDITORIAL LEVIATAN,-58.38291328,-34.61092629,cultural center,36
295,EDITORIAL LOSADA (CONGRESO),-58.38865419,-34.604161299999994,cultural center,43
296,EDITORIAL MUCHO GUSTO,-58.36529585,-34.62281379,cultural center,48
297,EDITORIAL OCEANO ARGENTINA,-58.38123697,-34.59843613,cultural center,35
298,EDITORIAL POLEMOS,-58.39145318,-34.6125938,cultural center,36
299,EDITORIAL QUADRATA,-58.38751768,-34.60407248,cultural center,43
300,EDITORIAL SANTILLANA ARGENTINA,-58.37103576,-34.59925137,cultural center,43
301,EDITORIAL SERENDIPIDAD,-58.36424225,-34.62469324,cultural center,41
302,EDITORIAL SIGMAR,-58.38865008,-34.61369926,cultural center,36
303,EDITORIAL SUDAMERICANA (RANDOM HOUSE MONDADORI),-58.37359147,-34.62070959,cultural center,41
304,EDITORIAL TINTA FRESCA,-58.37427743,-34.60334155,cultural center,43
305,EDITORIAL UNIVERSIDAD,-58.38386391,-34.6085831,cultural center,43
306,EDITORIAL UNIVERSIDAD,-58.38386391,-34.6085831,cultural center,43
307,EIFFEL LIBRES,-58.38068537,-34.59908969,cultural center,43
308,EL AGUJERITO,-58.37689931,-34.59671164,cultural center,35
309,EL ALMACEN LIBROS,-58.38497744,-34.60602034,cultural center,43
310,EL ATENEO. SUCURSAL FLORIDA.,-58.37523808,-34.60409794,cultural center,43
311,EL ATENEO. SUCURSAL FLORIDA II.,-58.37534728,-34.60071729999999,cultural center,43
312,EL BARDO,-58.37631511,-34.62339972,cultural center,41
313,EL BUHO,-58.37913424,-34.61083323,cultural center,36
314,"EL COLECCIONISTA, TIENDA DE MUSICA",-58.37818865,-34.601670299999995,cultural center,43
315,EL ESCRIBA,-58.37008604,-34.62000435,cultural center,41
316,EL FARO DEL FIN DEL MUNDO,-58.38448226,-34.59385763,cultural center,35
317,EL FINO ESPACIO CULTURAL,-58.38803420000001,-34.60093966,cultural center,43
318,EL GATO NEGRO,-58.39030366,-34.60421048,cultural center,43
319,EL JAG�EL,-58.37532533,-34.59831733,cultural center,35
320,EL LIBRO FRANCES,-58.37829518,-34.59808426,cultural center,35
321,EL PERSEGUIDOR,-58.39100383,-34.60442956,cultural center,43
322,EL QUERANDI,-58.37474116,-34.61164835,cultural center,36
323,EL RUFIAN MELANCOLICO,-58.37308723,-34.61787528,cultural center,41
324,EL TUNEL DE BUENOS AIRES,-58.37732673,-34.60868964,cultural center,36
325,EL VENTANAL,-58.37532533,-34.59831733,cultural center,35
326,EL VICTORIAL,-58.37736524,-34.61661311,cultural center,41
327,EL VIEJO ALMACEN,-58.37013176,-34.61708867,cultural center,41
328,ELVIS SHOP,-58.37533134,-34.60204975,cultural center,43
329,EL VITRAL,-58.389315,-34.60766551,cultural center,43
330,ENCUENTRO SUDESTE,-58.39181629,-34.60432075,cultural center,43
331,EN EL CAMINO LIBROS. SUCURSAL CORRIENTES.,-58.38277734,-34.60369074,cultural center,43
332,ENLACE PORRUA S.A.,-58.38002999,-34.60127092,cultural center,43
333,ENTELEQUIA COMIC BOOK STORE (SUCURSAL URUGUAY),-58.38646088,-34.60478433,cultural center,43
334,ESCUELA ARGENTINA DE TANGO (SEDE CENTRO),-58.37408304,-34.59978658,cultural center,43
335,ESCUELA ARGENTINA DE TANGO (SEDE TALCAHUANO),-58.38575129,-34.59641457,cultural center,35
336,"ESCUELA DE DANZAS N1 ""AIDA VICTORIA MASTRAZZI""",-58.37795856,-34.60495254,cultural center,43
337,ESCUELA DE PERIODISMO DEL CIRCULO DE PRENSA,-58.37470345,-34.61225414,cultural center,36
338,ESCUELA NACIONAL DE EXPERIMENTACION Y REALIZACION CINEMATOGRAFICA (E.N.E.R.C.),-58.38296586,-34.61197646,cultural center,36
339,ESCUELA NACIONAL DE MUSEOLOGIA,-58.37651616,-34.61155598,cultural center,36
340,ESPACIO ABIERTO,-58.38025559,-34.60533326,cultural center,43
341,ESPACIO ARTISTICO COLETTE,-58.38988782,-34.6043409,cultural center,43
342,ESPACIO CULTURAL EMBAJADA DEL BRASIL,-58.38360323,-34.59158207,cultural center,35
343,ESPACIO ECLECTICO,-58.37621248,-34.62088754,cultural center,41
344,ESPACIO EDITORIAL,-58.37325586,-34.61425075,cultural center,36
345,ESPACIO GIESSO,-58.37083986,-34.62304852,cultural center,41
346,ESPACIO INCAA KM 0 - GAUMONT,-58.38958633,-34.60903852,cultural center,43
347,ESPACIO INCAA KM2 LA MASCARA,-58.377353799999995,-34.61680996,cultural center,41
348,ESPACIO JURIDICO,-58.38515016,-34.60291657,cultural center,43
349,ESPACIO VIRREY LINIERS,-58.37281802,-34.61365731,cultural center,36
350,ESPARTACO. SUCURSAL PE�A.,-58.39074417,-34.60749629,cultural center,43
351,ESPECIAL RECORD S.H.,-58.39073916,-34.60757537,cultural center,43
352,ESTADIO LUNA PARK,-58.36901678,-34.60234801,cultural center,43
353,ESTUDIO ROBERTO SAIZ,-58.38672819,-34.60949646,cultural center,36
354,EUDEBA,-58.38872049,-34.60899587,cultural center,43
355,FABELA DISCOS,-58.38076386,-34.60653983,cultural center,43
356,FACULTAD DE CIENCIAS SOCIALES UBA (SEDE CONSTITUCION),-58.38439971,-34.62024327,cultural center,38
357,FEDRO,-58.37404038,-34.61968958,cultural center,41
358,FERIA DE LIBROS,-58.3754532,-34.60863893,cultural center,36
359,FERNANDO MARIN PRODUCCIONES,-58.37042316,-34.59636321,cultural center,35
360,FIGUEROA,-58.37693337,-34.59769379,cultural center,35
361,FLORIDA GARDEN,-58.37534361,-34.59761365,cultural center,35
362,FM IDENTIDAD FM 92.1,-58.37531784,-34.59717068,cultural center,35
363,FUNDACION DE ALTOS ESTUDIOS EN CIENCIAS COMERCIALES,-58.38625894,-34.60812254,cultural center,43
364,FUNDACION FEDERICO JORGE KLEMM,-58.37585726,-34.59649495,cultural center,35
365,FUNDACION KONRAD ADENAUER,-58.37992084,-34.59443151,cultural center,35
366,GALA TANGO,-58.371157700000005,-34.61276688,cultural center,36
367,GALERIA 713 ARTE CONTEMPORANEO,-58.37174204,-34.61624978,cultural center,41
368,GALERIA ALBERTO SENDROS,-58.37241851,-34.59778942,cultural center,35
369,GALERIA ARCIMBOLDO,-58.37270073,-34.59904037,cultural center,43
370,GALERIA ARROYO,-58.37888787,-34.59220021,cultural center,35
371,GALERIA ATICA,-58.38448226,-34.59385763,cultural center,35
372,GALERIA BRAQUE,-58.37635559,-34.60954552,cultural center,36
373,GALERIA BUENOS AIRES,-58.37532533,-34.59831733,cultural center,35
374,GALERIA DE ARTE LEONARDO DA VINCI,-58.384476,-34.59400841,cultural center,35
375,GALERIA DE ARTE MERCEDES GIACHETTI,-58.37166538,-34.61623583,cultural center,41
376,GALERIA DE ARTE SYLVIA VESCO,-58.37583711,-34.6181296,cultural center,41
377,GALERIA EDEA,-58.37171845,-34.61677367,cultural center,41
378,GALERIA EL SOCORRO,-58.38005392,-34.59239007,cultural center,35
379,GALERIA IGNACIO LIPRANDI,-58.38672819,-34.60949646,cultural center,36
380,GALERIA ISABEL ANCHORENA,-58.38430375,-34.5917292,cultural center,35
381,GALERIA ISIDRO MIRANDA,-58.37627283,-34.61858623,cultural center,41
382,GALERIA JACQUES MARTINEZ,-58.38244603,-34.60920181,cultural center,36
383,GALERIA LAGARD,-58.38009391,-34.59379002,cultural center,35
384,GALERIA LAURA HABER,-58.37983918,-34.59282103,cultural center,35
385,GALERIA PRAXIS,-58.38603627,-34.59453798,cultural center,35
386,GALERIA RICARDO LOPEZ,-58.38085861,-34.59417499,cultural center,35
387,GALERIA RUBBERS INTERNACIONAL,-58.38576463,-34.58983803,cultural center,35
388,GALERIA RUTH BENZACAR,-58.37550015,-34.59633819,cultural center,35
389,GALERIA SARA GARCIA URIBURU,-58.38731643,-34.59418008,cultural center,35
390,GALERIA URSOMARZO,-58.38019287,-34.59407675,cultural center,35
391,GALERIA VAN EYCK,-58.37909471,-34.59523329,cultural center,35
392,GALERIA VAN RIEL,-58.37826423,-34.59296746,cultural center,35
393,GALERIA VASARI,-58.37834539,-34.59204426,cultural center,35
394,GALERIA VERMEER,-58.37991929,-34.59449797,cultural center,35
395,GALERIA WUSSMANN SAN TELMO,-58.37440609,-34.61377235,cultural center,36
396,GALERIA ZURBARAN,-58.38259016,-34.58974434,cultural center,35
397,GALERNA LIBROS. SUCURSAL CORRIENTES.,-58.39150185,-34.60429889,cultural center,43
398,GALERNA LIBROS. SUCURSAL PERU.,-58.37419339,-34.62035038,cultural center,41
399,GALERNA LIBROS. SUCURSAL URUGUAY.,-58.38705215,-34.59640792,cultural center,35
400,GALLO CANTOR,-58.38618893,-34.60405534,cultural center,43
401,GARCIA CAMBEIRO,-58.36898658,-34.62290466,cultural center,41
402,G/C ARTE CONTEMPORANEO,-58.38011115,-34.59337993,cultural center,35
403,GRAFICA SUR EDITORA SRL,-58.3866571,-34.61555325,cultural center,36
404,GRAM EDITORA,-58.38908514,-34.62396657,cultural center,38
405,GRAN REX,-58.37887833,-34.60345615,cultural center,43
406,GRUPO CLASA - CULTURAL LIBRERA AMERICANA S.A.,-58.38733469,-34.61360675,cultural center,36
407,GRUPO CONVERGENCIA,-58.37593437,-34.61282070000001,cultural center,36
408,GRUPO EDITORIAL TEMAS,-58.38208787,-34.60690534,cultural center,43
409,GUADALQUIVIR. SUCURSAL RODRIGUEZ PE�A.,-58.39151642,-34.60033612,cultural center,43
410,GZ EDITORES,-58.37472378,-34.61341246,cultural center,36
411,HAMMURABI,-58.38515833,-34.60343125,cultural center,43
412,HAMMURABI EDITORIAL S.R.L.,-58.38514112,-34.60308564,cultural center,43
413,HASA EDITORIAL HISPANOAMERICANA,-58.38490036,-34.62242269,cultural center,38
414,HIPOPOTAMO,-58.37128393,-34.6253341,cultural center,41
415,HOY EN EL ARTE GALERIA,-58.37919638,-34.59291902,cultural center,35
416,IBERIA,-58.3832978,-34.6092602,cultural center,36
417,IMAGEN CAMPUS,-58.38337843,-34.61135897,cultural center,36
418,IMAGO MUNDI,-58.38105069,-34.5915072,cultural center,35
419,INCUNABLE SRL,-58.3754532,-34.60863893,cultural center,36
420,"INSTITUTO DE BELLAS ARTES ""BEATO ANGELICO""",-58.38242082,-34.61852719,cultural center,38
421,INSTITUTO DE FORMACION TECNICA SUPERIOR N12 - IFTS,-58.37922982,-34.60009006,cultural center,43
422,INSTITUTO DE HISTORIA DEL ARTE ARGENTINO Y LATINOAMERICANO FACULTAD DE FILOSOFIA Y LETRAS UBA,-58.37092226,-34.60502077,cultural center,43
423,INSTITUTO DE INVESTIGACION EN ETNOMUSICOLOGIA,-58.37352102,-34.61011985,cultural center,36
424,INSTITUTO DE INVESTIGACIONES HISTORICAS DE LAS MANZANAS DE LAS LUCES,-58.37478528,-34.61090077,cultural center,36
425,INSTITUTO DE INVESTIGACION Y PERFECCIONAMIENTO IDIP,-58.38646263,-34.60470864,cultural center,43
426,INSTITUTO DE LA ASOCIACION ARGENTINA DE AGENCIAS DE PUBLICIDAD,-58.38006434,-34.59217983,cultural center,35
427,INSTITUTO DEL CEMENTO PORTLAND ARGENTINO,-58.37436003,-34.59446962,cultural center,35
428,INSTITUTO DE LING�ISTICA Y BIBLIOTECA DE LA FACULTAD DE FILOSOFIA Y LETRAS (UBA),-58.37092226,-34.60502077,cultural center,43
429,INSTITUTO DE PUBLICACIONES NAVALES,-58.37532198,-34.59670125,cultural center,35
430,"INSTITUTO DE TEORIA E HISTORIA DEL ARTE ""JULIO E. PAYRO"" - CENTRO DE INVESTIGACION",-58.37092226,-34.60502077,cultural center,43
431,INSTITUTO ESPACIO PARA LA MEMORIA,-58.38754938,-34.61414968,cultural center,36
432,INSTITUTO GRAFOTECNICO,-58.37685034,-34.59959227,cultural center,43
433,INSTITUTO NACIONAL DE ALIMENTOS,-58.36689995,-34.61809908,cultural center,41
434,INSTITUTO NACIONAL DE ESTUDIOS DE TEATRO,-58.38494541,-34.595548,cultural center,35
435,"INSTITUTO SUPERIOR ""DANTE ALIGHIERI""",-58.39018576,-34.60188292,cultural center,43
436,"INSTITUTO SUPERIOR DE ARTE ""TEATRO COLON""",-58.38243469,-34.60105489,cultural center,43
437,INSTITUTO SUPERIOR DE ENSE�ANZA RADIOFONICA (I.S.E.R.),-58.37428991,-34.59116166,cultural center,35
438,INSTITUTO SUPERIOR OCTUBRE ISO (SUTERH),-58.37133946,-34.61362878,cultural center,36
439,INSTITUTO VOCACIONAL DE ARTE MANUEL JOSE DE LABARDEN - SEDE CENTRAL,-58.38913894,-34.62727691,cultural center,38
440,IOVANETTI OSCAR M.,-58.38434216,-34.603948200000005,cultural center,43
441,JAZZ DISQUERIA,-58.37830219,-34.60234302,cultural center,43
442,JOSE LIBRERIAS,-58.37944443,-34.60445307,cultural center,43
443,"JOYCE, PROUST & CO. LENGUAS Y LITERATURAS EXTRANJERAS",-58.38875235,-34.60171499,cultural center,43
444,JUAN BLATON,-58.37537004,-34.60009963,cultural center,43
445,JUAN C. CIGARROA,-58.37525266,-34.60140717,cultural center,43
446,JUAN ROLDAN,-58.37532533,-34.59831733,cultural center,35
447,JUNCAL,-58.38627669,-34.59306117,cultural center,35
448,JUPITER LIBRERIA JURIDICO NOTARIAL,-58.38897207,-34.60291382,cultural center,43
449,JURIDICA,-58.38515438,-34.60350515,cultural center,43
450,KAPELUSZ EDICIONES,-58.38591499,-34.61828623,cultural center,38
451,KELL EDICIONES. SUCURSAL M. T. DE ALVEAR.,-58.38660606,-34.5969811,cultural center,35
452,KIER,-58.38508447,-34.59572275,cultural center,35
453,LA 2X4 FM 92.7,-58.38858215,-34.60537252,cultural center,43
454,LA BALLENA,-58.37963055,-34.60885044,cultural center,36
455,LA BIBLIOTECA CAFE,-58.383558900000004,-34.596816600000004,cultural center,35
456,LA CALESITA,-58.37732673,-34.60868964,cultural center,36
457,LA CASONA DE FERNANDO,-58.37062828,-34.61596764,cultural center,41
458,LA CATEDRA,-58.38963874,-34.604320799999996,cultural center,43
459,LA CIGALE,-58.3712181,-34.60087548,cultural center,43
460,LA CLAC SALA TEATRAL,-58.38290244,-34.6092331,cultural center,36
461,LA CORU�A,-58.37291777,-34.61926843,cultural center,41
462,LA CRUZ DEL SUR,-58.37532533,-34.59831733,cultural center,35
463,LA CUEVA LIBROS,-58.38242805,-34.609044700000005,cultural center,36
464,LA CUEVA MUSICAL,-58.37727302,-34.60238042,cultural center,43
465,LA CUMPARCITA TANGO BAR,-58.37038569,-34.61593443,cultural center,41
466,LA EMBAJADA,-58.38478685,-34.60960868,cultural center,36
467,LA ESCUELA DEL TANGO,-58.38607056,-34.61303111,cultural center,36
468,LA FABRICA,-58.37462312,-34.61322219,cultural center,36
469,LA GIRALDA,-58.38727938,-34.60405347,cultural center,43
470,LA GIRALDA.,-58.38727938,-34.60405347,cultural center,43
471,LA INDEPENDENCIA,-58.37401147,-34.61730962,cultural center,41
472,LA JABONERIA,-58.37751075,-34.62084649,cultural center,38
473,LA LECTURA,-58.38702232,-34.60162079,cultural center,43
474,LA LEY (SAN NICOLAS),-58.38866933,-34.60071239,cultural center,43
475,LA LEY. SUCURSAL TUCUMAN.,-58.38758335,-34.60164422,cultural center,43
476,LA LEY. SUCURSAL VIAMONTE.,-58.38866933,-34.60071239,cultural center,43
477,LA LIBRE,-58.37312226,-34.61537467,cultural center,36
478,LA LIBRERIA DE AVILA,-58.37331508,-34.61026617,cultural center,36
479,LA NACIONAL,-58.38687357,-34.61110087,cultural center,36
480,LA OFERTA. SUCURSAL CORRIENTES II.,-58.39100383,-34.60442956,cultural center,43
481,LA OFERTA (SUCURSAL RIVADAVIA),-58.39073781,-34.60911883,cultural center,43
482,LA OPERA,-58.39204321,-34.60433653,cultural center,43
483,LA POESIA,-58.37326269,-34.61606398,cultural center,41
484,LA PUERTO RICO,-58.3723772,-34.61019865,cultural center,36
485,LA RADIO DE LAS MADRES AM 530,-58.38744153,-34.61128635,cultural center,36
486,LA RED AM 910,-58.36956393,-34.61382116,cultural center,36
487,LA REVISTERIA COMICS,-58.38624022,-34.60405832,cultural center,43
488,LA SALITA ESPACIO CULTURAL,-58.38565062,-34.60994938,cultural center,36
489,LASER COMPACT DISC,-58.37741058,-34.60337017,cultural center,43
490,LAS MIL Y UNA HOJAS. SUCURSAL CORDOBA.,-58.38068537,-34.59908969,cultural center,43
491,LA TRASTIENDA,-58.37066909,-34.61309323,cultural center,36
492,LA VENTANA,-58.37061943,-34.61274107,cultural center,36
493,LA VIDRIERA DE LA DGEART,-58.37470345,-34.61225414,cultural center,36
494,LA VIDRIERA DEL LIBRO,-58.37741058,-34.60337017,cultural center,43
495,LEADER MUSIC,-58.385851,-34.62357667,cultural center,38
496,LE CARAVELLE,-58.37715524,-34.60237399,cultural center,43
497,LEER ES MUY BARATO,-58.38878451,-34.60425406,cultural center,43
498,LETEMENDIA CASA EDITORA,-58.37523808,-34.60409794,cultural center,43
499,LEXIS NEXIS-ABELEDO PERROT,-58.38519388,-34.60276618,cultural center,43
500,LIBERARTE BODEGA CULTURAL,-58.3887144,-34.60416596,cultural center,43
501,LIBRERIA ANTICUARIA EDGARDO HENSCHEL,-58.37250976,-34.60161856,cultural center,43
502,LIBRERIA ANTIGONA. SUCURSAL AV. CORRIENTES.,-58.3887144,-34.60416596,cultural center,43
503,LIBRERIA ANTIGONA. SUCURSAL CALLAO.,-58.39271354,-34.60045524,cultural center,43
504,LIBRERIA ANTIGONA. SUCURSAL CENTRO CULTURAL DE LA COOPERACION.,-58.38853378,-34.60415199,cultural center,43
505,LIBRERIA ANTIGONA. SUCURSAL CERRITO.,-58.38278623,-34.59522522,cultural center,35
506,LIBRERIA CUSPIDE. SUCURSAL CORRIENTES.,-58.38430338,-34.60377994,cultural center,43
507,LIBRERIA CUSPIDE. SUCURSAL CORRIENTES II.,-58.38537013,-34.60400734,cultural center,43
508,LIBRERIA CUSPIDE. SUCURSAL FLORIDA.,-58.37540408,-34.60069705,cultural center,43
509,LIBRERIA CUSPIDE. SUCURSAL GALERIAS PACIFICO.,-58.37416981,-34.59921209,cultural center,43
510,LIBRERIA CUSPIDE. SUCURSAL SUIPACHA.,-58.37974225,-34.59951934,cultural center,43
511,LIBRERIA DE ANTA�O,-58.38448226,-34.59385763,cultural center,35
512,LIBRERIA DE LA UNIVERSIDAD DEL SALVADOR,-58.39154085,-34.6001101,cultural center,43
513,LIBRERIA DEL JURISTA,-58.38511351,-34.60360215,cultural center,43
514,LIBRERIA DE MUJERES,-58.38537523,-34.60708424,cultural center,43
515,LIBRERIA DICKENS,-58.386137600000005,-34.60388865,cultural center,43
516,LIBRERIA-EDITORIAL CRISTIANA. FUNDACION CRISTIANA DE EVANGELIZACION.,-58.37671544,-34.60285877,cultural center,43
517,LIBRERIA EL FORO,-58.38601381,-34.60279822,cultural center,43
518,LIBRERIA ENSAYO,-58.37424877,-34.6021802,cultural center,43
519,LIBRERIA FERNANDEZ BLANCO,-58.37701957,-34.60117868,cultural center,43
520,LIBRERIA HASTINAPURA,-58.38707634,-34.61665734,cultural center,36
521,LIBRERIA HELENA DE BUENOS AIRES,-58.37838064,-34.597959700000004,cultural center,35
522,LIBRERIA HERNANDEZ. SUCURSAL CORRIENTES.,-58.38706505,-34.60411671,cultural center,43
523,LIBRERIA HERNANDEZ. SUCURSAL CORRIENTES II.,-58.38530856,-34.60384005,cultural center,43
524,LIBRERIA JURIDICA YNY,-58.38897207,-34.60291382,cultural center,43
525,LIBRERIA LIBERTADOR,-58.38550092,-34.60401501,cultural center,43
526,LIBRERIA LOS 7 LOCOS,-58.37814082,-34.60257249,cultural center,43
527,LIBRERIA MEMORIAS DEL SUBSUELO,-58.37532533,-34.59831733,cultural center,35
528,LIBRERIA NADIR. SUCURSAL BRASIL.,-58.38005548,-34.62785707,cultural center,38
529,LIBRERIA SANTA FE. SUCURSAL CALLAO.,-58.39212944,-34.60518034,cultural center,43
530,LIBRERIA UNIVERSIDAD DE BUENOS AIRES,-58.39231094,-34.60200904,cultural center,43
531,LIBRERIA UNIVERSITARIA DE BUENOS AIRES,-58.39231094,-34.60200904,cultural center,43
532,LIBRERIA Y EDITORIAL ALSINA,-58.38772252,-34.60732203,cultural center,43
533,LIBRERIA YENNY. SUCURSAL AV. DEL LIBERTADOR.,-58.38340148,-34.58810114,cultural center,35
534,LIBRERIA Y SU DOBLE,-58.39145669,-34.60088964,cultural center,43
535,LIBRO FILM,-58.38291738,-34.60369896,cultural center,43
536,LIBROFUTBOL.COM,-58.36352602,-34.61003817,cultural center,48
537,LIBROS ALUVION,-58.38089567,-34.60015339,cultural center,43
538,LIBROS FRIEDENTHAL,-58.38910471,-34.60658693,cultural center,43
539,LO DE CELIA TANGO,-58.39130374,-34.62150614,cultural center,38
540,L.O.L.A. LITERATURE OF LATIN AMERICA,-58.38080872,-34.60018839,cultural center,43
541,LOLA MEMBRIVES,-58.384796200000004,-34.60397484,cultural center,43
542,LONDON CITY,-58.37473569,-34.60851023,cultural center,36
543,LORRAINE,-58.38808222,-34.60411707,cultural center,43
544,LOS GALGOS,-58.39231975,-34.60295549,cultural center,43
545,LOS LIBROS MAS PEQUE�OS DEL MUNDO,-58.37859488,-34.60235838,cultural center,43
546,LOS SIETE PILARES,-58.37532533,-34.59831733,cultural center,35
547,LS 85 - TV CANAL 13,-58.38149571,-34.62292372,cultural center,38
548,LUCAS. SUCURSAL CORRIENTES.,-58.38430338,-34.60377994,cultural center,43
549,LUCAS. SUCURSAL URUGUAY.,-58.38699808,-34.59740826,cultural center,35
550,MADERO TANGO,-58.36507375,-34.62334846,cultural center,48
551,MAGISTERIO DEL RIO DE LA PLATA,-58.39083777,-34.60078127,cultural center,43
552,MALAS PALABRAS BUKS,-58.37757597,-34.59758683,cultural center,35
553,MANSION DANDY ROYAL,-58.3772573,-34.61885928,cultural center,41
554,MAR AZUL,-58.39112853,-34.60194027,cultural center,43
555,MARGARITA XIRGU,-58.37590944,-34.61816998,cultural center,41
556,MARIA ANTONIA DE SAN JOSE MUSEO DE ARTE SACRO,-58.38248227,-34.61775772,cultural center,38
557,MARKA,-58.38910471,-34.60658693,cultural center,43
558,MARTINA CESPEDES,-58.37311265,-34.61557994,cultural center,36
559,MELOS EDICIONES MUSICALES S.A.,-58.38870746,-34.60662239,cultural center,43
560,MENDEZ GOMEZ,-58.38958633,-34.60903852,cultural center,43
561,MENENDEZ LIBROS,-58.3733921,-34.59733776,cultural center,35
562,MICHELANGELO TANGO,-58.37062286,-34.61276535,cultural center,36
563,MILONGA EL ARRANQUE,-58.39146299,-34.60792323,cultural center,43
564,MILONGA NUEVO SALON ARGENTINA,-58.39146299,-34.60792323,cultural center,43
565,MIMOTEATRO ESCOBAR-LERCHUNDI,-58.371813,-34.61500878,cultural center,36
566,MINISTERIO DE EDUCACION GOBIERNO DE LA CIUDAD DE BUENOS AIRES - BIBLIOTECA CENTRO DE INFORMACION DOCUMENTAL EDUCATIVA,-58.3777996,-34.60753379,cultural center,43
567,MIREYA,-58.37532533,-34.59831733,cultural center,35
568,MOLIERE CAFE CONCERT,-58.37031245,-34.6158005,cultural center,36
569,MONK,-58.39038176,-34.60421679,cultural center,43
570,MS LIBROS,-58.37532533,-34.59831733,cultural center,35
571,MULTITEATRO,-58.38483939,-34.60381139,cultural center,43
572,MUSEO ARGENTINO DEL TITERE,-58.37733872,-34.61861193,cultural center,38
573,MUSEO CARLOS VEGA DEL INSTITUTO NACIONAL DE MUSEOLOGIA,-58.37394756,-34.6149263,cultural center,36
574,MUSEO CASA DE LA MONEDA. SOCIEDAD DEL ESTADO.,-58.37322026,-34.58106996,cultural center,35
575,MUSEO CULTURAL DEL TANGO,-58.37682288,-34.60038089,cultural center,43
576,"MUSEO DE ARMAS DE LA NACION ""TENIENTE GENERAL PABLO RICCHIERI""",-58.37732611,-34.59555778,cultural center,35
577,MUSEO DE ARTE CONTEMPORANEO BUENOS AIRES (MACBA),-58.37022074,-34.62187024,cultural center,41
578,MUSEO DE ARTE HISPANOAMERICANO ISAAC FERNANDEZ BLANCO,-58.37993772,-34.59088137,cultural center,35
579,MUSEO DE ARTE MODERNO DE BUENOS AIRES,-58.37072272,-34.62189478,cultural center,41
580,"MUSEO DE CALCOS Y ESCULTURA COMPARADA ""ERNESTO DE LA CARCOVA""",-58.35627689,-34.61792474,cultural center,48
581,"MUSEO DE INFORMATICA, COMPUTADORAS Y ACCESORIOS INFORMATICOS",-58.37839353,-34.60126007,cultural center,43
582,MUSEO DE LA ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS (AFIP),-58.37149036,-34.60901414,cultural center,36
583,MUSEO DE LA CARICATURA SEVERO VACCARO,-58.38151715,-34.62026341,cultural center,38
584,MUSEO DE LA CIUDAD,-58.37207161,-34.61044854,cultural center,36
585,MUSEO DE LA DIPLOMACIA ARGENTINA,-58.37800454,-34.5940406,cultural center,35
586,MUSEO DE LA EMIGRACION GALLEGA EN LA ARGENTINA M.E.G.A.,-58.37586759,-34.619138899999996,cultural center,41
587,MUSEO DE LA IGLESIA PARROQUIAL SAN PEDRO GONZALEZ TELMO Y SU CLAUSTRO HISTORICO,-58.37052502,-34.62070273,cultural center,41
588,MUSEO DE LA INMIGRACION Y EX HOTEL DE INMIGRANTES,-58.36832066,-34.59251511,cultural center,35
589,MUSEO DE LA POLICIA FEDERAL ARGENTINA,-58.37378282,-34.60379995,cultural center,43
590,MUSEO DE LAS ESCUELAS,-58.36804022,-34.62306749,cultural center,41
591,MUSEO DE LA SOCIEDAD ARGENTINA DE ESCRITORES,-58.37366218,-34.61491182,cultural center,36
592,MUSEO DEL AUDIFONO,-58.39005395,-34.60663856,cultural center,43
593,MUSEO DEL BICENTENARIO,-58.369443700000005,-34.60893838,cultural center,36
594,MUSEO DEL HUMOR (MUHU),-58.36017705,-34.6093949,cultural center,48
595,"MUSEO ETNOGRAFICO ""JUAN BAUTISTA AMBROSETTI""",-58.371198,-34.61129133,cultural center,36
596,MUSEO FRANCISCANO JOSE MARIA BOTTARO,-58.37175925,-34.61015987,cultural center,36
597,MUSEO HISTORICO DE GENDARMERIA NACIONAL,-58.37483613,-34.58102619,cultural center,35
598,MUSEO HISTORICO NACIONAL,-58.37085628,-34.62665161,cultural center,41
599,MUSEO HISTORICO NACIONAL DEL CABILDO Y DE LA REVOLUCION DE MAYO,-58.37364127,-34.60878363,cultural center,36
