index,Name,Longitude,Latitude,Type,b_id
152,CARLOS CORONATI,-58.38998669,-34.60434888,cultural center,43
153,CARROUSEL CLASICO,-58.38407858,-34.58910531,cultural center,35
154,CARROUSEL DE LOS NI�OS DE LA PLAZA DEL CONGRESO,-58.38895162,-34.60965532,cultural center,36
155,CASA DE CASTAGNINO,-58.37005626,-34.6195843,cultural center,41
156,CASA DE GALICIA (CLUB ESPA�OL),-58.38611779,-34.611302200000004,cultural center,36
157,CASA DE LA CULTURA,-58.37440101,-34.60848892,cultural center,36
158,CASA DEL HISTORIADOR - ARCHIVO HISTORICO DE LA CIUDAD DE BUENOS AIRES,-58.37323693,-34.6132841,cultural center,36
159,CASA HISTORICA ISAAC FERNANDEZ BLANCO,-58.38654109,-34.61000842,cultural center,36
160,CASAL DE CATALUNYA,-58.37590944,-34.61816998,cultural center,41
161,CASA PISCITELLI,-58.37390951,-34.60277185,cultural center,43
162,CATERVA LIBROS,-58.37831413,-34.59779863,cultural center,35
163,CATHEDRA JURIDICA,-58.38508266,-34.60280377,cultural center,43
164,CD DISQUERIA,-58.384796200000004,-34.60397484,cultural center,43
165,CENTOMAR S.A.,-58.38403139,-34.59837086,cultural center,35
166,CENTRO BIBLIOGRAFICO DE ENFERMEDADES ENDEMICAS,-58.36890343,-34.61436867,cultural center,36
167,CENTRO CULTURAL BORGES,-58.37469448,-34.59980249,cultural center,43
168,CENTRO CULTURAL CARAS Y CARETAS,-58.37150421,-34.61363555,cultural center,36
169,CENTRO CULTURAL DE ESPA�A EN BUENOS AIRES,-58.37520308,-34.60236043,cultural center,43
170,CENTRO CULTURAL DE LA COOPERACION FLOREAL GORINI,-58.38853378,-34.60415199,cultural center,43
171,CENTRO CULTURAL DEL ESQUINAZO,-58.39187488,-34.60673122,cultural center,43
172,CENTRO CULTURAL E INFORMATIVO DE LA EMBAJADA DE JAPON,-58.38298788,-34.59798377,cultural center,35
173,CENTRO CULTURAL ENRIQUE SANTOS DISCEPOLO,-58.38544325,-34.60709005,cultural center,43
174,CENTRO CULTURAL FACULTAD DE FILOSOFIA Y LETRAS DE LA PONTIFICIA UNIVERSIDAD CATOLICA,-58.36589638,-34.61571976,cultural center,48
175,CENTRO CULTURAL FORTUNATO LACAMERA,-58.37029278,-34.62169799,cultural center,41
176,"CENTRO CULTURAL ""FRANCISCO PACO URONDO""",-58.37092226,-34.60502077,cultural center,43
177,CENTRO CULTURAL GENERAL SAN MARTIN,-58.38858215,-34.60537252,cultural center,43
178,CENTRO CULTURAL HORUS,-58.37869473,-34.6197324,cultural center,38
179,CENTRO CULTURAL KIRCHNER,-58.36937256,-34.60423984,cultural center,43
180,CENTRO CULTURAL LA MOROCHA,-58.39172813,-34.60189962,cultural center,43
181,CENTRO CULTURAL PLAZA DEFENSA,-58.37186264,-34.61414833,cultural center,36
182,CENTRO CULTURAL TORQUATO TASSO,-58.37105637,-34.62615796,cultural center,41
183,"CENTRO DE DOCUMENTACION DEL CENTRO FEDERAL DE INVERSIONES CFI ""DR. MANUEL BELGRANO""",-58.3742059,-34.59766705,cultural center,35
184,"CENTRO DE DOCUMENTACION ""DR. SERGIO D"" CONF. MEDICA REPUBLICA ARGENTINA",-58.38376184,-34.61318923,cultural center,36
185,"CENTRO DE DOCUMENTACION E INFORMACION ""DR. JORGE EDUARDO COLL""",-58.37418265,-34.60568575,cultural center,43
186,CENTRO DE DOCUMENTACION E INVESTIGACION ARQUITECTURA PUBLICA,-58.3697039,-34.60927675,cultural center,36
187,CENTRO DE INFORMACION TECHINT,-58.37180137,-34.59852495,cultural center,43
188,CENTRO DE INFORMACION Y DOCUMENTACION EN ONCOLOGIA,-58.37718213,-34.6011237,cultural center,43
189,CENTRO DE INVESTIGACION Y EXPERIMENTACION EN VIDEO Y CINE (CIEVYC),-58.37814269,-34.62361826,cultural center,38
190,CENTRO DE MUSEOS DE BUENOS AIRES (DIRECCION GENERAL DE MUSEOS),-58.36032202,-34.60942842,cultural center,48
191,CENTRO LATINOAMERICANO DE CREACION E INVESTIGACION TEATRAL (CELCIT)LCIT,-58.37244465,-34.61130038,cultural center,36
192,CENTRO LATINOAMERICANO DE DOCUMENTACION INFORMATICA Y ELECTRONICA,-58.38644949,-34.60592575,cultural center,43
193,CERTEZA,-58.38028198,-34.61583007,cultural center,36
194,CICLO 3,-58.37481055,-34.61848509,cultural center,41
195,CIENCIA Y TECNICA SERVICIOS BIBLIOGRAFICOS,-58.378392000000005,-34.62417544,cultural center,38
196,CIEVYC CINE,-58.37814269,-34.62361826,cultural center,38
197,CINCO ESQUINAS,-58.38440988,-34.59298815,cultural center,35
198,CINE ARTEPLEX CENTRO,-58.38287786,-34.60315582,cultural center,43
199,CINE LORCA,-58.38679925,-34.6040955,cultural center,43
200,CINEMARK PUERTO MADERO,-58.36530081,-34.62155818,cultural center,48
201,CINE MONUMENTAL LAVALLE,-58.37778116,-34.60240817,cultural center,43
202,CINE OJO,-58.36833036,-34.60170526,cultural center,43
203,CINE PREMIER,-58.38886492,-34.6041776,cultural center,43
204,CINE SI,-58.37037325,-34.61777505,cultural center,41
205,CIRCULO LATINO AUSTRAL,-58.38499212,-34.63260691,cultural center,38
206,CLARETIANA EDITORIAL. SUCURSAL LIMA.,-58.38136172,-34.6247001,cultural center,38
207,CLARIDGE BAR,-58.37451236,-34.60096694,cultural center,43
208,CLASICA NACIONAL FM 96.7,-58.37669513,-34.60163442,cultural center,43
209,CLUB ALEMAN,-58.37159789,-34.60300726,cultural center,43
210,CLUB AMERICANO,-58.38293723,-34.60030256,cultural center,43
211,CLUB BURTON,-58.37573701,-34.61858331,cultural center,41
212,CLUB DE LAS ARTES,-58.38308659,-34.61726508,cultural center,36
213,CLUB DEL COMIC. SUCURSAL MONTEVIDEO.,-58.389283,-34.60596141,cultural center,43
214,CLUB DEL PROGRESO,-58.38551415,-34.60524471,cultural center,43
215,CLUB DE TANGO,-58.38770932,-34.60752232,cultural center,43
216,CLUB DUMAS LIBROS,-58.3903749,-34.6043802,cultural center,43
217,CLUB EXPERIMENTAL DE TANGO ARTE,-58.37839021,-34.61402602,cultural center,36
218,CLUB GENERAL BELGRANO - PRACTICA COCHABAMBA 444,-58.37186460000001,-34.62311676,cultural center,41
219,CLYNA S.A.,-58.38279531,-34.59502794,cultural center,35
220,CM PRODUCCIONES,-58.38513628,-34.60435108,cultural center,43
221,COLECCION DE ARTE AMALIA LACROZE DE FORTABAT,-58.36473471,-34.60027176,cultural center,48
222,CONFITERIA DEL HOTEL CASTELAR,-58.38115902,-34.60911352,cultural center,36
223,CONFITERIA IDEAL,-58.3794828,-34.60392465,cultural center,43
224,CONFITERIA LA UNION,-58.38187474,-34.61305629,cultural center,36
225,CONFITERIA SAINT MORITZ,-58.37839211,-34.59778696,cultural center,35
226,CONSEJO PROFESIONAL DE CIENCIAS ECONOMICAS DE LA CAPITAL FEDERAL,-58.38872854,-34.60063868,cultural center,43
227,CONSORCIO DE ARTE DE BUENOS AIRES,-58.38745693,-34.59210248,cultural center,35
228,"CONSUDEC - PROFESORADOS ""SEPTIMO WALSH""",-58.37821079,-34.59937639,cultural center,43
229,COOL MUSIC,-58.39262025,-34.60111372,cultural center,43
230,COSMOPOLITA,-58.377353799999995,-34.61680996,cultural center,41
231,CP67 LIBRERIA TECNICA. SUCURSAL FLORIDA.,-58.37537091,-34.60007588,cultural center,43
232,CRIME LIBROS,-58.38064145,-34.60245269,cultural center,43
233,CUATRO DISQUERIAS,-58.38064145,-34.60245269,cultural center,43
234,CUEVA LIBROS,-58.38874629,-34.60544415,cultural center,43
235,CULTURA TANGUERA,-58.38605448,-34.60879956,cultural center,36
236,DANIEL H. GONZALEZ,-58.37532198,-34.59670125,cultural center,35
237,DANTE ALIGHIERI,-58.39018576,-34.60188292,cultural center,43
238,D&D EDICIONES,-58.38798028,-34.61121762,cultural center,36
239,DE DIOS GUIAS DE VIAJE,-58.37918444,-34.60986156,cultural center,36
240,DE LA AVENIDA,-58.37940064,-34.60899524,cultural center,36
241,DE LA PAZ,-58.37568186,-34.61849506,cultural center,41
242,DE LAS CIENCIAS,-58.386487699999996,-34.59820983,cultural center,35
243,DE LAS LUCES,-58.38028824,-34.60889557,cultural center,36
244,DEL BORDE ESPACIO TEATRAL,-58.37504155,-34.61614838,cultural center,41
245,DEL NUDO,-58.38865419,-34.604161299999994,cultural center,43
246,DE LOS CUATRO VIENTOS. SUCURSAL BALCARCE.,-58.37008604,-34.62000435,cultural center,41
247,DE LOS CUATRO VIENTOS. SUCURSAL VENEZUELA.,-58.37651702,-34.61396424,cultural center,36
248,DEL SOL EDICIONES,-58.39271354,-34.60045524,cultural center,43
249,DEL SUR ANTICUARIOS,-58.37306039,-34.61672351,cultural center,41
250,DE MENTE EDICIONES,-58.38537013,-34.60400734,cultural center,43
251,DE SANTI GALERIA,-58.37842549,-34.59728856,cultural center,35
252,DEVA'S. SUCURSAL CORRIENTES.,-58.39153788,-34.60446669,cultural center,43
253,DEVA'S. SUCURSAL SAN JUAN.,-58.37681082,-34.62196487,cultural center,41
254,DIOGENES I,-58.39121973,-34.61257809,cultural center,36
255,DISCOVER,-58.37525266,-34.60140717,cultural center,43
256,DISQUERIA KILI,-58.38332966,-34.62792684,cultural center,38
257,DISTAL LIBROS. SUCURSAL CORRIENTES.,-58.37981737,-34.60351742,cultural center,43
258,DISTAL LIBROS. SUCURSAL FLORIDA.,-58.37507943,-34.60508509,cultural center,43
259,DISTAL LIBROS. SUCURSAL FLORIDA II.,-58.37529078,-34.60290694,cultural center,43
260,DISTAL LIBROS. SUCURSAL LAVALLE.,-58.37775809,-34.60236048,cultural center,43
261,DISTRIBUIDORA LUMEN S.R.L.,-58.39083777,-34.60078127,cultural center,43
262,DOS EDITORES/DOS TINTAS S.A.,-58.37029835,-34.61612127,cultural center,41
263,EDIAR,-58.38002999,-34.60127092,cultural center,43
264,EDICIONES ARGENTINIDAD,-58.37544565,-34.59801314,cultural center,35
265,EDICIONES B / GRUPO Z,-58.3698266,-34.61018955,cultural center,36
266,EDICIONES BIENVENIDAS,-58.37147027,-34.61235889,cultural center,36
267,EDICIONES CAMPO ESTRELLADO,-58.38379145,-34.60173385,cultural center,43
268,EDICIONES CORREGIDOR,-58.39087673,-34.60387671,cultural center,43
269,EDICIONES DEL ARROYO,-58.38702232,-34.60162079,cultural center,43
270,EDICIONES DESDE LA GENTE,-58.38853378,-34.60415199,cultural center,43
271,EDICIONES FABRO,-58.38950883,-34.60133662,cultural center,43
272,EDICIONES GARNICA,-58.38984795,-34.60309226,cultural center,43
273,EDICIONES LA ROCCA,-58.38517018,-34.60320956,cultural center,43
274,EDICIONES MADRES DE PLAZA DE MAYO,-58.38670627,-34.61001955,cultural center,36
275,EDICIONES MANANTIAL,-58.38575473,-34.60935075,cultural center,36
